title,release_date,rating,description,metascore
Sakura Samurai: Art of the Sword,2012-02-02,T,"Also known as Hana Samurai: Art of the Sword in the UK/EU. Skill meets style in this precision sword-fighting game. Leave button mashing behind. Sakura Samurai: Art of the Sword is about precision swordplay, battlefield finesse, and martial-arts style. As the heroic title character, youll travel a world rife with cherry-blossom beautyand deadly dangerto rescue the legendary Princess Cherry Blossom. Her kidnapper has set dozens of blade-wielding henchmen in your path, and youll have to exercise your best battle senses to defeat them and save her. Learn to predict your foes moves, deftly dodge their attacks, and create opportunities for devastating counterattacks.

Start with the Sakura Sword, a little health, and some basic training from your water-spirit guide. Make your way from battleground to battleground fighting wave after wave of increasingly cunning enemies. Fight through huge castles to duel epic bosses. And dont forget to stop at small villages along the way to get help, gear, encouragement (and distraction) from the quirky townsfolk. 

Prove that you truly are the Sakura Samurai!",74
The Red Solstice,2014-07-10,Rating not found,"A tactical eight-player co-op survival game set in the distant future on Mars. Join the fight and lead your customized squad as you roam freely over huge maps, completing random objectives and dealing with random events. The goal is to strategize, survive and conquer by any means necessary.",74
Insidia,2017-09-07,Rating not found,INSIDIA is a tactical game of turn based duels. Carefully move your team of powerful champions and weave their attacks together to claim victory in the field of battle. Conquer your foes and claim the spoils of the post-apocalyptic world.,73
Sanity: Aiken's Artifact,2000-09-26,T,"Thirty years from now, citizens begin to display remarkable psychic abilities. Called Psionics, they can generate and control energy emissions using only their minds, often with deadly results. Succumbing to the lure of power, the Psionics will stop at nothing to achieve control of the universe.  [Fox Interactive]",73
Ms. Pac-Man Maze Madness,2000-11-13,E,Chomp your way through mystical worlds to rescue Professor Pac. Free the lost worlds of Pac-Land from the horrid witch Mesmeralda. Videogame's most famous and favorite heroine is back to save the day!,73
Warp,2012-02-15,M,"Warp is a puzzle based stealth action game where gamers play as Zero, a lovable-yet-lethal, little orange alien with a big score to settle. Abducted by a villainous General from his home world and taken to an underwater research facility, Zero must plan his ultimate escape by relying on his arsenal of special abilities. [Microsoft]",73
War of the Roses,2012-10-02,Rating not found,"War of the Roses is a new IP that transports players back in time to the battle-ravaged, dynastic civil war era of 15th century England where ownership of the throne of England was brutally fought over between supporters of two rival branches of the Royal House of Plantagenet - the house of Lancaster (the reds) and the house of York (the whites). A team-based multiplayer melee combat experience, War of The Roses sees players and their band of knights going toe-to-toe with their opponents using authentic and visceral weapons of the time period including broad swords, long bows and battle-axes. Built on a stunning graphics engine which vividly portrays the fighting from an up-close-and-personal third-person perspective, War of the Roses features both online multiplayer and a single-player campaign. Players will get the chance to lead their warrior through a rich progression system, gaining upgrades and unlocking new content on their path from filthy peasant to unstoppable armored killing machine.",73
PAIN: Amusement Park,2008-09-11,T,"[Playstation Network]  Whereas Sony's original PlayStation 3 downloadable game Pain let players launch unfortunate people from a giant slingshot through a bustling (and breakable) downtown metropolis, the new $5.99 Amusement Park add-on offers a change of scenery, new game modes, and plenty more interactive objects to make the head-on collisions that much more entertaining. There are also three new downloadable characters to place in the slingshot, each one available for $0.99.",73
Gigantic Army,2014-02-05,Rating not found,"It is the 21st century and Earth is at war with the Ramulons – an alien race determined to stop humanity’s advance into space. Mankind’s war against the Ramulons has reached the planet Ramulon itself and it is now down to YOU to pilot the ‘GMR-34 SALADIN’ - a Manned Combat Robot - and take on the Ramulon army. Customize your arsenal of explosive, projectile and plasma weapons, and combine them with melee attacks, thrusters and shield to take the fight to the enemy and end the conflict.",73
Rock of Ages,2011-08-31,E10,This game is the newest title by Atlus.,72
Looney Tunes: Sheep Raider,2001-09-27,E,"Based on one of the most popular cartoons in the Looney Tunes library, players will direct Ralph Wolf throughout the flock of sheep while avoiding detection by Sam Sheep-dog. Your mission, of course, is to use all sorts of outrageous mail-order equipment (Acme, naturally) to get to some delicious lamb chops.",72
chick chick BOOM,2010-12-27,E10,chick chick BOOM is the first WiiWare game from developer Tons of Bits.,72
Wayward Sky,2016-10-10,T,"Risk life and limb as you explore a mysterious floating fortress in search of your kidnapped father in Wayward Sky on PlayStation VR. Assume the role of Bess, a young co-pilot who must navigate her way through puzzles and perilous pathways to find her father and escape the crumbling airborne fortress. Guide the action with responsive motion controls and explore the unique environment from both third- and first-person perspectives. Specially crafted visuals and camera “blinks” transport you instantly from Bess’s point to view on board the fortress to high above the scene, looking down like a towering giant.",72
Cloudbuilt,2014-03-20,E10,"Cloudbuilt is a game of speed, precision and freedom. Quick wits and even quicker reflexes will become your closest friends as you carve your own path through the mysterious floating ruins high above the clouds. Use your rocket-powered exoskeleton and manipulate the laws of physics to avoid fatal hazards, dodge hostile robots",72
NiGHTS into Dreams... (2012),2012-10-05,E,"The Sega Saturn 3D classic returns with HD graphics, trophies, leaderboards, and an optional original Saturn mode.",72
The Red Star,2007-04-23,T,"Over the course of several generations, the once mighty empire known as The United Republics of The Red Star (U.R.R.S.) slaughtered millions of its own people by the order of a single man. This man was their leader, Imbohl; a mighty sorcerer whose insanity turned his people's Utopian dreams into a nightmarish scheme driven by the desire to forge his own immortality. Haunted by the ghosts of their nation's tragic past, the Heroes of the Red Star, at the battle of Kar Dathra's Gate, discover the true nature of their people's struggle, abandon their duties as soldiers of the Red Fleet, and embark upon a quest to liberate their people from Imbohl's dark legacy. [Acclaim]",72
Hamtaro: Ham-Ham Heartbreak,2003-04-08,E,"All the hamsters are bickering, and there's little wonder why! Spat, a meddling troublemaker, is telling fibs and causing heartache everywhere. It's up to Hamtaro and best-girl Bijou to follow Spat, stop the squabbling, and get everyone back on talking terms again.",72
Megaton Rainfall,2017-10-17,T,"Become an indestructible interdimensional superbeing in this first-person superhero game, and save Earth from an alien invasion. Be careful though - you are so powerful you can destroy entire skyscrapers (unintentionally) when you miss your otherworldly target...",72
Open Me!,2013-08-13,E10,,72
Battletoads,2020-08-20,E10,"The Battletoads are Back. Rash, Zitz and Pimple are returning at last to Morph Attack their way through an all-new action-packed adventure of choreographed chaos, and couch co-op may never be the same again. 1-3 players take control of the Battletoads and team up to storm through wild and unpredictable stages with only one rule expect the unexpected. Teamwork makes the dream work in a drop-in, drop-out gameplay blast, filled with over-the-top combat that anyone can enjoy, but only a True 'Toad can master. With a unique hand-animated cartoon style and packed with memorable characters and locations, the Battletoads are back for a larger-than-life brawl across the universe that promises to be fun alone, and unforgettable together.",72
DreamWorks Bee Movie Game,2007-10-30,E,"Based on the DreamWorks Animation movie written, produced by and starring Jerry Seinfeld, Bee Movie Game lets players race, chase and fly their way through an adrenaline-fueled world of adventure as they experience the hilarious antics of Barry B. Benson, a dynamic and daring bee who knows there is more to life than making honey. [Activision]",71
PAIN (2007),2007-11-29,T,"[Downloadable Game]  PAIN boldly tackles a rarely explored area of video-gaming... comedy. The unique mechanic of the game allows the player to load a character into a human-sized, ultra-powerful slingshot, and fire the character into an active, physics-controlled environment, filled with precarious and humorous situations. Players receive points by stringing together painful collisions and inducing chaos in the environment. Multiple playable characters each with a very unique personality and attributes as well as character specific in-flight poses. Plenty of ways to play in both Single and Multiplayer, including modes like Spank the Monkey, Mime Toss, PAIN Bowling, Fun With Explosives, and even more to come in future releases. Relive every cringe-worthy smash and crash with the replay system in PAIN. Use the free camera to get the best angle on your best ouchies. Unique physics model created on Havok powered events, allow for amazing ragdoll animations, while ensuring that duplicating incidents is almost impossible. Keeping gameplay fresh over and over no matter how many times a player is launched into the same environment. Robust online community feature set lets you compete with other players around the world on Global Leaderboards, track your friend's scores, and connect to the PAIN website, where you can participate in polls, get developer updates, and provide feedback to make for a more PAINful experience in future expansions. [SCEA]",71
Toukiden,2014-02-11,T,"TOUKIDEN takes Tecmo Koei's expertise in historically themed games to an expansive fantasy world influenced by historical and traditional Japanese elements. Developed by the same studio that created the famed Dynasty Warriors series, this all-new franchise casts players in the role of a demon-fighting Slayer. Starting from the Utakata Village headquarters where they will accept quests, players will venture out to battle monstrous and deadly Oni (demons) before they destroy all of humanity.",71
Robert Ludlum's The Bourne Conspiracy,2008-06-03,T,"Robert Ludlum's The Bourne Conspiracy gives players the experience of becoming a 30 million dollar elite agent, fusing an experience that delves deep into Jason Bourne's character with game play and game presentation inspired by the aggressive filmmaking and frenetic action found in the films. Only by playing Robert Ludlum's The Bourne Conspiracy can players discover Bourne's true identity and experience the very moment he became a malfunctioning weapon, first hunting targets around the world as a deadly government assassin then marking himself as his agency’s most wanted. As a third-person espionage action game, players move from fistfights to firefights to experience sequences that blend Bourne's signature hand-to-hand combat with intense shooting and the ability to escape and evade deadly situations. [Vivendi Games]",71
Nintendo Labo: Toycon 04 VR Kit,2019-05-12,E10,"Introducing the most immersive, robust Nintendo Labo kit to date—this one combines DIY fun, pass-and-play multiplayer, and family-friendly play with simple, shareable VR gaming. It even includes a programming tool you can use to create your very own VR games and experiences! Feel your creations come to life as you and your family blast through an alien invasion, create 3D works of art, dive into an oceanic photo safari, soar atop a bird, and go wherever else your imagination takes you. [Nintendo]",71
Psychonauts in The Rhombus of Ruin,2017-02-21,E10,"Psychonauts in the Rhombus of Ruin is a new Virtual Reality adventure that takes players back into the mysterious and paranormal world of the Psychonauts for the first time in more than a decade. Once again players assume the role of Raz, an intrepid young psychic and now fully fledged member of the Psychonauts — an elite group of international psychic secret agents.",71
Knight Squad,2015-11-16,E10,Knight Squad is a 1 to 8 players game that can be described as SNES era Bomberman meets Gauntlet. Play as a Knight in the arena and defeat your opponents using epic weapons and power ups. Challenge your friends in the Versus mode or play as a team as you try to defeat the challenges laid on every floor of Destiny's Tower.,71
The Munchables,2009-05-26,E,"In The Munchables, players are called upon to eat and defeat over 150 insidious enemies who have taken over the planet including Eggplanter, Space Shroom and Rice Baller. With each fallen foe, the daring omnivorous Munchables grow in size and power in their brave struggle. In this tantalizingly addictive game, players can also enjoy Mirror Mode, where stages are in reverse order and they must beat the clock in order to save the world. Eating your way to take on Don Onion and his delicious minions, The Munchables will leave you hungry for more. [Namco Bandai Games]",71
