title,release_date,rating,description,metascore
Earth & Beyond,2002-09-02,T,"Welcome to Earth & Beyond, the first online role-playing galaxy. It's your turn to pilot your own starship, adventure in a massive galaxy, and take part in a thriving community. Alien encounters, fierce combat, cutthroat commerce, new discoveries, perilous quests, strategic alliances, diplomatic backstabbing, and epic wars await you and the friends you meet online. Earth & Beyond allows you to build your character and career in three distinct ways: exploration, trade and combat. The game is designed around these three activities, and each race, profession, skill, starship and item affects how well you excel in these core activities. [Electronic Arts]",82
EverQuest: The Scars of Velious,2000-12-04,T,Do you dare explore the lost continent of Velious? Here you will find some of the most dangerous and elusive creatures to ever roam the lands of Norrath. Challenge your resolve and adventuring skills as you set foot on the icy wastes and explore a land locked in turmoil and conflict.  [Sony],82
WildStar,2014-06-03,T,"WildStar is an massively multiplayer online adventure game where players make their mark as Explorers, Soldiers, Scientists or Settlers and lay claim to a mysterious planet on the edge of known space.",82
World of Warcraft Classic,2019-08-27,T,"The drums of war thunder once again Return to a lost era of Azeroth and experience the timeless stories that defined this world at war.

World of Warcraft Classic is a faithful recreation of the original World of Warcraftit runs a bit smoother on today's computers, but the game still looks and feels like you're playing World of Warcraft from 2006. Combat mechanics, original character models and skill trees all contribute to a truly authentic experience, as do your interactions with other players. Your reliance on others to take on the world was at the heart of the original WoW and is at the heart of World of Warcraft Classic.

* Experience the game as it was before the release of any of its expansion sets, and journey back to its beginnings.
* Venture forth into epic encounters such as Molten Core, Onyxia and Maraudon at launchas players progress, we'll introduce more content like Alterac Valley, the Ahn'Qiraj War Effort and Naxxramas.",81
Guild Wars 2: End of Dragons,2022-02-28,T,Guild Wars 2: End of Dragons is the third expansion for the award-winning and critically acclaimed MMORPG Guild Wars 2. The dragon cycle that has sustained and blighted Tyria for ages is collapsing. Mortal hearts and choices will define this moment in history—and echo in the future forever.,81
The Elder Scrolls Online: Dragonhold,2019-10-21,M,"The Season of the Dragon culminates with Dragonhold, the latest DLC game pack for The Elder Scrolls Online! Venture into Southern Elsweyr, restore the ancient Dragonguard order, and help Sai Sahan put an end to the Dragon threat once and for all.",81
Asheron's Call,1999-10-31,T,"Welcome to the online role-playing game Asheron's Call, where thousands of players inhabit a beautiful 3D fantasy world to make friends and seek out perilous adventure. Customize your alter ego with a unique appearance and balance of heroic skills, then enter a magical frontier of terrible monsters, breathtaking vistas, and fast alliances. With over 500 square miles that offer ever more wonders to explore, Asheron's Call gives you a world of unparalleled scope and freedom, the richest setting yet for creating your personal saga or joining your friends in an epic campaign. [Turbine]",81
PlanetSide,2003-05-20,T,"PlanetSide is a Massively Multiplayer Online First-Person Shooter involving thousands of players fulfilling all the roles needed to wage war across the face of ten gigantic continents. The war involves infantry, ground vehicles, and air battles in a science-fiction setting. Gamers play as any of the three global empires, each group struggling against one another to dominate each base, continent, and ultimately, the planet, for their Empire. [Sony Online Entertainment]",81
Guild Wars 2: Heart of Thorns,2015-10-23,T,"Explore new training opportunities for your character beyond level 80 and master abilities like hang gliding in the jungle, tearing the bark off of heavily armored Mordrem, or building new collections that earn precursors to a legendary weapon.",81
EverQuest: The Planes of Power,2002-10-28,T,"Cross over to realms of ancient power, where legendary creatures guard long-hidden secrets. EverQuest: The Planes of Power will take you to places not meant for mortal eyes, reveal treasures and challenges mightier than any before, and bring you face to face with the gods themselves. Prepare yourself, the Planes await! [Sony]",81
