title,release_date,rating,description,metascore
ISLANDERS,2019-04-04,Rating not found,ISLANDERS is a minimalist strategy game about building cities on colorful islands.,82
Kingdom Eighties,2023-06-26,Rating not found,"Kingdom Eighties is a new and standalone title in the award-winning micro-strategy series, Kingdom. A love letter to the nostalgic days of bike riding, summer camps, and sitting around in your pajamas on a Saturday morning in front of the TV. 

You play as The Leader, a young camp counselor who'll have to protect their family and the entire town from the relentless attack of the mysterious Greed. The young neighbourhood kids will be at your side, and you'll also find some new friends along the way: The Champ, the Tinkerer, and the Wiz will lend you their skills and support in battle.",81
Conquest: Frontier Wars,2001-08-14,T,"Master the technology and tactics of three clashing races as you control strategic wormholes, maintain precious supply lines, and forge an empire from hundreds of unique units to attain total control of the galaxy in this fleet-based real-time strategy game.",80
From Dust,2011-07-27,E10,From Dust is a Modern God Game where Nature is the Star.,80
Fantasy General II: Invasion,2019-09-05,Rating not found,"Armies once again draw battle-lines on the war-torn land of Keldonia, and a new generation of commanders will test their bravery and tactics against each other.",80
Dicey Dungeons,2019-08-13,Rating not found,"Become a giant walking dice and battle to the end of an ever-changing dungeon! Can you escape the cruel whims of Lady Luck? In this new fast-paced deckbuilding roguelike from Terry Cavanagh (Super Hexagon, VVVVVV), Chipzel, and Marlowe Dobbe, you'll fight monsters, find better loot, and level up your heroes as you work together to take down the Goddess of Fortune, Lady Luck herself. Balance your carefully planned strategies against the unknown of a dice roll.",80
MechCommander 2,2001-07-18,T,"Take control of an entire company of the most fearsome military machines in history: BattleMechs! As a MechCommander, you command a unit of mercenary MechWarriors in a real-time strategy game of power, combat, and treachery set in the BattleTech® Universe. [Microsoft]",80
Waterloo: Napoleon's Last Battle,2001-03-25,E,"Gameplay stands out in this strategy game based on the veteran game engine used in Sid Meier&#8217;s ""Gettysburg.""",80
Hostile Waters: Antaeus Rising,2001-06-13,M,"Ever see Stallone's ""Demolition Man?""  Sure, think 2032, a peaceful society without weapons...that is until a renegade group of magnates arrives forces you to excavate the  war cruiser Adaptive Cruiser Antaeus from the ocean floor and use it to save the world from the clutches of tyranny.",80
Europa Universalis: Rome - Vae Victis,2008-11-19,E10,"The dynamics of the characters that live in the Republic will come to life as the men and women have their own personal goals and agendas, which are often in conflict with each other. Will you be able to manage these willful personalities? As a Republic you will now need to take the Senate into the account. Characters will belong to various parties depending on their goals, values and ambition. The Senate will pass laws, which will allow or disallow certain country actions. Making sure that the party in power backs your own goals, adds another strategic element to gameplay. Monarchies and Tribes will have their own courts, beware of bootlickers and sycophants who will stop at nothing to replace your divinely appointed ruler with themselves. ""Carthago Delenda Est"". Senators will cry out and charge players to perform their duties. Now the Senate or a religious power can give players missions to fulfill, guiding the player through ambitions to experience a rich and rewarding history. Mobilize the Senate to back important laws such as 'Lex Gabinia' to fight piracy or the 'Lex Acilia Repetundarum' to reduce corruption.Players can also enact decisions at various levels, working with regional governors to grant citizenships to a region or a province. Completely revised military AI, particularly in the area of military campaigns. Will benefit experienced players in particular. An overhauled interface making the information more easily accessible for both new and advanced players. [Paradox Interactive]",79
Sword of the Stars: Born of Blood,2007-06-05,E10,"Forged in the fires of advanced biotechnology, a new race has emerged from the shadows to threaten the SotS universe. Born of blood, driven by hunger and launched on a relentless search for the Gods that made them, these brutal warriors will stop at nothing to find ""The Great Masters."" As they tear the galaxy apart, a dark new chapter in the annals of interstellar conquest will begin. Bringing with it new strategies, new weapons, and a new view of ""resources."" They call themselves The Zuul. And they have uses for you. [GamersGate]",79
Quarrel,2012-01-25,E10,"A war of words, combining anagram action with simple strategy, all wrapped up in a distinctive, friendly style. Quarrel features characters of varying abilities to play against, each with their own unique vocabularies. Quarrel provides a range of fun, from simple casual play to fiendish challenges against the most verbally-dextrous anagram minds in the world. [Ignition]",79
Legends of War: Patton's Campaign,2011-01-03,T,"Relive the thrilling battles that raged across the European landscape. Assume the role of General Patton, commanding the Third U.S. Army from the beaches of Normandy, to the capital of the Third Reich, Berlin.",79
Pokemon Stadium 2,2001-03-28,E,Hundreds of Pok&eacute;mon in Three-mendous 3-D! What's sweeter than victory in a Pok&eacute;mon battle! Victory in a 3-D arena on the N64&trade;! Set your strategy and stand back while your Pok&eacute;mon battle it out. You can even set the Pok&eacute;mon you've trained--fully rendered in 3-D and ready for battle!,78
A Kingdom for Keflings,2008-11-19,E,"[Xbox Live Arcade]  Place your customized Xbox LIVE Avatar in the medieval world of A Kingdom for Keflings, a new city-building game from NinjaBee. Play as your Avatar or choose from other friendly giants as you teach the local Keflings how to collect and convert resources to customize your kingdom. Educate and train your Keflings to become workers, scholars, even Mayor of the city! Build your kingdom alone or cooperatively with up to three of your friends online. The more you build, the more buildings you unlock and the more Keflings you attract, so start building today! City-building fun: In an original approach to a well-loved genre, A Kingdom for Keflings features a large avatar interacting with the Keflings, resources, and buildings of a small village. Resources and Keflings can be converted from one type to another. Buildings can be built and upgraded with a combination of specific resources and specific Kefling types. Buildings in turn make new resources and Kefling types available, unlock new building types, attract more Keflings, and achieve other game goals. It's the first game of its kind on Xbox LIVE Arcade to support full in-game playable avatars. Move your avatar around, pick up the Keflings and pop them into buildings. Customization: Make your city your own by customizing the look and color of buildings, and decorating the village with additional elements such as trees and walkways. The time of the season: Stylized animated graphics change with the seasons, and a dynamic music soundtrack (which adapts to the season and the state of the village) gives the game an unusually strong sense of life and activity. Co-op play: Build cities online cooperatively with your friends. [Microsoft]",78
Desperados: Wanted Dead or Alive,2001-07-23,T,Lead Cooper and his gang through 25 levels of this character-based real-time strategy game  in which you're hired to find the banditos responsible for a train robbery in the old American frontier.,78
World of Van Helsing: Deathtrap,2015-02-04,T,"Deathrap is a unique mixture of action-RPGs and Tower Defense games, a game of vicious tricks, killing machines, rotating blades and splattering blood.",77
Distant Worlds 2,2022-03-10,Rating not found,"Distant Worlds, the critically acclaimed 4X space strategy game is back with a brand new 64-bit engine, 3D graphics and a polished interface to begin an epic new Distant Worlds series with Distant Worlds 2.

Distant Worlds 2 is a vast, pausable real-time 4X space strategy game. Experience the full depth and detail of turn-based strategy, but with the simplicity and ease of real-time, and on the scale of a massively-multiplayer online game.

Huge Galaxies with up to 2,000 star systems and tens of thousands of planets, moons and asteroids are yours to explore and exploit, whether peacefully through mining and diplomacy or by conquest! The complex process of generating a galaxy ensures that every new game will be different and the many galaxy setup options ensure incredible replayability as well as the ability to have your game be just the way you like it.",77
The Fabulous Fear Machine,2023-10-04,Rating not found,"The Fabulous Fear Machine is a narrative-driven strategy game with a pulp horror style. As the Machine's new Master, you must sow fear and expand your influence by creating Legends, harvesting resources, manipulating events, and spying on your enemies.",77
Monster Rancher 3,2001-09-24,E,"The latest installment in the series lets players breed, train and fight with the monsters they control. New monsters are bred by pairing two existing ones or spawned from music CDs, movie DVDs or game discs. Players train and care for their monsters, much like a virtual pet. Later, they enroll their monsters into tournaments, where they battle for prizes and fame. [Tecmo]",77
Monster Rancher 4,2003-11-13,E,"Mocchi, Suezo and Golem are back in Monster Rancher 4. The latest entry in the Monster Rancher series is comprised of a mass of new features including a multi-breeding and training program, full customization of training facilities, and a brand new interactive action/adventure element, creating a new game that goes years beyond its predecessors. Along with a host of new features Monster Rancher 4 will bring back some of its fan's favorite elements including everyone's favorite characters, Mocchi, Suezo, and Golem! Monster Rancher 4 includes a multi-breeding and training program where you can breed and train multiple monsters simultaneously. Fully customize your training facilities with a variety of training equipment to select from. The more efficiently you plan out your training facilities the better you will be able to train your new monsters. [Tecmo]",77
Xenonauts,2011-11-04,Rating not found,"Xenonauts is a strategy game through which you control a multi-national military organization defending a Cold War-era Earth from alien invasion, using small squads of persistent soldiers to eliminate the extraterrestrials and recover their technology in turn-based ground combat.",77
Unrailed!,2020-09-23,Rating not found,"Unrailed! is a co-op multiplayer game where you have to work together with your friends to build a train track across endless procedurally generated worlds. Master random encounters with its inhabitants, upgrade your train and keep it from derailing.",77
Tethered,2016-10-25,E10,"In a magical sky borne world, assume the role of a powerful Spirit Guardian charged with restoring life and balance. Command the Peeps, your loyal servants, to feed, fight, build, and sacrifice themselves for the greater good in a quest to release your entombed brethren.",76
Monster Rancher Advance,2001-11-28,E,"Previous games in the Monster Rancher series may have been grander in size or graphical splendor, but Monster Rancher Advance may be the greatest entry yet for a number of reasons.",76
Story of Seasons,2015-03-31,E10,"Story of Seasons is the start of a new chapter in the ‘Bokujo Monogatari’ series, a long-standing farming/life simulation franchise. Though the series is reborn with a new name, it continues the traditions of customizable farms, animal care, marriage and child-rearing. After creating a customized character, players can live out a new life by cultivating their favorite fruits and vegetables while expanding and filling their farm with their choice of animals.",76
Dungeons 4,2023-11-09,Rating not found,"The Absolute Evil and its trusted *cough* servant, the Dark Elf Thalya, return in Dungeons 4 after the events of its fabulous predecessor to bring about their triumph over the forces of good once more.

Build a cozy and comfortable Dungeon to suit your creatures' needs and rule over them, then send them out into the Overworld to kindly remind the good people living there that the Absolute Evil rules over their lands.

Gather your Evilness in new and dynamic ways and unleash it upon the lush green forests and plains of the Overworld to turn them over to the dark side. But make sure that your Dungeon is well-secured by traps and defended by your creatures, for those pesky Overworlders won't just twiddle their thumbs while you turn their land into the Absolute Evil's most pleasurable holiday paradise.",76
Star Control: Origins,2018-09-20,Rating not found,"Explore the galaxy, investigate new worlds, contact new civilizations, and battle hostile aliens in Star Control: Origins. You are the captain of Earth's brand new, state-of-the-art ship, The Vindicator. Your mission is to gather together allies to fight an ancient alien menace that threatens to annihilate the human race.",75
Reus,2013-05-16,E10,"Reus is a god game by Abbey Games in which you take control of nature through the hands of mighty giants. You possess all imaginable powers over nature! There is only one thing on the planet that you do not control: mankind, with all their virtues and and all their vices. You can shape their world, but not their will. It’s your responsibility to maintain a balance in which man is not overpowered by nature, and nature does not fall to man’s greed.",75
Beholder,2016-11-09,T,"You’re a State-installed Landlord in a totalitarian State. You must spy on tenants, peep, eavesdrop and profile! You must report on anyone capable of plotting subversion against the State.",75
Crying Suns,2019-09-18,Rating not found,"Crying Suns is a tactical rogue-lite that puts you in the role of a space fleet commander as you explore a mysteriously fallen empire. In this story rich experience inspired by Dune and Foundation, each successful run will uncover the truth about the Empire... and yourself as well.",75
ISLANDERS: Console Edition,2021-08-11,E,"You want to build beautiful cities without investing hours on end into stressful resource management? Say no more! ISLANDERS should be right up your alley. ISLANDERS is a minimalist strategy game about building cities on colorful islands. Explore an infinite number of ever-changing new lands, expand your settlements from sprawling villages to vast cities and enjoy the relaxing atmosphere.",75
Dungeons 3,2017-10-13,T,"At last, the Dungeon Lord has successfully united the forces of evil and established his dark empire. Time for the next step in his most diabolical quest: expansion!",75
Sorcerer King,2015-07-16,Rating not found,Your Kingdom is the final hope against the malevolent Sorcerer King's quest to become a god and destroy the world in this asymmetrical 4X fantasy strategy title.,75
Swords & Soldiers II,2015-05-21,T,"Command your troops against fiendish foes in colourful 2D strategy romp, Swords & Soldiers II, on Wii U. While ever-hungry Viking chieftain, Redbeard, is locked in combat with his old nemesis, Blackbeard, two fiendish factions arrive to create a fresh twist to the proceedings. Enter the Demons and the Persians. Use real-time tactics to command your troops on a 2D battleground, and save the world from these marauders.",75
Beholder: Complete Edition,2018-01-19,T,"Seize control of your destiny in a grim dystopian world over which the State has absolute authority. Privacy is dead in this forbidding new age but you still have to make a living. As the manager of a government-run apartment building, you must keep your residents comfortable and well-fed while fulfilling the directives of your superiors, who insist on knowing everything that's going on between your dilapidated walls.",74
"What Did I Do to Deserve This, My Lord!? 2",2010-04-29,T,"The sequel to Holy Invasion of Privacy, Badman! What Did I Do To Deserve This?",73
Europa Universalis: Rome,2008-04-15,E10,"Europa Universalis: Rome will cover the time period from the first Punic War to the start of the true Empire. Players will have thousand of gameplay choices ranging from country, culture, provincial and character options to name but a few, making each and every game infinitely customizable and truly unique. Fully 3D map with integrated graphics and detailed topography. Start at any date between 280 B.C. and 27 B.C. Choose between 10 different cultures, including the Roman, Celtic, Greek and Egyptian civili­zations, with more than 53 playable factions on a map spanning hundreds of provinces. Watch your characters develop new traits through political intrigue and various interactions with thousands of other characters. Trade, negotiate or fight with your neighbours and advance your technologies to unite the Mediterranean World. Robust multiplayer allows you to challenge up to 32 players either competitively or in co-op mode. [Paradox Interactive]",73
The Legend of Bum-bo,2019-11-12,Rating not found,A puzzle based deck building rogue-like prequel to The Binding of Isaac... Made of cardboard.,73
The Political Machine 2008,2008-06-24,E10,"The Political Machine is a strategy game that takes the real world mechanics of political campaigning and uses it to create an award-winning strategy game.  Raise money, hire spin-doctors, win the endorsements of important groups, go on TV interviews, take out ads, fight off smear merchants and much more in your quest to win the 270 electoral votes you need to get into the white house. [Stardock]",73
Eufloria,2011-10-04,E,Eufloria is an ambient game of space exploration and conquest that employs surprising themes of plant growth and bio mechanical evolution. The game allows the player to explore a beautifully realized universe rendered in a style that is both unique and compelling. Eufloria's aesthetics are reminiscent of children's books like &quot;the little prince&quot; and the gameplay is supported by an original ambient soundtrack by Brian Grainger. Gameplay revolves around conquering asteroids in space and using their resources to literally grow and nurture new semi-organic plants and creatures to do the player's bidding. The player is pitched again several teams of AI opponents that all vie for the same resources and can offer fierce opposition.,73
Thrillville: Off the Rails,2007-10-09,E10,"Off the Rails lives up to its name with 20 death-defying rides so outrageous, they inspire the same word from every park visitor who sees them: ""WHOA!"" Players build these incredible ""WHOA Coasters"" to leap from one track to another, launch through the air like cannonballs, blast through a burning rings of fire and more. A new lighthearted story ties together more than 100 missions, complete with 34 playable multiplayer theme-park games and social interaction with park guests that's better than ever. The in-depth conversations both advance the plot and suggest better ways to manage the park. But is every guest to be trusted? [LucasArts]",73
112 Operator,2020-04-23,Rating not found,"112 Operator allows you to manage emergency services in any city in the world! Dispatch units, take calls and face situations caused by weather, traffic or changing seasons. Help the city survive escalating events like riots, organized crime, terrorist attacks, cataclysms, natural disasters and many more!

Help on a scale bigger than ever before. The sequel of the award-winning 911 Operator lets you act on many, completely different levels -- from taking care of a single neighborhood, to coordinating several operators' work in the world's biggest metropolises. Full 3D visualisation will give you the inside view of your units' actions. Choose from over 100 000 areas, such as districts, municipalities, and tens of thousands of real cities from all over the world.

Face the dynamic weather, based on authentic, historical data. Watch the incidents change as day or night comes, traffic increases and seasons pass. Watch out for extreme conditions that may lead to cataclysms and natural disasters. Try to tame big wildfires spreading across the map. Weather isn't your only problem though -- be careful when dealing with terrorist attacks and gang wars.",73
Starpoint Gemini Warlords,2017-05-23,T,"A blend of space sim, RPG and 4X games. Conduct research and construction in your own gigantic space station, command your war fleets and heroic companions to invade enemy territory, build up your stronghold, trade, mine, salvage and remind your enemies why they fear you.",73
The Sting!,2001-07-01,E,"In this underworld, you will need to make your way up (or down) the criminal ladder to become the most respected burglar on the streets. To gain the honor you crave from the most notorious criminals in the underworld, you will need to pull off the crime of the century -- The Sting!  [JoWood Productions]",73
Gratuitous Space Battles,2009-11-16,Rating not found,"GSB is the next game from UK developer Positech Games. It's a strategy / management / simulation game that does away with all the base building and delays and gets straight to the meat and potatoes of science-fiction games : The big space battles fought by huge spaceships with tons of laser beams and things going 'zap!', 'ka-boom!' and 'ka-pow!'. In GSB you put your ships together from modular components, arrange them into fleets, give your ships orders of engagement and then hope they emerge victorious from battle (or at least blow to bits in aesthetically pleasing ways).
gsb screenshot 	gsb screenshot 	gsb screenshot. Gratuitous Space Battles aims to bring the over-the-top explodiness back into space games. The game is for everyone who has watched big space armadas battle it out on TV and thought to themselves 'I could have done a much better job as admiral'. This is not a game of real-time arcade twitch reflexes. GSB is about what ships you design, and what you tell them to do. Your individual ship commanders have total autonomy during the chaotic battle that unfolds. This is not a tactical game, it is a strategic one. These gratuitous space battles are not won by plucky heroes with perfect teeth, but by the geeky starship builders who know exactly what ratio of plasma-cannons to engines each ship in the fleet will need. [Positech Games]",72
Majesty 2: The Fantasy Kingdom Sim,2009-09-17,T,"In the world of Majesty, you are the ruler of the kingdom of Ardania. At your service are your loyal and somewhat obnoxious subordinates, who have their own minds about how things should be done. Majesty is the only game where your heroes decide on their own what should be done and when, leaving you to try to control them through monetary incentives. [Paradox Interactive]",72
Return to PoPoLoCrois: A Story of Seasons Fairytale,2016-03-01,Rating not found,"Dive into the soil of a land corrupted by darkness. Restore life, fight evil, save the day, and return to PopoloCrois!

Its Prince Pietro's 13th birthday, and all the people of PopoloCrois have come out to celebrate! But among them is a very special guest: Marmela, a representative from an otherworldly kingdom called Galariland. Her country has been ravaged by shadowy creatures who corrupt the soil, preventing crops from growing -- and since this same phenomenon has been occurring in PopoloCrois as well, the king now seeks her counsel.

Her expert opinion? Prince Pietro should visit Galariland personally as an ambassador for PopoloCrois, to see the damage first-hand and learn all the ways the Galari people are fighting back. But once he's there, he finds there's no way home, and his princely name holds little sway over the long-suffering people of this new world.

It is up to you, as Prince Pietro, to make a life for yourself in Galariland while seeking a way home, doing everything you can in the meantime to cultivate the earth and new friendships alike.

A fantastical fairytale adventure awaits!",72
The Political Machine,2004-08-12,T,"The Political Machine is a new strategy game in which you are the campaign manager for a candidate for President of the United States. Choose a political party, put together the dream presidential ticket and go for it.  Based on the real world, The Political Machine gives would-be candidates the taste of the challenge real candidates face.  Fund raising, campaigning, building support, going on ""The O'Maley Factor"" and other cable news shows to answer the tough questions, and more. The Political Machine is both a single player game against the computer and multiplayer against other players on the Internet. Scores can be optionally recorded to the Metaverse here on PoliticalMachine.com.  The game is currently in internal alpha and will be released in May of 2004. The beta should be available in mid March. On the other hand, PoliticalMachine.com has been designed not just as place to download and use the game but as neutral ground for political junkies to discuss the issues of the day with other players from around the world. Create your own articles, hang out in the forum, and become part of this new political discussion community. [Stardock]",72
Europa Universalis III: Divine Wind,2010-12-14,E10,"The fourth expansion to the classic historical strategy epic, Europa Universalis III Divine Wind is set in the Far East and will enhance every aspect of the original game to create an even deeper and more rewarding experience. Requiring Europa Universalis III Complete as well as the Heir to the Throne expansion to play, Divine Wind introduces a new graphical style, a more detailed map, and a wealth of new oriental provinces to control.",71
Combat Command 2: Desert Rats,2001-07-29,Rating not found,"Step into the shoes of Rommel or Patton in this second installment of the Combat Command 2 series with enhanced night attack capability and enhanced armor strength in 17 scenarios, including Sidi Rezegh, Kasserine Pass, El Guettar, and Oran.",71
Swim Out,2018-03-20,E,"Dive into the relaxing and refreshing atmosphere of Swim Out, a strategic, turn-based puzzle game, that will transport you into a sunny day by the swimming pool, the river or the sea.",71
Emergency: Fighters for Life,1998-07-31,E,"Emergency 4 boasts a rich mix of gripping real-time strategy game and true-to-life simulation. The player becomes head of operations in a fictional rescue and catastrophe management organisation, in command of a number of vehicles and staff from the fire department, medical rescue, police and technical services. For the first time in the history of the Emergency series, all campaign missions are embedded into one continuous game set in a real town with a sheer infinite number of side-operations and tasks, so linking the various missions together. The player has to manage money as well as setting the right pre-requisites for upcoming missions. The player has to react to a variety of events, developing dynamically 24/7, set against a background of continuous day/night changes and constantly varying weather conditions.",71
No Heroes Allowed!,2010-11-01,E10,"Badman is hatching evil plans for world domination from his underground lair. But the rumblings from above are that there are heroes on the hunt, looking to bring him to justice. Only you can save Badman by luring them into your own monster-filled dungeons of doom! Become the God of Destruction, summoned to save Badman from an army of heroic forces. Dig a vast network of dungeons and create an ecosystem of hungry monsters to defeat the invading warriors. The enemy is on the way and, as Badman famously said back in 2010, there is no sweeter sound than the scream of a slain hero, muwahahahaha…",71
Through the Darkest of Times,2020-01-30,Rating not found,Berlin 1933. “Adolf Hitler is chancellor!” We all know the consequences this message bore. Unspeakable horrors and suffering would sweep across the world. Few would stand and fight the monstrosity that was the German Reich. Will you? Lead an underground resistance group Through the Darkest of Times.,71
Dice Legacy,2021-09-09,Rating not found,"Dice Legacy is a dice-based survival city builder set on a mysterious ringworld. Your ship has reached the shore of an uncharted continent. Roll and use your dice to gather resources, expand and defend your settlement, survive the winter and interact with the strange inhabitants of this eerie world.",70
Leviathan: Warships,2013-04-28,Rating not found,"Leviathan: Warships is a strategic action game where players can build and customize their own fleet of warships to play with or against their friends. Play together in the co-op campaign missions against the growing Marauder threat or fight through special Challenge Missions with your friends. If you rather want to test your admiral capabilities, you can fight against your friends or foes in multiplayer skirmishes across 14 different maps. The fleet editor features multiple ship and weapon types which can be combined in almost any possible way, allowing players to try out a vast amount of strategic possibilities.",70
Immortal Realms: Vampire Wars,2020-08-28,M,"For as long as historians can remember, the ancient Dracul bloodline has ruled over the mysterious lands of Warmont -- Realm of the Bloodthrone. Inside the secluded borders of this land, an unholy court of vampires feast on the blood of their human subjects. And, as long as they give it willingly, a vicious peace between mortal and immortal is kept alive under the watchful eye of the vampiric rulers -- Vlad and Cecilia Dracul, forever bound by eternal love.

To the east, a cold wind blows over the desolate planes of Mourterra -- The Land of the Dead. No humans live on this barren and cursed soil, and yet the land is far from deserted. Horrifying remnants of the ancient and corrupt Nosfernus bloodline stalk here in silence, patiently waiting for their chance to once again plague the lands of the living.

Meanwhile, in Esain -- The Frozen North, another bloodline of vampires resides in solitude and isolation from the world. For the mystical clan of the Moroia, magic is blood, and blood is magic... and it runs thick in their cold, blue veins. No being -- living or dead -- dares interrupt their dark rituals and bloody soirees.

Tonight, the smell of blood is strong on the wind, and a red moon lights up the dark sky. A new vampire war is imminent, and none will be spared from the coming horrors.

Immortal Realms: Vampire Wars is an engaging strategy game set in a dark vampire world in turmoil, that combines empire management and turn-based combat with unique card-game elements. Descend into a mythical world filled with horrors and legends -- and hurl yourself into a compelling gothic epos paired with a challenging game experience.",70
Dungeons 2,2015-04-24,T,"In Dungeons 2, fulfill the Dungeon Lord’s voracious quest for vengeance by recruiting fearsome new monsters from all corners of the underworld in order to undertake his evil bidding.",70
Spore Galactic Adventures,2008-08-27,E10,"Spore Galactic Adventures adds variety and depth to the original space game in Spore, allowing players to beam down to planets, play mission-based adventures and even create their own customized adventures for the first time. Each adventure has a unique reward to upgrade a space creature with special accessories - from an Energy Blade and Stunning Charm to a Jump Jet and more. Players can fight their way to victory as a Warrior, dance with new friends as a Bard, and much more. With an almost unlimited number of user created adventures, there’s more to play than ever before. The ""adventure creator"" in Spore Galactic Adventures gives gamers the tools to make their own missions and share them with friends. [Electronic Arts]",70
Fate of the World,2011-02-28,Rating not found,"Fate of the World is a global strategy game that puts our future in your hands. Players will have to decide how the world will respond to rising temperatures, heaving populations, dwindling resources, crumbling ecosystems and brave opportunities.",70
Ironclad Tactics,2013-09-18,T,"Ironclad Tactics is a fast-paced, card-based tactics game set in an alternate version of The Civil War - with steam-powered military robots. There are no microtransactions in the game. Unlock cards by playing the game, not by purchasing them separately.",69
