title,release_date,rating,description,metascore
Sorcery Saga: The Curse of the Great Curry God,2013-12-10,T,"To graduate from the magic academy, Pupuru has to retrieve the Madokyuu from the Mado Tower. However, instead of the relic, she finds a book full of curry recipes inside and releases Ku-chan, a strange creature. For this, she is suspended from school. 

However, she isn't the type to mope around, since a curry restaurant near the school is facing a crisis, she decides to use the recipes in the book to create Mado-Curry to save the restaurant, and for that, she needs four legendary ingredients.

But standing in her way is an evil lord determined to marry her, a jealous witch who sees her as a rival and perverted wizards and heroes.",65
Izuna 2: The Unemployed Ninja Returns,2008-07-22,T,"Izuna and her gang are back - and just in time for a wedding! Lured by the promise of free food (Why else would Izuna attend?), the festive event becomes a puzzling mystery when Izuna's sidekick Shino suddenly disappears, off in search of her long-lost sister. And making matters worse, the foreign gods have also arrived on Japanese soil, and they aren't very happy with the meddlesome, unemployed ninja. With disgruntled deities on the warpath, a sidekick to track down, and a missing sister out in the wild, it could all shape up to be one of Izuna's more exciting adventures. Sounds like a lot of work for a girl out of a job! [Atlus USA]",65
The Awakened Fate: Ultimatum,2015-03-17,T,The Awakened Fate Ultimatum is a story which takes place several years after The Guided Fate Paradox.,65
Touhou Genso Wanderer Reloaded,2018-07-17,T,"Join the colorful cast of Touhou characters on an incredible journey through the Tower of Desire! Touhou Genso Wanderer Reloaded is the definitive edition of a roguelike masterpiece, filled with new dungeons to explore, new items to collect, and new faces to meet! Newcomers and veterans of the Touhou series will love journeying through the land of Gensokyo with Reimu Hakurei, the shrine maiden of the Hakurei Shrine, as well as new faces such as the spunky magician Marisa Kirisame, and wind priestess Sanae Kochiya! And now, with a ton of new content, new and veteran players can experience the world of Touhou wherever they go.",64
Operation Babel: New Tokyo Legacy,2017-05-16,M,"Tokyo, Spring of 20XX

The special forces unit known as the Xth Squad has been through countless battles, putting their superhuman abilities to the test. Thanks to them, the bizarre incidents, which threw the world into chaos, have been long forgotten.

It looked as though their battles were finally over. But one day, everything changed...

An unidentified object, nearly 2,000 miles long, appeared without warning high in the sky. It was dubbed...the Embryo. Was this a gift from heaven, or a sign of the end times? The world once again fell into chaos, and the United Nations turned to the Code Physics Agency for help. The Xth had a single mission: Infiltrate the mysterious object. Victory seemed within their reach, when suddenly...",63
Skyhill,2015-10-06,Rating not found,"Skyhill is a roguelike story about staying alive when there is no reason to. You are a resident of Skyhill hotel,who survived biological catastrophe. Goal - is to get out of your penthouse in search of other people and salvation. But all elevators in the building are off and floors are flooded with hazards. You are not sure is there any other survivors, as far as you know everyone in the building died, or… changed beyond recognition. Those who provided room service and pushed buttons in elevators for you not so long ago… well now all they want is to rip off your flesh to get to your tasty insides… So much for customer service. You face the dilemma: on the one hand you have to get out from the damn building, on the other hand your hotel suite is your only “Fort” that protects from the horrors of post-apocalyptic reality.",63
Pokemon Mystery Dungeon: Blue Rescue Team,2006-09-18,E,"For the first time ever, the player is a Pokémon, speaking and interacting with other characters in a world populated only by Pokémon! Features a deep, involving and dramatic story brings the player into a world of Pokémon not seen or experienced before. Strategic battles enhance the adventure. Randomly generated dungeons make every mission unique. One day the player awakens to find that he or she has been turned into a Pokémon. The land is being ravaged by natural disasters so the player decides to form a rescue team with a partner Pokémon. The player can interact with many different Pokémon on various missions while trying to uncover their true purpose and destiny. An engrossing story of adventure, redemption and, most of all, friendship. [Nintendo]",62
Pokemon Mystery Dungeon: Explorers of Time,2008-04-20,E,"In this pair of action-packed adventures, players journey as actual Pokemon through a fantastic land untouched by humans. Before the game starts, players take a test to help them figure out which of 16 Pokemon best represents their personalities. Players then experience their adventure through the eyes of a Pokemon as they explore the land and embark on an epic journey through time and darkness. They talk and team up with other Pokemon to set out on an epic voyage while navigating an endless array of randomly generated dungeons. More than 490 Pokemon populate these new games, guaranteeing strategic, intense battles and infinite possibilities, no matter which Pokemon players become. To widen their circle of Pokemon friends, Nintendo Wi-Fi Connection lets users engage in wireless rescue operations and send alerts to their friends via e-mail or mobile text message. [Nintendo]",60
Pokemon Mystery Dungeon: Gates to Infinity,2013-03-24,E,"Discover the 3D world of Pokemon Mystery Dungeon: Gates to Infinity, where Pokemon speak and adventures are always nearby. What's more, you will become a Pokemon yourself. You'll meet all kinds of Pokemon throughout the game, both in the towns you'll visit and the Mystery Dungeons you'll explore. There are tons of them lurking around where you'd least expect them.",59
Vambrace: Cold Soul,2019-05-28,Rating not found,"Vambrace: Cold Soul is a roguelike fantasy-adventure set amidst a frozen landscape. Plan your expeditions underground, then journey to the cursed city surface with your team of heroes. Wield unique powers, avoid dangerous traps, brave strange encounters, and survive deadly combat.",59
Pokemon Mystery Dungeon: Explorers of Darkness,2008-04-20,E,"In this pair of action-packed adventures, players journey as actual Pokemon through a fantastic land untouched by humans. Before the game starts, players take a test to help them figure out which of 16 Pokemon best represents their personalities. Players then experience their adventure through the eyes of a Pokemon as they explore the land and embark on an epic journey through time and darkness. They talk and team up with other Pokemon to set out on an epic voyage while navigating an endless array of randomly generated dungeons. More than 490 Pokemon populate these new games, guaranteeing strategic, intense battles and infinite possibilities, no matter which Pokemon players become. To widen their circle of Pokemon friends, Nintendo Wi-Fi Connection lets users engage in wireless rescue operations and send alerts to their friends via e-mail or mobile text message. [Nintendo]",59
Dread Nautical,2020-04-29,E10,"Welcome aboard a cruise liner called Hope. Supernatural forces have taken over the ship. With mysterious malevolent monstrosities aboard, you’ll need to seek out other survivors, track down food and other resources, and manage your safe haven in this tactical turn-based RPG from Zen Studios. Work your way across all 20 decks to unlock the mysteries of the ship to make it out alive and escape this vacation from hell.",58
Pixel Heroes: Byte & Magic,2017-02-03,T,Enter the world of PIXEL HEROES and prepare yourself for a RPG/Roguelike experience.,58
The Nightmare of Druaga,2004-10-26,E,"A PS2 sequel to the classic NES dungeons game ""Tower of Druaga"" integrating elements from both the ""Tower of Druaga"" and ""Mysterious Dungeons"" series. The player must search for the keys to open exits to the dungeons. All the actions have a speed parameter, and winning difficult battles requires strategic planning. The player carries a creature within the dungeon walls, which lights up the surrounding area. The light diminishes with each step the player makes, but he can restore the light by obtaining recovery items inside the particular dungeon.",57
Pokemon Mystery Dungeon: Explorers of Sky,2009-10-12,E,"Pokémon Mystery Dungeon: Explorers of Sky is the newest installment in the Pokémon Mystery Dungeon video game series. The game expands on the fun found in Pokémon Mystery Dungeon: Explorers of Time and Pokémon Mystery Dungeon: Explorers of Darkness. Players be a Pokémon and team up with a partner Pokémon. Together the two set out on an adventure of exploration and discovery, ultimately saving the world from destruction. With additional Pokémon to be, new “Special Episodes” and enhanced communication features, this is a grand adventure with a moving story and stunning finale. This game is a great starting point for players to enter the world of Pokémon Mystery Dungeon and for returning players to discover even more secrets. [Nintendo]",54
Super Dungeon Bros,2016-11-01,E10,"In Super Dungeon Bros, teams of up to four players will control hard rocking warrior bros in the ever-changing dungeons that combine rock and fantasy with dangerous foes, deadly obstacles and hazardous puzzles. Players will take on bosses and plunder loot from the dark recesses of Rökheim where the Dungeon Bros will slay anything and everything in their path, as no challenge is too big for the Bros and their motto, “Bros B4 Foes!”",53
Baroque,2008-04-08,T,"Baroque is a dungeon-crawling action RPG in which you awaken to find the world in ruin, your heart beset with unexplained guilt. A cataclysm has destroyed the cities and empires of men and disfigured the spirit of humanity. In this nightmare, it falls to you to descend a mysterious tower in search of absolution. Battle merciless foes through treacherous dungeons, scour for new items to aid you in your travels, and unlock the secrets of a devastated land. You will find death in the depths, yet learn that death is not the end of the story; in the twisted world of Baroque, it is only the beginning. With its many ever-changing levels, each teeming with perverse monsters and tormented souls, the world of Baroque is a frightening and unforgiving realm. Take part in a unique story progression system in which the end of your life only serves to drive the adventure forward. Each time your character dies, more secrets about the forsaken world are revealed! The player has full control over how he shapes his character and how he plays the game. Find and equip a vast assortment of weapons and items, some with a variety of uses. Acquire powerful stat-boosting parasites and combine them to multiply their potency. Only the resourceful will survive! [Atlus USA]",50
Soulblight,2018-10-04,T,"Soulblight is a dark, unforgiving, top-down action roguelike luring you to cross the thin line between good and evil. Embrace your flaws to survive a journey through an unforgiving Sanctuary. Gluttony, Lust, Cannibalism - how far are you willing to go?",46
