title,release_date,rating,description,metascore
Atari 50: The Anniversary Celebration,2022-11-11,T,"It has been five decades since a small team in Silicon Valley first combined their creativity, curiosity and passion into making video games and hardware. The result of their efforts was Atari, one of the most recognizable and enduring entertainment and pop culture brands in the world.

Atari 50: The Anniversary Celebration takes players on an interactive journey through 50 years of video games via interviews with designers, developers and industry leaders, documentary footage, product design documents, high-resolution original artwork, and a specially-curated list of more than 90 playable games.",89
Metal Gear Solid HD Collection,2011-11-08,M,"Metal Gear Solid HD Collection bundles Metal Gear Solid 2: Sons of Liberty, Metal Gear Solid 3: Snake Eater and Metal Gear Solid: Peace Walker and updates them with HD visuals.",89
EVE Online: Special Edition,2009-03-10,T,"The EVE Online: Apocrypha expansion coincides with the release of EVE Online as a boxed product through a partnership with Atari. The fabric of space itself is transformed as vast, unpredictable wormholes open to connect previously unexplored regions of the universe to the stars of New Eden. The seeds of advanced new technology await inside of these cosmic anomalies for those brave enough to explore them. This infusion of technology enables production of the most dynamic vessels ever – Tech 3 modular ships with an astounding amount of customizability that can fill any role from skirmish muscle to industrial support. Furthermore, NPC agents in EVE Online: Apocrypha are authorized to assign Epic Mission Arcs to the pilots of New Eden. These branching, far-reaching mission strings are full of meaningful stories and more intelligent and deadly adversaries.",88
The Nioh Collection,2021-02-05,M,"Celebrate the franchise's 4-year anniversary with remastered editions of both games featuring 4K and up to 120FPS support. 

For everyone that recently purchased the PlayStation 5 console, you will be able to experience the complete Nioh 2 adventure in Nioh 2 Remastered The Complete Edition, along with a remastered version of the first entry in the series: Nioh Remastered The Complete Edition. If you would like all of this content in one convenient place, we have the perfect title for all of your Nioh needs. Get ready to relive the entire series with all DLC included for both titles in The Nioh Collection for PlayStation 5. 

All of the titles available on PlayStation 5 will support 4K resolution for crystal clear visuals, up to 120 FPS gameplay for silky smooth combat, ultra-fast load times and the ability to transfer your data from the PS4 versions to pick up your journey right where you left off.",87
Uncharted: Legacy of Thieves Collection,2022-01-28,T,UNCHARTED: Legacy of Thieves Collection includes UNCHARTED 4: A Thief’s End and UNCHARTED: The Lost Legacy remastered for PS5™. Play as Nathan Drake and Chloe Frazer in their own standalone adventures as they are forced to confront their pasts and forge their own legacies.,87
Zero Escape: The Nonary Games,2017-03-24,M,"Two Nonary Games, two sets of nine unwilling participants kidnapped to an unfamiliar location. One set trapped on a sinking boat with nine hours to escape, the other locked in a facility and forced to either trust or betray each other. If they break the rules or fail to escape… they’ll die.",87
Mass Effect Legendary Edition,2021-05-14,M,"For many months now, our team at BioWare has been hard at work updating the textures, shaders, models, effects and technical features of three enormous games. Our goal was not to remake or reimagine the original games, but to modernize the experience so that fans and new players can experience the original work in its best possible form. It's been amazing to see the adventures of Commander Shepard take on new life in super-sharp resolution, faster framerates, and beautiful visual enhancements. 

Mass Effect Legendary Edition includes single-player base content and DLC from Mass Effect, Mass Effect 2, and Mass Effect 3, plus promo weapons, armors, and packs - all remastered and optimized for 4k Ultra HD. It will be available in Spring 2021 for Xbox One, PlayStation 4, and PC, with forward compatibility and targeted enhancements on Xbox Series X and PlayStation 5.",87
Uncharted: The Nathan Drake Collection,2015-10-09,T,"From the storytellers at Naughty Dog, comes the epic that altered adventure storytelling, rebuilt by Bluepoint Games with the power of the PS4 system. Follow the harrowing journey of Nathan Drake across the globe, from humble beginnings to incredible discoveries. Meet a unique cast of characters as Drake puts life and friendships on the line in a race against ruthless enemies to uncover unimaginable treasure. UNCHARTED: The Nathan Drake Collection includes the single-player campaigns for UNCHARTED: Drake’s Fortune, UNCHARTED 2: Among Thieves, and UNCHARTED 3: Drake’s Deception.",86
The Great Ace Attorney Chronicles,2021-07-27,T,"With all the fun and drama of the Ace Attorney series set against the backdrop of Victorian-era Britain and Japan, there's sure to be no ""Objection!"" to the adventures of Ryunosuke Naruhodo as he turns the courtroom upside down. Featuring an intriguing overarching mystery spanning across two games, it promises to be the most engrossing story in the series yet. [Capcom]",86
Homeworld Remastered Collection,2015-02-25,E10,"Assume control of your fleet and assemble an armada across more than thirty single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation.",86
Gunman Clive HD Collection,2015-09-03,E10,"In the year of 18XX, the west is overrun by thugs and outlaws. A group of bandits have kidnapped Mayor Johnsons daughter and are spreading havoc across the land. Gunman Clive must rescue the girl and bring order to the west, then finish the fight in Gunman Clive 2. His battle against the bandits takes him all around the world and beyond.",86
Sly Cooper Collection,2010-11-09,E10,"Developed exclusively for the PS3, The Sly Collection (Also known as ""The Sly Trilogy"") features three PlayStation 2 action-packed classic hits (Sly Cooper and the Thievius Racconus, Sly 2: Band of Thieves and Sly 3: Honor Among Thieves) fully remastered in high definition and delivered on a single Blu-Ray Disc. In addition to crisp picture quality and stunning visual graphics, The Sly Collection contains extra features and content, such as Sly 3: Honor Among Thieves in 3-D and all-new PlayStation Move mini-games that showcase the latest technology for a fun and immersive experience on the PS3 system.",85
Final Fantasy X / X-2 HD Remaster,2014-03-18,T,Final Fantasy X HD is a remake of the PS2 classic for the PlayStation 3 and PlayStation VITA.,85
Bayonetta & Vanquish,2020-02-18,M,"Celebrate the 10th Anniversary of two PlatinumGames cult classics with the Bayonetta & Vanquish 10th Anniversary Bundle. Bayonetta: Experience the genesis of the Bayonetta series with the cult classic, original action-adventure game. Vanquish: The hit sci-fi shooter returns. An overpopulated Earth suffocating under limited resources looks to Providence, the solar-powered space colony for support.",85
Halo: The Master Chief Collection,2014-11-11,M,"The Master Chief's complete story available one console. Features a re-mastered Halo 2: Anniversary, along with Halo: Combat Evolved Anniversary, Halo 3, and Halo 4, new digital series, Halo: Nightfall, and access to the Halo 5: Guardians Beta.",85
Mutant Mudds Collection,2017-12-14,E,"Love pixels? Fond of platformers? Is there a special place in your heart for the 8-bit and 16-bit era? Want to have fun? Yes!? Well, you've come to the right place, my friend. Mutant Mudds is a &quot;12-bit&quot; action platformer full of pixels and platforming fun! Our hero, Max, may be just a 2D sprite, but he can leap into the third dimension by jetting between the background and the foreground playfields with his trusty jetpack in this unique dimensionally-woven experience. Armed with a heavy-duty water cannon, Max has what he needs to vanquish his long-term nemesi: the Mutant Mudds. Max must blast and hover his way across the soiled landscape to seek out mysterious Water Sprites. Legend says collecting all of the mysterious Water Sprites will wash the filthy Mutant Mudds away for good!",85
Kingdom Hearts HD I.5 + II.5 Remix,2017-03-28,E10,Kingdom Hearts HD 1.5 + 2.5 Remix is an HD remastered collection of 6 Kingdom Hearts experiences available for the first time on PS4.,84
Rare Replay,2015-08-04,M,"Rare assembles the adventures of its iconic characters in a collection of thirty games that span the decades. From its earliest 2D classics to Xbox 360 hits, Rare Replay delivers a gaming array for veteran players and newcomers alike. Includes Perfect Dark, Killer Instinct Gold, Viva Pinata, Kameo, Banjo Kazooie, Conker's Bad Fur Day, Perfect Dark Zero, and a bunch more.",84
God of War: Origins Collection,2011-09-13,M,God of War Origins Collection contains both PSP God of War games and upgrades them with HD visuals for play on the PlayStation 3.,84
Mega Man X Legacy Collection,2018-07-24,T,"Mega Man X Legacy Collection includes Mega Man X, X2, X3, and X4",84
Guild Wars Factions,2006-04-28,T,"The stand-alone Guild Wars Factions is the second campaign in ArenaNet's massively multiplayer online role-playing game. The Factions campaign, which can be played either connected with the regular Guild Wars or as its own separate game, includes new regions (with an entire new continent), professions, skills, missions, and monsters, along with expanded options for both Cooperative and Player-versus-Player (PvP) play, and enhanced features for guilds. New content includes a number of the skills added to Guild Wars: Factions, including some of the deadly skills of the Assassin and the arcane spells of the spiritual Ritualist. Factions will also introduce a new PvP continent, Battle Isles. Battle Isles will introduce players to new PvP experiences, new and expanded arenas, new quests and a new explorable area as well. [NCsoft]",84
Overcooked! All You Can Eat,2020-11-12,E,"Overcooked! All You Can Eat sees Overcooked! and Overcooked! 2 blended together with all additional content and remastered up to 4K in a delicious definitive edition. Making use of the power of the PS5, Overcooked! AYCE offers stunning 4K visuals, cross-platform multiplayer, and rapid loading times — meaning more time for culinary carnage!",84
Apollo Justice: Ace Attorney Trilogy,2024-01-25,T,"Court is back in session with Apollo Justice: Ace Attorney Trilogy!

Featuring three games - Apollo Justice: Ace Attorney, Phoenix Wright: Ace Attorney - Dual Destinies, and Phoenix Wright: Ace Attorney - Spirit of Justice - join Apollo Justice on his journey to bring order to the courts and bring an end to the dark age of the law!",84
Guild Wars Nightfall,2006-10-26,T,"Guild Wars Nightfall continues the tradition of inviting players to immerse themselves in an epic storyline centered in a vibrant fantasy setting, build personalized characters, compete in head-to-head battles with players from around the world, and find adventure in missions and quests, in a Guild Wars game unlike any players have seen before. Two new professions are introduced in the game; the Dervish, a scythe-wielding holy warrior, and the Paragon, guardian angel of the Elonian people. [NCSoft]",84
BioShock: The Collection,2016-09-13,M,Return to the cities of Rapture and Columbia and experience the BioShock franchise like never before. BioShock: The Collection retells the epic journeys of the BioShock universe remastered for PS4.,84
Final Fantasy Pixel Remaster: FF35th Anniversary Edition,2023-04-21,T,"This highly anticipated set includes the physical packaged version of FINAL FANTASY I-VI COLLECTION (PS4 or NSW), the Anniversary Edition GOODS BOX which contains a vinyl record set featuring newly arranged game music, a specially compiled artbook showcasing beautiful character pixel art, and 8 stylised pixel art character figures, and a bonus lenticular sleeve for the game package.",84
Castlevania Advance Collection,2021-09-23,T,"Count Dracula is once more back from the dead... Join the fight against Evil in the Castlevania Advance Collection, a compilation of timeless action-exploration masterpieces. In addition to the three legendary Castlevania games that were first released on Game Boy™ Advance, this collection also includes Castlevania: Dracula X and some never-before-seen sketches and artwork from the games!

All four games are enhanced with newly added modern features such as Rewind, Save/Load and Replay, making this the best way possible to experience these classics or discover them for the first time! This collection also boasts a handy Encyclopedia, a Music Player with all soundtracks and you can even change the ROM Region to play all games in different versions.",83
The Yakuza Remastered Collection,2019-08-20,M,"Complete The Dragon of Dojima's Journey

Celebrate Kazuma Kiryu's saga with the beautifully remastered Yakuza 3, 4, and 5. With restored content and updated localization in 1080p and 60fps, experience the complete Yakuza collection on one console for the first time in history.",83
Dead or Alive Ultimate,2004-10-26,M,"Dead or Alive Ultimate combines the original Dead or Alive with a redesigned Dead or Alive 2 and takes the series online for the first time. Both games can be played on Xbox Live, which enables you to test your fighting skills against gamers from around the world. The new Dead or Alive 2 Ultimate features episodes from the characters' pasts that reveal new details surrounding some of the most popular characters. Enhanced graphics and new stages, costumes, and fighting moves are also included in this Ultimate edition.",83
Danganronpa Decadence,2021-12-03,M,"Danganronpa Decadence contains the three main titles in the legendary Danganronpa franchise, Danganronpa: Trigger Happy Havoc Anniversary Edition, Danganronpa 2: Goodbye Despair Anniversary Edition, and Danganronpa V3: Killing Harmony Anniversary Edition, and also features the brand-new title Danganronpa S: Ultimate Summer Camp, a boardgame-style bonus game with all-new scenes and interactions between your favorite characters!",83
Metro Redux,2014-08-26,M,"Survive the horrors of the Russian apocalypse - equip your gasmask and an arsenal of hand-made weaponry as you face up to the threat of deadly mutants, human foes, and the terrifying environment itself. Immerse yourself in the Moscow Metro - and witness one of the most atmospheric worlds in gaming brought to life with next-gen visuals at 60FPS.",83
Ratchet & Clank Collection,2012-08-28,E10,"Also known as ""The Ratchet & Clank Trilogy"" - Ratchet & Clank Collection includes Ratchet & Clank, Ratchet & Clank: Going Commando, and Ratchet & Clank: Up Your Arsenal all remastered.",83
Mega Man Zero / ZX Legacy Collection,2020-02-25,T,"Mega Man Zero/ZX Legacy Collection brings together six classic titles in one game: Mega Man Zero 1, 2, 3, and 4, as well as Mega Man ZX and ZX Advent. In addition to the original games, this package includes an artwork gallery, music player, special filters, and much more. Casual Scenario Mode and a Save-Assist feature are available for those who would like to enjoy the story at their own pace. Players can also try their hand at the new leaderboard-based Z Chaser Mode, an exclusive new mode created just for this set of games.",83
OlliOlli: Switch Stance,2019-02-14,Rating not found,"OlliOlli: Switch Stance includes both OlliOlli and OlliOlli2: Welcome to Olliwood - bringing together the defining Skateboarding Series of this generation! Making it’s Nintendo Switch debut, OlliOlli mixes addictive one-life gameplay with over 120 tricks and grinds to pull across 50 deviously crafted Levels, 250 Challenges, Spots Mode and Daily Grind. Not enough for you? Complete all Challenges to unlock the super skilful RAD Mode. Rack up the biggest and coolest combos along the way then time your landing to perfection to rule the Leaderboards.",83
Danganronpa 1-2 Reload,2017-03-14,M,"Hope’s Peak Academy — home to the nation’s best and brightest high school students… and your new prison. You and your classmates have been trapped here, forced into a winner-takes-all killing game. You’ll have to solve the mystery of the school to survive, but be careful what you wish for — sometimes, there’s nothing more deadly than the truth… [Playstation.com]",83
Collection of Mana,2019-06-11,E10,"The long-awaited ""Trials of Mana"" is now available outside of Japan. Play all three games in the original Mana series. Quintessential JRPG series ""Collection of Mana"" is now on Nintendo Switch! Fall in love with the Mana series all over again, including the first-ever release of the action-packed third game in the trilogy: ""Trials of Mana"".",83
Atelier Mysterious Trilogy Deluxe Pack,2021-04-22,T,"Atelier Sophie DX - Atelier Firis DX - Atelier Lydie & Suelle DX - with brand new content and various DLCs. The definitive edition fo the Atlier ""Myserious"" series is now available.",82
Command & Conquer Remastered Collection,2020-06-05,T,"Command & Conquer and Red Alert are both remastered in 4K by the former Westwood Studios team members. Includes all 3 expansions, rebuilt multiplayer, a modernized UI, Map Editor, bonus footage gallery, and over 7 hours of remastered music.",82
Borderlands: The Handsome Collection,2015-03-24,M,"Borderlands: The Handsome Collection includes the definitive versions of both Borderlands 2 and Borderlands: The Pre-Sequel, built specifically for next-gen consoles.",82
Hotline Miami Collection,2019-08-19,M,"Hotline Miami Collection contains both legendary games in the neon-soaked, brutally-challenging Hotline Miami series from Dennaton Games.",82
Super Mario 3D All-Stars,2020-09-18,E,"Play three of Mario’s greatest 3D platform adventures—all in one package. Play three classic games at home or on the go—all in one package on the Nintendo Switch™ system! Jump into paintings in Super Mario 64™, clean up paint-like goop in Super Mario Sunshine™, and fly from planet to planet in Super Mario Galaxy™.

Run, jump, and dive with ease!

Make Mario move using the Nintendo Switch system’s Joy-Con™ controllers. You can also pass a Joy-Con controller to a friend to play the Super Mario Galaxy game in Co-Star Mode! Mario’s movements are as smooth as ever with HD resolution for each game, while still retaining the look and feel of the originals.

Listen to timeless Super Mario tunes

Listen to a total of 175 iconic tunes from all three games! Whether you want to get up and dance or take a minute to relax—this collection has music to fit your mood!

    Discover (or rediscover) three of Mario’s most iconic 3D platform adventures, all in one package, available on the Nintendo Switch™ system. Experience Mario’s first foray into 3D platforming in the Super Mario 64™ game, originally released in 1996. Wall jump, backflip, and even fly as you explore paintings and collect Power Stars to save Princess Peach!
    Soak up the sun in the Super Mario Sunshine™ game, originally released in 2002, and spray the goop away with your water-spouting pal, FLUDD! You’ll need to collect Shine Sprites and clear the picturesque Isle Delfino of pollution—just look out for Bowser Jr.
    Defy gravity as you explore space in the Super Mario Galaxy™ game, originally released in 2007! Help Rosalina restore her ship by collecting Power Stars and save Princess Peach. Gently shake a Joy-Con™ controller to activate Mario’s Spin ability or pass a Joy-Con controller to a friend for some extra help in Co-Star Mode*.
    Even when you aren’t playing, you can enjoy the sounds that these worlds (and galaxies!) are so famous for. With three games, modern upgrades, and music-player mode, this collection is filled with fun for both new players and 3D platforming Mario masters. Super Mario 3D All-Stars will be available as a limited-run retail edition and a digital edition that is available for a limited time until the end of March 2021.",82
Spyro Reignited Trilogy,2018-11-13,E10,"The original roast master is back. Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro Reignited Trilogy game collection. Rekindle the fire with the original three games, Spyro the Dragon, Spyro 2: Ripto's Rage! and Spyro: Year of the Dragon. Explore the expansive realms, re-encounter the fiery personalities and relive the adventure in fully remastered glory. Because when there's a realm that needs saving, there's only one dragon to call.",82
Borderlands Legendary Collection,2020-05-29,M,"Get three times the mayhem, three times the loot, and three times the action with the Borderlands Legendary Collection! Kill bandits and beasts, collect powerful weaponry, and maybe even save the universe in Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel, along with piles of bonus add-on content for each game, adding 100+ hours of gameplay at an incredible value.

* Enjoy all three games solo or cooperatively with local two-player split-screen or four-player online play

* Borderlands: Game of the Year Edition - Discover the co-op shooter-looter that started it all, crammed with content and enhancements! Equip bazillions of guns as one of four trigger-happy mercenaries, each with unique RPG skills. Take on the lawless desolate planet Pandora in pursuit of powerful alien technology rumored to be inside an ancient Vault.

* Borderlands 2 - Play as one of six vault hunters attempting to liberate Pandora from evil mastermind and corporate CEO Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in a relentless quest for revenge and redemption.

* Borderlands: The Pre-Sequel - Discover the story behind Borderlands 2 villain, Handsome Jack, and his rise to power. Set between the events of Borderlands and Borderlands 2, The Pre-Sequel gives you a whole lotta new gameplay and features the genre-blending fusion of shooter and RPG mechanics that players have come to love. 

The Borderlands Legendary Collection versions of Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel come complete with loads of extra content, including the following major add-ons:

Borderlands: Game of the Year Edition
- The Zombie Island of Dr. Ned
- Mad Moxxi's Underdome Riot
- The Secret Armory of General Knoxx
- Claptrap's New Robot Revolution

Borderlands 2
- Captain Scarlett and Her Pirate's Booty
- Mr. Torgue's Campaign of Carnage
- Sir Hammerlock's Big Game Hunt
- Tiny Tina's Assault on Dragon Keep
- Mechromancer Pack (play as Gaige)
- Psycho Pack (play as Krieg)

Borderlands: The Pre-Sequel
- Claptastic Voyage
- The Holodome Onslaught
- Baroness Pack (play as Aurelia)
- Handsome Jack Doppelganger Pack (play as ""Jack"")",82
Sega Genesis Collection,2006-11-07,T,"(Known as ""Sega Mega Drive Collection"" in the UK/EU)  SEGA Genesis Collection features over 30 titles including, Altered Beast, Sonic The Hedgehog, Shinobi III, Phantasy Star, and the original SEGA Genesis version of Golden Axe. SEGA Genesis Collection also features numerous unlockable items that delve into the soul of the Genesis including interviews with the original developers that created the games featured in the collection, a museum area with interesting facts about the games, a hint area to help gamers complete their favorite SEGA Genesis games, and SEGA arcade games from the Genesis era. [Sega]",82
The Walking Dead: The Telltale Definitive Series,2019-09-10,M,"Play the acclaimed series that set the benchmark for storytelling in games, based on Robert Kirkman’s award-winning comic book, The Walking Dead. The Walking Dead: The Telltale Definitive Series contains all 4 Seasons, 400 Days, and The Walking Dead: Michonne, which includes over 50 hours of gameplay across 23 unique episodes.",82
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,2008-12-15,E10,"[WiiWare]  Trogdor, the beefy-armed dragon of legend, has shaken free from his video game and is running through the countryside, ""burninating"" everything in sight. With a dragon on the loose and 8-bit classics leaking into the real world, it's all fun and games until the proud land of Strong Badia falls to Trogdor's fiery wrath. Now Strong Bad must take back the night by sending this scorching menace back into his arcade cabinet once and for all. Just one problem: Does anybody know how to kill a dragon? [TellTale Games]",82
Azure Striker Gunvolt: Striker Pack,2017-11-21,T,"Gunvolt is back and hitting store shelves for the first time in the new Azure Striker Gunvolt: Striker Pack!

The original critically acclaimed 2D action adventure, Azure Striker Gunvolt, is combined with its highly anticipated successor, Azure Striker Gunvolt 2, in one amazing game package. These incredible platforming games harken back to the Japanese classics of yesteryear with their great controls, crisp graphics, unique gameplay mechanics, memorable characters, and epic boss battles.

Features:

-Two games in one for retail! Players have the opportunity to own both Azure Striker Gunvolt and its sequel, Azure Striker Gunvolt 2, on one cartridge! For the first time, Gunvolt will be available at retail worldwide!
-A powerful new enemy emerges! Gunvolt's battle with the Sumeragi Group may be over, but a brand new enemy is looming in the shadows. Can Gunvolt put a stop to the nefarious plot of this new threat before it's too late?
-Gunvolt's rival, Copen joins the fray! In Azure Striker Gunvolt 2, Copen makes his debut as a playable character! Soar through the air with Copen's dash, slam into his enemies to lock on, and then unleash a devastating flurry of homing shots! His high-flying control scheme is completely unique and engaging on a whole new level, so Gunvolt players will be able to enjoy the game in an entirely new way!

Exclusive Features:

-Choose your game! Enjoy Azure Striker Gunvolt and Azure Striker Gunvolt 2 on a single cartridge! In one convenient package, play the game that started it all, Azure Striker Gunvolt, or the exciting new follow up in the series, Azure Striker Gunvolt 2!
-Experience the Original Japanese Version! For the first time on the Nintendo 3DS, experience the original Japanese version of Azure Striker Gunvolt! The game now includes mid-stage dialogue that is fully voiced in Japanese with an updated English script that has been re-translated to better match the original Japanese version of the game.",82
Kingdom Hearts HD 2.5 ReMIX,2014-12-02,E10,KINGDOM HEARTS HD 2.5 ReMIX is an HD remastered compilation of KINGDOM HEARTS II FINAL MIX and KINGDOM HEARTS Birth by Sleep FINAL MIX.,81
