title,release_date,rating,description,metascore
Gorogoa,2017-12-14,Rating not found,"Gorogoa is an elegant evolution of the puzzle genre, told through a beautifully hand-drawn story designed and illustrated by Jason Roberts.",84
Professor Layton and the Diabolical Box,2009-08-24,E10,"(Also known as ""Professor Layton and Pandora's Box)  Professor Layton needs your help! Get your wits working with over 150 puzzles, and help unravel the mystery of the Elysian Box. [Nintendo]",84
"Snipperclips Plus: Cut It Out, Together!",2017-11-10,E,"Partner up with friends or family to solve puzzles, including new comic book and toy box worlds, 3 new activities, and a new stamp mode. Plus, play the original levels in new shapes. If you're new to the game, you can purchase this expanded version at retail. Owners of the original version can purchase and download this additional content in Nintendo eShop on Nintendo Switch. Snip may need to cut Clip into a needle to pop balloons or maybe you’ll have to team up to form a squawking, egg-laying bird! Prove you're a cut above the rest in Blitz mode, where 2-4 players* can compete in a series of puzzlingly action-packed challenges. Make it a party with Party mode, where up to four players* can team up to solve fun puzzles. [Nintendo]",84
ChuChu Rocket!,2001-06-10,E,"It'll take you a little while to get used to the controls, but once you do, you'll find that ChuChu Rocket offers a lot of value and a lot of fun for moments or hours at a time, for one to four players.",84
Gunpoint,2013-06-03,Rating not found,"Gunpoint is a stealth puzzle game that lets you rewire its levels to trick people.

You're a freelance spy, infiltrating high security buildings with subterfuge, face-punching, and an unusual type of electronic sabotage. You can cross-link things like light switches and doors so that the guards unwittingly take out their own security systems, their colleagues, and even themselves. It's pretty funny.",83
Unpacking,2021-11-02,Rating not found,"Unpacking is a zen puzzle game about the familiar experience of pulling possessions out of boxes and fitting them into a new home. Part block-fitting puzzle, part home decoration, you are invited to create a satisfying living space while learning clues about the life you’re unpacking.",83
The Misadventures of P.B. Winterbottom,2010-02-17,E,"[Xbox Live Arcade]  Create your own paradox... for the love of pie. Enter a macabre and comical silent world filled with mischief, time travel and delicious pie in The Misadventures of P. B. Winterbottom. Record yourself and harness your time-bending abilities to cooperate, compete against, and disrupt your past, present, and future selves. Winterbottom's debut misadventures present a whimsical spin on the notions of time, space, and play. Join Winterbottom as he travels through over 75 ""movie"" levels, causing mischief and mayhem in pursuit of the mysterious and elusive Chronoberry Pie on his spectacular journey through space-time. [2K Play]",83
Professor Layton and the Last Specter,2011-10-18,E10,Professor Layton and The Devil Flute is the fourth game in the puzzling series.,83
Professor Layton and the Miracle Mask,2012-10-28,E10,"Professor Layton's first adventure on the Nintendo 3DS system takes him to the colorful city of Monte d'Or, where he must stop a mysterious man from wreaking havoc with the powerful Mask of Chaos.",82
Super Monkey Ball Jr.,2002-11-19,E,"Super Monkey Ball Jr. is the kind of game you want in your collection, even if you don't generally enjoy puzzle games.",82
Antichamber,2013-01-31,Rating not found,"Antichamber is a game about discovery, set inside a vibrant, minimal, Escher-like world, where geometry and space follow unfamiliar rules, and obstacles are a matter of perception.

Journey through the depths of a non-Euclidean labyrinth, as you create, destroy and manipulate matter, and uncover new ways to overcome your surroundings in this mind-bending psychological exploration game.",82
Art Style: ORBIENT,2008-09-29,E,"[WiiWare]  Explore the universe like never before in Art Style: ORBIENT. Take control of gravity and anti-gravity and carefully maneuver your small star through 50 stages set in multiple galaxies. Collide with other stars to absorb them and make your own star expand in size, or capture the stars in your orbit and have them become your satellites. Space isn't empty, though, and you'll have to avoid bumping into obstacles or getting pulled into a black hole. If you feel like relaxing while still being challenged, this is the game for you. Its combination of simple controls, atmospheric sound and unique environment make for an experience unlike any other. [Nintendo]",82
SOLAS 128,2021-01-25,E,"Explore SOLAS 128, a game of interconnected puzzles where you redirect and reconfigure rhythmic pulses of light to breathe life back into an ancient machine.",82
Professor Layton and the Azran Legacy,2014-02-28,E10,"As the memories of Monte d'Or fade into the past, Professor Layton receives a letter from a like-minded archaeologist, Professor Desmond Sycamore. In it, Sycamore claims to have discovered a 'living mummy' and suggests Layton should see it for himself. Intrigued, the professor and his companions, Luke and Emmy, head for the town of Froenborg to investigate... [Nintendo UK]",81
Wetrix,1998-06-30,E,"A rainstorm so fierce, it will keep you from leaving your home for the next six months. Wetrix just might be the most addictive puzzle game of all time. Using randomly shaped 3D blocks as they fall from the sky, you must create a series of lakes and dams before the heavy rains appear. Because if the water drains, you lose! Sound simple? Well, mix in a few natural disasters and bomb attacks, and suddenly you need to muster all your strategy and skill to combat nature's fury!",81
Poker Smash (2008),2008-02-06,E,"[Xbox Live Arcade]  Poker Smash is an action-packed puzzle game with a poker twist. Poker Smash expands on the traditional match-three puzzle mechanic with elements of one of the world's most popular card games: poker. Make vertical and horizontal matches by forming poker hands, and play in seven different game modes, including multiplayer. Fast and fluid controls paired with radical features such as super-slow motion and card-blasting bombs make this game a whole new puzzle experience! Match-three gameplay with a twist. Create poker hands and form chains to rack up the big score. Seven game modes: Intense game modes include action, timed, puzzle levels (55 of them), practice, custom playlist, split screen head-to-head, and multiplayer tournaments. In addition to the traditional leaderboards, Poker Smash features never-before-seen rivalry tracking and even movie recording with shared playback. The next-gen 3-D graphics feature eleven different highly detailed environments and background themes, coupled with thirteen new original soundtracks for play. [Microsoft]",81
"Snipperclips - Cut it out, together!",2017-03-03,E,"Cut paper characters into new shapes to solve dynamic puzzles and play activities in a wonderfully creative and imaginative world. Work together with friends to cut paper characters into new shapes and solve puzzles – Communicate and cooperate (or not) and move the paper characters on the screen. Get creative and cut shapes out of each other to interact with the environment, move objects, and solve puzzles.",80
Osmos,2009-08-18,E,"Enter the ambient world of Osmos: elegant, physics-based gameplay, dreamlike visuals, and a minimalist, electronic soundtrack. Your objective is to grow by absorbing other motes. Propel yourself by ejecting matter behind you. But be wise: ejecting matter also shrinks you. Relax - good things come to those who wait. [Steam]",80
Please Fix The Road,2022-06-10,Rating not found,"Please Fix The Road is a colorful, minimalistic, laid-back and casual puzzle game in which it's probably not hard to guess... you're fixing roads!

In each level you have a specific limited set of tools that will help you get all the cars, boats, trains or animals from their point A to point B. The mentioned animals include, of course, kittens, dogs and... pink llamas!

You can insert, destroy, rotate, copy, swap, raise, lower, push or move different segments of roads, rivers, paths or railroad tracks. The game combines elements of many other logic games into a nice minimalistic experience.",80
FLY'N,2012-11-09,Rating not found,"The end is nigh for the World-Trees of Helycia. Dyer, the cosmic bin man, has decided to rob all of the World-Trees’ sap, the Helys. Little by little, beneath the rubbish scattered by Megabin, Dyer’s cosmic dustbin, the World-Trees are passing away...
Eager to fight back, the World-Trees create Buds, small creatures reproduced from their roots. Flyn and the other Buds will need to combine their powers to find the Helys, re-establish the World-Trees’ harmonious balance and foil Dyer’s devilish plans once and for all.",80
LEGO Builder's Journey,2021-06-22,Rating not found,"A story about play, connections and adventure. Step through levels brick by brick with puzzles that ask us to sometimes follow the instructions… and sometimes to be creative and break the rules. Builder’s Journey is a poetic puzzle that takes place in a LEGO® brick world, brought to life with the most accurately rendered LEGO® elements yet to feature on screens. Be taken through a breathtaking world filled with brick-by-brick effects, accompanied by a beautiful soundtrack.

Throughout the narrative, there will be ups and downs, challenges and celebrations. Take the time to experiment, and most importantly, to play as figuring out who we are and what we become is the Builder’s Journey.",79
Rubik's Puzzle Galaxy: RUSH,2009-12-14,E,"[WiiWare]  Rubik's Puzzle Galaxy: RUSH is a 3-D puzzle game with more than 70 challenging levels. Players need to guide Cubes to color-coded exit points. Using the Wii Remote controller's intuitive controls, players herd the colored cubes along by using Conveyer Belts, Warps, Stop Signs, Directional Signs and Splits. RUSH also includes the original Rubik's Cube as a bonus. Players can attempt to solve one of the four different-sized Cubes alone, compete against a second player or learn how to solve the classic Rubik's Cube. [Nintendo]",79
Puzzle Dimension,2011-06-28,E,"Brain exercise in 3D - Train your spatial visualization ability by navigating increasingly complex 3D puzzles. The objective ""pick all the sunflowers"" sounds simple - but Puzzle Dimension is not your ordinary game world. Here up and down are relative terms as the gravity depends on where you roll the ball. [Steam]",79
Cuboid,2009-01-08,E,"[Playstation Network]  A 3D puzzle game in which players navigate ancient ruins and lush environments, maneuvering a rectangular block through mystical exits. Cuboid’s 66 twisted levels will bend your mind with their addictive puzzles, and engage the senses with amazing graphics and soothing music, immersing you in a surrealistic puzzle world. [SCEA]",79
Hexic HD,2005-11-22,E,"[Xbox Live Arcade]  Hexic HD is the next puzzle hit from Alexey Pajitnov, the original creator of ""Tetris."" Rotate groups of three hexes to form clusters of like-colored tiles. Use bonus pieces and starflowers to boost your score and discover new ways to play. But watch out for bombs - clear them before they explode or it's game over. [Xbox.com]",79
Professor Layton VS Phoenix Wright Ace Attorney,2014-08-29,T,Defense attorney Phoenix Wright and archeologist Hershel Layton collaborate to solve puzzles in a medieval city.,79
AquaAqua,2000-12-29,E,"AquaAqua&trade; is an addictive, fast-action, water-based puzzle game of strategy and control set in a liquid landscape. Trap water by positioning pieces as fast as they fall to form dams and lakes. Watch the weather; if it rains too much your lake will overflow and your valuable water goes down the drain. If you lose too much water it's &quot;game over.&quot;",79
Auditorium HD,2010-11-23,E,"Auditorium is really all about the experience, both visually and aurally. There are no instructions to teach you how to play. The game is about exploration and discovery. Each level is a unique puzzle with several possible solutions. You play the game by manipulating &quot;the Flow,&quot; a constant stream of moving particles of light and sound. The goal is to manipulate various controls in order to guide the Flow into Audio Containers. As you fill the containers, light transforms into sound. Given enough light, the containers will begin to sing together in a symphony, providing the ultimate Harmony of Flow.",79
Deru - The Art of Cooperation,2018-11-07,E,DERU - The Art of Cooperation is a cooperative puzzle game that mixes eye catching abstract art with mind bending puzzles to a unique gaming experience.,79
Agent A: A Puzzle In Disguise,2019-08-29,E10,"Agent A is a spy themed puzzle game for Smartphones, Tablets and erm, Shoephones?! Your mission (should you choose to accept of course) is to infiltrate enemy spy Ruby La Rouge's secret hideaway and catch her! Uncover a stylish 60s themed world full of hidden contraptions and clever logic based puzzles. Oh and do be careful, Miss La Rouge has a taste for dismissing agents such as yourself!",79
Crayon Physics Deluxe,2009-01-07,E,"Crayon Physics Deluxe is a 2D physics puzzle game, in which you get to experience what it would be like if your drawings would be magically transformed into real physical objects. Solve puzzles with your artistic vision and creative use of physics. [Kloonigames]",79
Roogoo,2008-06-04,E,"[Xbox Live Arcade]  Roogoo updates the square peg in a round hole premise to a whole new level. Help the Roogoo defeat their enemies, the evil Meemoo, in Roogoo, a new and innovative action-based puzzler. Players line up multiple platforms on different levels to allow shaped blocks to pass through and once enough of them stack up, that particular shape closes off. A simple premise becomes more complicated as Meemoos begin to obstruct players' paths, and butterflies attempt to steal blocks away. Players must swivel, roll, and boost their way through 45 puzzle-filled levels alone or with up to four friends in cooperative party mode play. For those with a more competitive spirit, Roogoo offers a two-player multiplayer mode over Xbox Live where players battle to solve the same puzzle and can build up attacks to thwart their competitors' efforts. [SpiderMonk]",78
Golf Peaks,2019-03-14,E,Relaxing puzzle game where you climb mountains by playing golf. Conquer 70+ handcrafted puzzles using a card-based movement system.,78
The Adventures of Cookie & Cream,2001-04-30,E,"A game that may actually improve your social life?  The option to share a single controller while guiding two hyperactive bunnies on a cooperative, split-screen journey to find their fleeting moon enhances this truly unique PS2 party game.",78
Puzzle Pirates,2003-12-08,T,"Yohoho! Puzzle Pirates is an online game in which you play a Pirate character in an ocean world. Hundreds of your fellow player Pirates swarm these Isles and Sea-lanes. For Pirates who love acronyms, Puzzle Pirates is an massively multi-player online roleplaying game, or mmoarrrrpg. Pirates can wander around on land and sail the thirty-seven seas with their crew. When your Pirate sails, or swordfights, or navigates, the appropriate Puzzle game is launched. Good Puzzling thereby brings victories and accrues great fortunes to you and your fellow Pirates. Thus Yohoho! brings you Puzzling fun in a social Piratical setting, where every Puzzle game contributes to the greater story of your Pirate, her Crew, and the Ocean world. [Three Rings]",78
Human Resource Machine,2015-10-15,Rating not found,Program little office workers to solve puzzles. Be a good employee! The machines are coming... for your job. From the creators of World of Goo and Little Inferno.,78
"Please, Touch The Artwork",2022-09-03,E,"What happens when you DO touch the artwork? Part Zen-puzzle, part narrative-adventure, you'll explore the secret world behind iconic abstract paintings through over 160 puzzles spread over 3 unique games. An aesthetic journey to the origins of modern art, set to a soothing jazzy soundtrack. + FUN ART FACTS!

The first game tells the origin story of pure abstract art. It's a challenging puzzle where you'll add colors and lines to a canvas to recreate paintings.

The second game is about Boogie & Woogie, two squares who just want to be together, but a rapidly growing world is making this harder and harder. You'll help Woogie reach Boogie by figuring out how the obstacles influence Woogie's path.

In the third game you'll move to the big city, only to be overwhelmed with mixed emotions. From joy and excitement to feeling homesick and missing your friends and family. You'll be maneuvering through the craziness of the Big Apple while collecting letters to form a poem.",78
Darknet,2017-03-07,E10,"Darknet is a strategic hacking game set in a Virtual Reality cyberspace. ""The job is simple: break through the firewall and retrieve the data. But the net can be a dangerous place."" Inspired by classic cyberpunk fiction such as Ghost in the Shell, Johnny Mnemonic, and The Lawnmower Man, Darknet casts the player as an elite hacker in cyberspace. Zip between the nodes of a vibrant neon network, breaking ICE, slinging viruses, and tunneling through layer upon layer of cybersecurity on your way to the data.",78
Mercury Meltdown,2006-10-03,E,"Once again taking control of the liquid Mercury 'blob', players must avoid various obstacles and hazards to reach the end goal. The Mercury blob itself has now been given an overhaul and has 4 varying 'states' – Normal, Solid, Fast and Slow. These states allow for larger more complex levels, which in turn mean a greater challenge and more enjoyment to be had for the player. The number of levels has more than doubled – now 160+, and with the newly added feature of Downloadable Content more levels will be made available at a later date. Wireless 2 Player modes have also been an important addition, with 5 sub games each providing a challenge against the computer or a friend. [Ignition Entertainment]",78
Pac-Man vs.,2003-12-02,E,"In Pac-Man vs., Pac-Man must navigate mazes, eating pac-dots, fruit, and power pellets as he dodges hungry ghosts, just like the original--but this time, human players control the ghosts. The lead player, viewing the entire maze on the Game Boy Advance, must avoid the other three players controlling the ghosts on the television screen. To raise the tension factor, the three ghost players can only see part of the maze around their characters. Pac-Man must clear all the pac-dots in each maze to progress to the next level.",78
RUSH (2010),2013-12-12,E,"RUSH is a unique 3D puzzle game concept. In the game's fully three dimensional levels, players need to guide cubes to color coded exit points using Conveyor belts, Warps, Stop Signs, Splits and more! The game can be easily controlled with just the mouse, allowing your brain to fully focus on the solutions!",77
Tappingo 2,2014-09-04,E,"Solve pixel art puzzles by making numbered blocks extend into lines. Sounds easy? Wait until you find out these lines keep running unless they hit something! Be smart and use other blocks and lines to stop the line at the correct length.

-Line running action that will make your brain crack.
-Over 100 puzzles for you to solve.
-Divided over small and big grids.
-Game keeps track of time it took to solve a puzzle... can you beat it?
-Awesome funky fresh art style and tunes.",77
Quantum Conundrum,2012-06-21,E,"In Quantum Conundrum, players take on the role of a 12-year old nephew to the eccentric Professor Fitz Quadwrangle (Professor Q). Upon entering the Professor&iuml;&iquest;&frac12;s vast, highly customized mansion, players quickly realize their uncle has gone missing. In order to find him, players will need to use an Interdimensional Shift Device, allowing them to manipulate space and objects. While on the journey, becoming adept at switching between dimensions will help them trek from one bizarre room to the next. It might sound easy enough, but it&iuml;&iquest;&frac12;s a tall order for a 12-year old in a vast, kooky mansion! Once players start shifting between dimensions, they&iuml;&iquest;&frac12;ll soon discover physics is on their side!",77
Aqua Panic,2008-02-05,E10,"The game offers unpredictable, fast-paced, tactical puzzle-action that places players in the position of a sea-creature preservationist out to save the world from a fantastic cyclone that has blasted the world's fish into the Earth's atmosphere. It is up to the player to protect fish from land, predators and other obstacles through the use of a variety of innovative tools as they guide fish on their descent back into the ocean. In Downstream Panic! players save their scaly sea-friends in more than 80 different levels with five different customizable environments. Three different game modes (adventure, free play and survival) bring more of a challenge to the aquatic mix. [Atari]",77
Exit (2008),2006-02-14,E,"As ""Mr. ESC"", a professional escapologist who can rescue people from just about any situation, Exit players must guide themselves through numerous obstacles while rescuing victims from life-threatening situations. Situations include braving fires, earthquakes and other disasters in various environments such as buildings, hospitals and subways. Players will undertake myriad actions, including running, jumping, climbing onto ledges and climbing down ropes on their way to becoming the ultimate escape artist. Players use decision-making skills and wits to escape various obstacles while rescuing people from more than 100 different emergencies. Additional levels are also available for download. Do whatever it takes to get everyone out in time: Rescue people and find the fastest way out while braving exploding factories, burning buildings and flooding subways. Players will climb ladders, move objects, slide down ropes and collect numerous rescue devices to assist them in their missions. Turn victims into allies: Saved characters can be enlisted to help move heavy objects, master tricky obstacles and help each other. Smooth, stylish character design and movement: Accompanying the intense action are some of the most stylish graphics to be seen on the PSP system, allowing for a viscerally and aesthetically satisfying experience. [Ubisoft]",77
The Adventures of Shuggy,2011-06-15,E,"&quot;The Adventures of Shuggy&quot; is part platformer, part puzzler, and 100 percent pure type-O negative fun. Shuggy boasts a suite of novel play mechanics that are mixed and matched throughout 116 unique single-player levels, each with their own clever twist.",77
Mercury Meltdown Revolution,2007-10-15,E,"Mercury Meltdown Revolution is a puzzle game that challenges players to immerse themselves in a colorful world of sci-fi machines, crazy characters, and bubbling test tubes.  Players take control of a liquid mercury blob, guiding it around traps, door switches, spikes, moving floors and other hazardous elements in order to complete the level. Mercury Meltdown Revolution Features: Full interaction using the Wii Remote tilt sensor; Advanced rendering techniques for improved graphical quality; Over 150+ challenging levels; Hidden Labs to unlock; State of the art blob physics; Bonus features to unlock. [Ignition Entertainment]",77
Mechanic Master,2008-10-21,E,"Mechanic Master for the Nintendo DS is a fun problem-solving game for creative minds. Mechanic Master uses the stylus as a weapon to rid the Earth of alien invaders that have scattered across the planet. Become the ultimate Master of Mechanics by creating crazy contraptions to free humans, keep the mechanics in motion and defeat those pesky foes. Test your skills with more than 100 levels! Creative-thinking is key to clearing each level. [Midway]",76
TENS!,2020-11-05,E,"The ultimate dice puzzle. Combining sudoku-style number puzzles and block-dropping gameplay, the aim of TENS! is simple: place dice on the board, make ‘tens’ in any row or column and clear the board to win. TENS! is a relaxing puzzle game which offers tons of gameplay styles for you to choose from including: an immersive single-player Adventure mode, a local Multiplayer mode where you can challenge your friends and family, and an Endless mode which challenges your skill level.

In TENS! there’s something for everyone to enjoy!

TENS! Features:
- Explore your way through Adventure Mode and experience the world of TENS!
- Keep beating your high score and learning new skills in Endless Mode
- Challenge your friends with local multiplayer to see who has the top TENS! talent
- Add dice skins to your collection by playing through the game your way
- Battle bosses through your adventure and unlock new characters
- Relaxing gameplay for everyone to enjoy!",76
Room to Grow (2021),2021-02-25,Rating not found,Tackle thorny problems in this plant pushing puzzle game. Learn to maneuver like a cactus as you grow your way back to the desert!,76
Ultimate Block Party,2005-12-13,E,"(Also known as ""Kollon"" in Japan, ""Koloomn"" in the UK/EU)  Match and twist colored blocks to clear the playfield as quick as you can – it sounds simple, but blocks change sizes, are sometimes hidden or worse. You’ll need fancy footwork and a fast thumb – keep up or get kicked out. Experience the first Tetris-like puzzle game for the PSP and join the party. Five Exciting Modes of Play: Arcade, Campaign, Versus CPU, Single Player, and Wi-Fi support for riveting, head-to-head action. 8 Japanese Anime-style characters. Each character features advanced A.I. for even more challenge.",76
TouchMaster 2,2008-10-21,E,"The wide variety of highly interactive mini-games that made Midway’s TouchMaster a favorite in bars and arcades across the country returns again with TouchMaster 2 for the Nintendo DS.  With 20 new games, including exciting twists on some familiar classics, with new spins on Mahki, Poker and Solitaire, TouchMaster 2 offers addictive fun for gamers of all ages. TouchMaster 2’s new collection includes extremely fun and exciting card, action, strategy, puzzle and picture games. Play a quick round to beat your high-score or find some real competition playing head-to-head against other players. TouchMaster 2, the personal arcade that fits snug in the palm of your hands. [Midway]",76
Cloud Gardens,2022-06-16,E,A chill game about using plants to overgrow abandoned wasteland dioramas.,75
FRACT OSC,2014-04-22,Rating not found,FRACT is a musical exploration game. You arrive in a forgotten place and explore the vast and unfamiliar landscape to discover the secrets of a world built on sound. You rebuild its machinery by solving puzzles and bring the world back to life by shaping sound and creating music in the game.,75
A Little To The Left,2022-11-08,Rating not found,"Sort, stack, and organize household objects into just the right spot in A Little to the Left, a tidy puzzle game with a mischievous cat who likes to shake things up! Which way should the clock hands point? How to arrange the eggs? Who put so many stickers on this fruit?!? Come enjoy a calming world with an observational puzzle game with surprises around every corner. With charming illustrations and surprising scenarios, A Little to the Left is satisfying and curious with 75+ delightful puzzles to discover.

Keep your eye out for a mischievous cat who has an inclination for chaos!",75
Archer Maclean's Mercury,2005-04-06,E,"Using the PSP's powerful graphics, processing abilities and Wi-Fi modes, Awesome Studios has produced a brand new genre-defining puzzle game, the aim of which is simple: Guide your various, colored mercury blobs around each 3D maze simply by ""tilting"" the level. Watch as the liquid metal blobs ebb and flow around the countless challenges encountered along the way. After a short spell in the training camp world, experience a smooth learning curve as you work your way through each level from start to finish, eventually unlocking the next world beyond. Negotiate obstacles and hazards, solve puzzles, and compete against ever- tightening time and percentage limits while avoiding traps and predators. Finally, defeat end of level boss modes to complete each world. The game has instant pick-up-and-play appeal with no instructions needed, and you can spend minutes or hours immersed in the game. Skill, timing, and dexterity are all required to navigate the 72 levels that spread across 6 unique, thematic worlds. [Ignition]",75
Droplitz,2009-06-24,E,"[Xbox Live Arcade]  Immerse yourself in an addictive puzzler that's all about strategically twisting and connecting mismatched dials to save precious Droplitz™. Just making a single junction is child's play. Can you master the art of the combo, or will you let your pipes runneth over? Be warned! Losing too many droplitz can be hazardous to your ability to win. With four unique play modes, a variety of board sizes, and infinite replayability, Droplitz promises to drain all your time away. Infinitely accessible, instantly addictive: Turn dials, open paths, and don't let the droplitz go to waste! Brilliantly intuitive, casual and hardcore gamers alike will be mesmerized as they rotate and connect puzzle pieces to let the droplitz flow and earn high scores. Four unique game modes: Distinct layers of complexity keep the challenge fresh with Classic, Zendurance, Power Up, and Infection modes. Learn how to deal with sluggish, infected dials, strategically use bombs to clear sections of the game board, speed up the action, or just aim for the highest score in a limited amount of time. Endless replayability: The timeless satisfaction of making combos, clearing boards, and earning top scores will keep you coming back for more. Ever-increasing speeds and larger boards ensure there's always a challenge ahead! High scores: Online leaderboards and twelve achievements mean that when you're the best, everyone will know it. Score-based gameplay makes every game a competition to get to the top of the charts. [Blitz Games Studio]",74
SuperHyperCube,2016-10-10,E,"Floating through a warm and analog virtual world, you must rotate a cluster of cubes to narrowly fit through an endless stream of form-fitting walls.  Surrounded by glowing light and gorgeous color, your awareness focuses on the cluster slowly growing before you, and the ever-changing passages that lie ahead. [Playstation.com]",74
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,2013-05-14,E10,"Something strange is going on at Camp Eagle Feather. Campfire stories tell of strange creatures in the woods, and why are the camp counsellors fattening up all of the kids? Only Jacob Jones and his mythical companion can solve the mystery.

Jacob Jones and the Bigfoot Mystery is a beautifully realised episodic 3D puzzle adventure game designed specifically for mobile and touchscreen devices.",74
