title,release_date,rating,description,metascore
Resident Evil 2,2019-01-25,M,"In Resident Evil 2, the classic action, tense exploration, and puzzle solving gameplay that defined the Resident Evil series returns. Players join rookie police officer Leon Kennedy and college student Claire Redfield, who are thrust together by a disastrous outbreak in Raccoon City that transformed its population into deadly zombies. Both Leon and Claire have their own separate playable campaigns, allowing players to see the story from both characters’ perspectives. The fate of these two fan favorite characters is in players hands as they work together to survive and get to the bottom of what is behind the terrifying attack on the city. Will they make it out alive?",91
The Last of Us Part II Remastered,2024-01-19,Rating not found,"Play the winner of over 300 Game of the Year awards, now remastered for the PlayStation5 console. 

Experience for the first time or relive Ellie and Abby's story with graphical enhancements, new gameplay modes like the roguelike survival experience No Return, full DualSense wireless controller integration, and more.",90
Dead Space,2023-01-27,M,"Developed exclusively for next generation consoles and PC, raising the level of horror and immersion to unprecedented heights for the franchise through stunning visuals, audio and controls powered by the Frostbite game engine. Fans will experience an improved story, characters, gameplay mechanics and more as they fight to survive a living nightmare aboard the desolate mining starship, the USG Ishimura, all while uncovering the dreadful mystery of what happened to the slaughtered crew and ship. 

In Dead Space, Isaac Clarke is an everyman engineer on a mission to repair a vast, sprawling starship, the USG Ishimura, only to discover something has gone horribly wrong. The ship's crew has been slaughtered and infected by some alien scourge...and Isaac's beloved partner, Nicole, is lost somewhere on board. Now Isaac is alone with only his tools and engineering skills as he attempts to uncover the nightmarish mystery of what happened aboard the Ishimura. Trapped with hostile creatures called ""necromorphs"", Isaac faces a battle for survival, not only against the escalating terrors of the ship, but his own crumbling sanity.",89
Silent Hill 2 (2001),2001-09-24,M,"Players assume the role of James, who receives a cryptic letter from his wife (who has been dead for 3 years) beckoning him to meet her in Silent Hill, a place that holds great meaning for the couple. The mystery of the letter compels him to return to the surreal horror and all-too-real danger in Silent Hill.",89
Alan Wake II,2023-10-27,M,"Shed some light on what has long been obscured by darkness. After 11 long years, the writer's return is a reality and the dangers lurking in the dark are even more sinister than the Taken roaming Bright Falls.  Alan Wake 2 turns up the level of dread as our very first dive into the survival horror genre, so expect a chilling experience with familiar psychological horror elements.  Be careful out there. Monsters wear many faces.",89
Resident Evil 4: Separate Ways,2023-09-21,Rating not found,"Separate Ways tells the story of Ada Wong and her parallel journey through the events of Resident Evil 4, filling in unanswered questions from the main story. The full story will be revealed as you view both sides of events from both Ada and Leon’s viewpoints.",88
Silent Hill,1999-02-24,M,"A young man searching for his daughter - struggling to exist in a place between reality and hell -  a town hiding gruesome, dark secrets. Follow a trail of blood and mutilation to snatch a loved one from the clutches of a demonic power. Enter an alternative dimension where death is no escape. Welcome to the madness that is Silent Hill...",86
Dino Crisis 2,2000-09-29,M,"In the first Dino Crisis, Regina fought for survival against raging prehistoric dinosaurs and helped capture rogue scientist Dr. Kirk, but the threat is far from over. Despite these past events, research continued on Third Energy, which led to the disappearance of a military base, a research institute, and an entire town. Armed with the latest in heavy artillery, Regina and her team get to the root of this latest catastrophe. With more dinosaurs, environments, and weapons, you must be ready to hunt or be hunted.",86
Devotion,2019-02-19,Rating not found,"Devotion is a first-person atmospheric horror game depicting the life of a family shadowed by religious belief. Explore a 1980s Taiwan apartment complex lost in time gradually shift into a hellish nightmare. Delve into the vows each member of the family has made, and witness their devotion.",86
Resident Evil 7: biohazard,2017-01-24,M,"While Resident Evil 7 draws from the series’ roots of atmospheric survival horror, it also delivers a new level of terror. In the Resident Evil games of yesteryear, players braced for fear in the first-person via the creepy door-opening scenes, and Resident Evil 7 ramps up that tension with an immersive first-person view and a photorealistic graphical style. Capcom is able to achieve a higher degree of visual fidelity thanks to the new proprietary in-house RE Engine that includes VR oriented tools. With the RE Engine plus industry leading audio and visual technologies, you experience every abhorrent detail up close and personal in Resident Evil 7. Playing the game in the PlayStation VR Mode escalates the unsettling feeling of presence to a level that horror fans have never experienced. The full gameplay experience is available in the included PlayStation VR Mode from beginning to end. No Resident Evil you’ve ever survived could prepare you for this. [Capcom]",86
Among Us,2018-11-16,E10,An online and local party game of teamwork and betrayal for 4-10 players...in space!,85
Amnesia: The Dark Descent,2010-09-08,M,"The last remaining memories fade away into darkness. Your mind is a mess and only a feeling of being hunted remains. You must escape. Awake... Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.",85
American McGee's Alice,2000-12-06,M,"When Alice answers a summons to return to Wonderland, she barely recognizes the place. From the fungal rot of the Mushroom Forest to the chemistry of the Mad Hatter's Domain, Wonderland festers to its core. Undaunted by the diseased ambiance and mortal danger that surround her, Alice must undo the chaos.  [Electronic Arts]",85
Silent Hill 3,2003-08-05,M,"Silent Hill 3 continues the series' trademark brand of psychological horror and terrifying gameplay. As a teenage girl named Heather, players must explore and unravel the mysterious connection between the god-forsaken town and her inner fears. With enhanced graphical detail, a more complex storyline, and even more grotesque monsters than the previous games, Silent Hill 3 promises to be the best horror adventure ever. Features new monsters, items and weapons, including a submachine gun. [Konami]",85
Fatal Frame II: Crimson Butterfly - Director's Cut,2004-11-01,M,"Terror returns with Fatal Frame 2: Crimson Butterfly, the sequel to the highly popular survival horror title, Fatal Frame. This time the terrifying journey takes you to a whole new creepy setting, an abandoned village, where you play the role of Mio Amakura, a young girl who is gifted with a strong sixth sense and her twin sister Mayu, who notices a crimson butterfly faintly glowing in the sky. Your only weapon, an antique camera, has received a variety of new features to kill ghosts. Get lost in another horrifying tale.",84
Fear Effect 2: Retro Helix,2001-02-21,M,"Fear Effect 2: Retro Helix is the prequel to the critically acclaimed hit Fear Effect on the PlayStation game console. In this chapter, we delve into the colorful histories of the original cast of three mercenaries as well as the extraordinary circumstances that brought them together.
- Hana Tsu-Vachel, our beautiful assassin, trained to deal in love as well as death, desired by many yet belonging to none.
- Royce Glas, a master operative in the field of counter intelligence whose daily existence is haunted by his dark past.
- Jakob 'Deke' Decourt, a cold-blooded killer driven by money and murder.
- Introducing Rain Qin, close companion to Hana with unparalleled beauty wrapped around a dark secret core.

Their adventure will take us to the chaotic alternate reality of Hong Kong, Hells Kitchen in New York City, the formidable Walled City of Xi'an, the lost tomb of the First Emperor of China and finally into the legendary mountain-island of the immortals; Penglai Shan. As they reach their final destination and come face to face with Rain's evil twin sister Mist, in this faithful moment in time, you will get to decide who is to live and who is to die.",84
Silent Hill 2: Restless Dreams,2001-12-19,M,"James Sutherland's life is shattered when his young wife Mary suffers a tragic death. Three years later, a mysterious letter arrives from Mary, beckoning him to return to their sanctuary of memories, the dark realm of Silent Hill. Now James must go back to that special place to uncover the truth, unaware that the answers he seeks may require the ultimate sacrifice.",84
Resident Evil Village,2021-05-07,M,"The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner. Years after the tragic events of Resident Evil 7 biohazard, Ethan Winters has started over with his wife Mia, finally living in peace and putting the past behind them. However, Chris Redfield, the legendary hero from previous Resident Evil games, suddenly disrupts their life, throwing a devastated Ethan into a new and twisted nightmare in search of answers.",84
SOMA,2015-09-21,M,"Strange occurrences are disrupting the routines of the PATHOS-2 research facility. The radio is silent. Behavioral anomalies of the machines are increasingly dangerous, if not... malevolent. The facility is devolving into chaos. No weapons, and the only escape is practically unthinkable. From Frictional Games, creators of the Amnesia and Penumbra series, SOMA is an aberrant tale of scientific inquiry and survival; an entropic exploration of synapse and circuit that wades through the delusions of human consciousness.",84
Resident Evil 4 HD,2011-09-20,M,"Resident Evil 4 marks a new chapter in the Resident Evil series. You'll rejoin Leon S. Kennedy six years after his first mission as a rookie cop from Resident Evil 2. Now a US agent, Leon is on a top secret mission to investigate the disappearance of the president's daughter. As Leon, you must make your way to a mysterious location in Europe, where new enemies await. Take them down by using enhanced aim-and-shoot features and a new action button.",84
Resident Evil 0,2002-11-12,M,"Prequel to the game that started a multi-million dollar franchise, Resident Evil Archives: Resident Evil Zero exposes the back story and internal tyranny of the Umbrella Corporation and lets players discover the origins of the T-Virus in an epic storyline that tells the horrors leading up to the infamous mansion incident. Only available on the Nintendo GameCube until now, Resident Evil Zero brings Rebecca Chambers - rookie member of S.T.A.R.S. Bravo Team - to Raccoon City, where she must investigate a series of gruesome murders.  Almost immediately she stumbles upon a military transport truck filled with corpses and her journey of horror begins. Along the way Rebecca meets Billy Coen, an ex-Marine convicted on circumstantial evidence for the murder of 23 people.  Players will get to control both Rebecca and Billy simultaneously using the Partner Zapping system, as they fight their way out of Raccoon City in the last of the main titles to use the original Resident Evil gameplay system prior to Resident Evil 4. [Capcom Entertainment]",83
Resident Evil 5,2009-03-13,M,"The biohazard threat has not ended: Just when it seemed that the menace of Resident Evil had been destroyed, along comes a new terror to send shivers down players' spines. Chris Redfield, returning Resident Evil hero, has followed the path of the evil literally around the globe. After joining a new organization, Chris heads to Africa where the latest bioterrorism threat is literally transforming the people and animals of the city into mindless, maddened creatures. He is joined by a new partner, Sheva Alomar, who lends her strength, intelligence and sharp-shooting skills to the mission. In order to survive, Chris and Sheva must work together to take on the challenges of discovering the truth behind this evil plot. Utilizing a revolutionary new 2-player co-op mode of gameplay, players assume control of either Chris or Sheva and experience Resident Evil in new ways. In Resident Evil 5, Capcom has players fearing the daylight as much as they have feared shadow in previous games. [Capcom]",83
Resident Evil HD Remaster,2015-01-20,M,In 1998 a special forces team was sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arrival they were attacked by a pack of blood-thirsty dogs and were forced to take cover in a nearby mansion. But the scent of death hung heavy in the air. Supplies were scarce as they struggled to stay alive.,83
The Forest (2014),2018-04-30,Rating not found,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.",83
Alan Wake,2010-05-18,T,"Alan Wake is a psychological action thriller, a unique new take in the world of gaming. The game is set in an idyllic all-American small town and its surroundings in the state of Washington. Alan Wake, the game's protagonist, is a bestselling horror writer, who writes a novel about his darkest nightmares. In the game, those nightmares come true. As with Remedy's previous games, story and atmosphere are fundamental elements. The game features a massive, open world for the players to explore. The game design is mission based with the player as the driving force behing the action, and as with their previous games, Remedy again focuses completely on delivering the best possible single player experience. The use of light is a significant gameplay element. Remedy has developed proprietary new technology to support the gameplay of the title and to push the high definition visuals to the next level. [Remedy]",83
Green Hell VR,2022-06-09,Rating not found,"Green Hell VR is the most complex and authentic survival game for VR. The game faithfully recreates the dangerous conditions of the Amazon jungle. 

Alone and stranded, you will never feel safe. To survive, you have to face your weaknesses. Maintaining hunger, thirst, fatigue and mental health is going to be an integral part of your journey. Wild animal attacks and tropical diseases could strike you down at any time and out of nowhere if you are not prepared. Since you won't get any help from the outside world, you need to craft your tools and weapons, learn how to build shelters, and heal nasty wounds.",83
Resident Evil: Revelations,2012-02-07,M,Resident Evil: Revelations tells the story of what happens between Resident Evil 4 and Resident Evil 5 on the Nintendo 3DS.,82
Ib,2023-03-09,T,"A young girl named Ib visits an art gallery with her parents. While perusing the various works of art, Ib suddenly realizes that she is alone. As she searches for someone - anyone - else, the museum begins to change... A 2D exploration adventure game set in a creepy, mysterious art gallery.

Inspect the area around you, discovering items and disarming traps to find your way out of the strange gallery.",82
Among Us VR,2022-11-10,Rating not found,"You're used to navigating Among Us in 2D, but what if you could BE the Crewmate?

This new 3D experience will place you and our suspicious spacebeans in the heart of the Skeld, with all of the core mechanics of teamwork and betrayal you know and love. The VR edition will continue to support the multiplayer experience too, of course! Now you can really have an emergency meeting together. 

(Note: VR version won't be compatible with the original Among Us game, so you'll only be able to play against other VR beans.)",82
Condemned: Criminal Origins,2005-11-16,M,"Condemned: Criminal Origins allows players to experience a heightened level of psychological tension as they use their instincts, forensic tools, and melee combat to hunt serial killers and bring them to justice. Agent Thomas, an FBI investigator in the Serial Crimes Unit (SCU), pursues relentless serial killer through detailed urban environments filled with deadly sociopaths lurking on the periphery of humanity. Presented in a first-person view for maximum visceral effect, Condemned: Criminal Origins is best played with the surround-sound up and the lights off. Given the power of next-generation hardware, this atmospheric thriller features photo-realistic backdrops, life-like physics, and highly sophisticated artificial intelligence. [Sega]",81
Lone Survivor,2012-04-23,Rating not found,Experience a new and unique adult psychological horror.,81
My Friendly Neighborhood,2023-07-18,Rating not found,"Something is amiss with everyone's favorite Saturday morning puppet show! For years, the colorful cast of The Friendly Neighborhood delighted audiences across the globe with their cooky capers and educational adventures. However, as time went on and interest waned, the production studio found themselves out of money and closed their doors for good.

Toy sales would dwindle, and birthday balloons and cakes would find new mascots. In time, the once household names would fade into increasingly niche fandoms. Until one night years later, the studio unexpectedly clicks back to life and starts broadcasting The Friendly Neighborhood. TV sets across the globe flicker for a moment before the familiar puppets return for a surprise encore!

Play as Gordon, a repairman sent to get to the bottom of this disturbing dilemma. Fend off puppets and solve puzzles in this survival horror adventure.",81
Catherine: Full Body,2019-09-03,M,"Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?",81
The Walking Dead: Saints & Sinners,2020-01-23,M,"Saints & Sinners is a game unlike any other in The Walking Dead universe. Every challenge you face and decision you make is driven by YOU. Fight the undead, scavenge through the flooded ruins of New Orleans, and face gut-wrenching choices for you and the other survivors. Live The Walking Dead.",81
Visage,2020-10-29,Rating not found,"Visage is a first-person psychological horror game. Explore a mysterious ever-changing house in a slow-paced, atmospheric world that combines both uncannily comforting and horrifyingly realistic environments, and enjoy a genuinely terrifying experience.",81
Signalis,2022-10-27,M,"Awaken from slumber and explore a surreal retrotech world as Elster, a technician Replika searching for her lost partner and her lost dreams.

Discover terrifying secrets, challenging puzzles, and nightmarish creatures in a tense and melancholic experience of cosmic dread and classic psychological survival horror.",81
Fatal Frame II: Crimson Butterfly,2003-12-10,M,"(Also known as ""Project Zero II: Crimson Butterfly"") This time the terrifying journey takes you to a whole new creepy setting, an abandoned village, where you play the role of Mio Amakura, a young girl who is gifted with a strong sixth sense and her twin sister Mayu, who notices a crimson butterfly faintly glowing in the sky. Mayu, feeling mysteriously compelled to follow the butterfly, chases it into the dark forest. Mio unwillingly follows her sister into the forest's depths. After chasing the crimson butterfly to a clearing in the forest, the two sisters stumble upon a deserted village. Unknown to either sister is that this lost village will become the spooky setting for yet another horrifying tale guaranteed keep you up at night. [Tecmo]",81
Five Nights at Freddy's: Help Wanted,2019-05-28,T,Five Nights at Freddy’s VR: Help Wanted is a collection of classic and original mini-games set in the Five Nights universe. Survive terrifying encounters with your favorite killer animatronics in a collection of new and classic Five Nights at Freddy’s experiences. “Where fantasy and fun come to life!”,80
Amnesia: Rebirth,2020-09-15,M,"You can't let out a breath. The creature is only inches away. Its sole purpose - to feed off your terror. And so you crouch in the dark, trying to stop the fear rising, trying to silence what lies within you. ""I know you. I know what you're capable of."" In Amnesia: Rebirth, you are Tasi Trianon, waking up deep in the desert of Algeria. Days have passed. Where have you been? What did you do? Where are the others? Retrace your journey, pull together the fragments of your shattered past; it is your only chance to survive the pitiless horror that threatens to devour you.

""Do not allow yourself anger, do not allow yourself to fear.""

Time is against you. Step into Tasi's shoes and guide her through her personal terror and pain. While you struggle to make your way through a desolate landscape, you must also struggle with your own hopes, fears, and bitter regrets. And still you must continue, step by step, knowing that if you fail you will lose everything.

* First-person narrative horror experience
* Explore environments and uncover their histories.
* Overcome puzzles that stand in your way.
* Carefully manage your limited resources, both physical and mental.
* Encounter horrific creatures and use your wits and understanding of the world to escape them.",80
Condemned 2: Bloodshot,2008-03-11,M,"Featuring new fighting mechanics and online multiplayer functionality, Condemned 2: Bloodshot is a first-person action thriller immersing players in a world of psychological terror.  Following a string of gruesome murders, players must use their deductive skills and brute force to track down sadistic serial killers. Players assume the identity of Ethan Thomas, former Serial Crimes Unit investigator, who has been called back to duty to track down his missing partner. The disturbing events from Ethan's past have left him a broken man – a desperate burnout drifting aimlessly through society in an inexplicable decline. Fighting inner demons throughout his one-man investigation into a sinister conspiracy, Ethan needs to use anything and everything in the environment to survive as he unravels the mysteries shrouding the city in darkness. As Ethan, players engage in visceral combat using a variety of firearms, blunt instruments and a new fighting system complete with defensive and offensive combo chains, as well as grapples and holds. To help track the killer and solve the mysteries behind Condemned 2: Bloodshot, players crack open an all-new set of high-tech forensic tools. Using wits and brute strength, murders can be solved a number of different ways to keep players guessing throughout each suspenseful investigation. Condemned 2: Bloodshot introduces a variety of online multiplayer modes, including deathmatch. [Sega]",80
Outlast,2013-09-04,M,"In the desolate mountains of Colorado, horrors await inside Mount Massive Asylum. An abandoned home for the mentally ill, recently re-opened by the “research and charity” branch of the transnational Murkoff Corporation, has been operating in complete secrecy… until now. Acting on a tip from an inside source, independent journalist Miles Upshur breaks into the facility, and what he discovers walks a terrifying line between science and religion, nature and something entirely different. Once inside, his only hope of escape lies with the terrible truth at the heart of Mount Massive.",80
Saturnalia,2022-10-27,Rating not found,"A game inspired and heavily influenced by the folklore of Sardinia, Italy (a region rich with unique traditions and culture) where you play as four characters, experiencing a deeply connected storyline that ties back to the haunting traditions of an ancient village.

Die, and watch the village reconfigure itself into a new form. Solve puzzles and open shortcuts to new areas with tools and items you find along the way, unlocking every piece of the story with different characters, each with its own power and suited for another aspect of exploration and investigation.

With a limited supply of matches to light your way and darkness encroaching, can you find your way through the fog to reveal the truth? Or will you be engulfed by the secrets this town doesn't want you to know?",80
Alan Wake: The Writer,2010-10-12,T,"In â€œThe Writer,â€ the second Game Add-on for the highly acclaimed Xbox 360 exclusive â€œAlan Wake,â€ Wake fights for his life in an increasingly surreal and treacherous world where nightmares are reality, and the greatest danger comes from within. His only hope of survival is â€œThe Writer.â€",80
The Evil Within: The Assignment,2015-03-10,M,"The first of a 2-part, story-driven experience in which players assume the role of detective Juli Kidman, Sebastian Castellanos’ enigmatic partner, in a concurrent story that seeks to answer a few of the questions surrounding her whereabouts during The Evil Within. She will confront disturbing new enemies, discover new mysteries, and reveal new horrors. The Assignment affords fans of The Evil Within the opportunity to discover detective Kidman’s furtive motivations and her opaque connection to Mobius, the shadowy group thought to be behind the gnarly events of The Evil Within.",80
Darkwood,2019-05-14,M,"Darkwood is a game about survival, exploration and fear, set in mysterious woods somewhere in the territory of the Soviet Bloc. It is a top-down, free-roam, surreal horror experience with a randomized world, taking cues from classic games, where oftentimes you had to figure things out for yourself. By blending RPG, roguelike and adventure elements together with a challenging difficulty, Darkwood aims to please players craving for a deep and rewarding experience.

The fear of unknown is powerful  and the unknown will try to remain unseen, forcing you to watch your back. Your senses will be deceived, your sight fooled, your smell tricked by Darkwood's surreal terrors. No answer will be given to you for free, yet somewhere in the woods lies the truth, an explanation to what has happened in this godforsaken place.

Looking for your weakness, your inner demons, only to devour you. Welcome to Darkwood.",80
Resident Evil 5: Lost in Nightmares,2010-02-17,M,"(Downloadable Content)  This is the first installment of new content for RESIDENT EVIL 5. During the main story of RESIDENT EVIL 5, Chris Redfield alludes to a mission where he lost his partner Jill during a conversation with Sheva. Now you can find out what happened during that mission at Spencer's estate. This package also allows you to unlock two new characters in the all-new The Mercenaries Reunion. Play as one of the unsung heroes of the original RESIDENT EVIL, Barry Burton, or step into the designer-made high heels of one of RESIDENT EVIL's newest villains, Excella Gionne. There are also additional figures available in Extra Figures to round out this action-packed package.",79
Dead Rising 2: Case Zero,2010-08-31,M,"Dead Rising 2: Case Zero, will introduce main protagonist and former motocross champion Chuck Greene and provide a link between the original game and the events that await players in the gambling paradise of Fortune City.",79
Alien: Isolation,2014-10-07,M,"Alien: Isolation is a first-person survival horror game which captures the fear and tension evoked by Ridley Scott’s 1979 classic film. Players find themselves in an atmosphere of constant dread and mortal danger as an unpredictable, ruthless Xenomorph is stalking and killing deep in the shadows. Underpowered and underprepared, you must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission, but to simply stay alive.",79
Catherine,2011-07-26,M,"Vincent is a normal salaryman with a somewhat normal life, With a girlfriend of 5 years or so named Katherine, Katherine is pushing to get married, and Vincent is a bit afraid to do the final tie-downs. During a night of drinking and contemplation of marrying with Katherine, Vincent meets a rather beautiful, young girl by the name of Catherine. Catherine's charms and beauty are just enough to sway the intoxicated Vincent into sleeping with her, and after that night of sleeping with this mysterious girl, Vincent begins to have horrible nightmares of falling, and strange sheep men. The nightmares are slowly getting worse, and Vincent can't shake off this strange feeling that Katherine knows of his cheating on her, as if that wasn't enough, Vincent learns of unfaithful men, dying in their sleep, and his friend tells rumors of dreams....&quot;When you have dreams of when you're falling and you can't wake up, you'll never wake up again, and die.&quot;",79
Age of Zombies,2010-02-25,T,[PSP Minis],79
Dying Light: The Following,2016-02-06,M,"Dying Light: The Following is a significant expansion to Dying Light and the untold chapter of Kyle Crane’s story. Take to a vast new area that will transform your Dying Light experience through new game mechanics, environments and challenges on top of the established core of the game.",79
Resident Evil 3,2020-04-03,M,"Fight your way to freedom from the brink of despair. A series of strange disappearances have been occurring in the American Midwest within a place called Racoon City. A specialist squad of the police force known as S.T.A.R.S. has been investigating the case, and have determined that the pharmaceutical company Umbrella and their biological weapon, the T-Virus, are behind the incidents though they've lost several members in the process. Jill Valentine and the other surviving S.T.A.R.S. members try to make this truth known, but find that the police department itself is under Umbrella's sway and their reports are rejected out of hand.

However, soon reports of a grisly ""cannibal virus"" begin to surface, and vicious dogs begin roaming the streets. With the viral plague spreading through the town and to her very doorstep, Jill is determined to survive.
However, unbeknownst to Jill, an extremely powerful pursuer has already been dispatched to eliminate her.",79
Alan Wake Remastered,2021-10-05,T,"In this cinematic action-thriller, troubled author Alan Wake embarks on a desperate search for his missing wife, Alice. Following her mysterious disappearance from the Pacific Northwest town of Bright Falls, he discovers pages of a horror story he has supposedly written, but he has no memory of. Wake is soon forced to question his sanity, as page by page, the story comes true before his eyes: a hostile presence of supernatural darkness is taking over everyone it finds, turning them against him. He has no choice but to confront the forces of darkness armed only with his flashlight, a handgun and what remains of his shredded mind. His nightmarish journey to find answers to the mind-bending mystery he faces will lead him into the terrifying depths of the night. Alan Wake Remastered offers the complete experience, with the main game and its two story expansions - The Signal and The Writer - in stunning new 4K visuals. The tense, episodic story is packed with unexpected twists, heart-stopping cliff hangers, and intense bursts of combat where it takes more than bullets to banish the darkness. The game’s cutscenes, quirky cast of characters, and the majestic Pacific Northwest vistas have been enhanced for an experience that delivers as much on its visual impact as its unnerving atmosphere.",79
Silent Hill: Shattered Memories,2009-12-08,M,"While the game shares its twisting plot with the original PlayStation game, Silent Hill: Shattered Memories takes a different path in many, many ways. Characters can be approached but offer different responses and be found in different places, while new clues and gameplay paths can be followed. The title follows Harry Mason, as he attempts to unravel the mystery of his missing daughter, Cheryl. A broken man, Mason’s investigations lead him to the mist-shrouded, snowy streets of Silent Hill: a malevolent town where the shadows play host to a wealth of evil, misshapen creatures. Designed to make full use of the Wii's unique controllers, Silent Hill: Shattered Memories uses the Wii Remote as a torch and cell phone as Mason looks for clues. The torch is vital for scouring the darkened, abandoned buildings of Silent Hill, while the phone acts as a secondary user interface, allowing the player to access maps via its GPS capabilities and take pictures of interesting elements. Likewise, the Wii Remote also can be used to pick up, examine and manipulate items to solve puzzles along the journey. Such technology was not available when the original Silent Hill was released in 1999, and its inclusion showcases Konami’s determination to enhance the playing experience with new, available technology. Also new to Shattered Memories is a psyche profile element, which monitors every aspect of player’s reactions - from where they explore first, items that have been examined, and their reaction to those they meet. Small visual elements will also be altered slightly, adding to the oppressing atmosphere where nothing is what it seems. The psyche profile will adapt Harry’s actions as and when he meets normal-looking people or the game's many inhuman denizens. [Konami]",79
