title,release_date,rating,description,metascore
Thief: The Dark Project,1998-11-30,M,"Sneak through the shadows of 12 treacherous missions including haunted cathedrals, subterranean ruins, and forbidding prisons, in a dark and sinister city. Stalk your prey on the quest for stolen goods with your blackjack, sword and an assortment of unique arrows. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge. Survive in a world where shadows are your only ally, trust is not an option, and confrontation results in death! [Eidos Interactive]",92
Metal Gear Solid 3: Snake Eater,2004-11-17,M,"In the struggle to achieve world peace and world dominance, rivaling governments are secretly developing weapons technology that could threaten the future existence of life. Destined to be the first, a race ensues to become the ultimate nation. A special elite tactical soldier is summoned to penetrate deep in the heart of enemy territory and obtain intel about ""Metal Gear,"" a prototype weapon with nuclear capabilities. This is your mission and you must infiltrate alone. Interactive environments where traps catch enemies and prey. Rely on camouflage, combat, hunting and instincts to survive. Set in the 1960s where politics and war are shaping real world history. Blockbuster musical score composed by Harry Gregson-Williams. [Konami]",91
Ninja Gaiden (2004),2004-03-02,M,"Ninja Gaiden first debuted in the 1988 and now the young ninja returns. As Ryu Hayabusa, you seek revenge after the Vigor Empire massacres your clan. Skilled in battle actions and ninja moves, you are well prepared to hunt down the Holy Emperor and reclaim the magic sword ""Ryuken."" Ninja Gaiden features killer gameplay, stunning graphics, and new weapons such as the Dragon Sword, warhammer, shurikens, and nunchakus. Plus, there are massive levels filled with enemies and Xbox Live feature will enable future high score tournaments and downloadable content.",91
Shadow of the Colossus,2018-02-06,T,"(Also known as ""Wanda and the Colossus"" or ""Wanda to Kyozou"" in Japan)  In Shadow of the Colossus, players take the role of a young man seeking the truth of an ancient tale of power hidden in a mystical land. Shadow of the Colossus is a majestic journey through ancient lands to seek out and destroy gigantic mythical beasts. With a trusty horse at your side, players explore the spacious lands and unearth each Colossi. The uneasy task of defeating a Colossus relies on intelligent puzzle solving and action oriented gameplay. Armed with strong wits, a mystical sword and a sturdy bow, players use cunning and strategy to topple each behemoth. [Sony]",91
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002-09-30,M,"A humorous story-driven first-person shooter featuring the beautiful but deadly UNITY operative Cate Archer. Cate must investigate a super-secret Soviet project that, if successful, could bring about a third world war. Armed with an assortment of conventional and experimental weaponry and gadgets, players will explore exotic locales, circumvent devious traps, and contend with deadly agents determined to take Cate out of the spy trade once and for all. [Sierra]",91
Deus Ex,2000-06-23,M,"The game that incorporates RPG, action, adventure, and 1st-person shooter genres into a chaotic blend of real-world conspiracies, cliffhangers, and plot twists. A richly simulated world of unparalleled interactivity, engineered to react logically to your every action. The decisions and consequences are yours. [Eidos Interactive]",90
DAVE THE DIVER,2023-06-28,Rating not found,"Welcome to 'DAVE THE DIVER', a marine adventure set in the mysterious Blue Hole. Explore the sea with Dave by day, and run a sushi restaurant at night. Uncover the secrets of the Blue Hole, and unwrap this deep sea mystery involving 3 friends, each with distinct personalities. New adventures await.",90
Okami HD,2012-10-30,T,"In Okami, the legendary monster Orochi has come back to life and turned the world into a veritable wasteland. Players must assume the role of a wolf, an embodiment of the sun god Amaterasu, which is capable of wielding unimaginable power. The state of the world lies in gamer's hands as they must fight ominous beings and reclaim the earth from a curse that plagues it. It is crucial to help Amaterasu make the world a place where all living creatures can dwell once again. [Capcom]",90
Sekiro: Shadows Die Twice,2019-03-22,M,"Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]",90
Astro Bot Rescue Mission,2018-10-02,E10,"Astro Bot Rescue Mission is a platformer, developed exclusively for use with PS VR. Take control of Astro the captain Bot and go on an epic VR rescue mission to save your fellow Bots who are dispersed all over space.",90
Lone Echo,2017-07-20,Rating not found,"You’re Jack, an advanced cybernetic AI stationed at a mining facility on the rings of Saturn. Alongside Captain Olivia Rhodes, you’ll use your technical ingenuity and futuristic tools to overcome a variety of challenges and obstacles while you investigate a mysterious spatial anomaly.",89
Deus Ex: Human Revolution,2011-08-23,M,"In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.",89
Metal Gear Solid: Peace Walker,2010-06-08,T,"METAL GEAR SOLID: PEACE WALKER takes the series in an exciting new direction with incredible visuals, as it sheds new light on well-known adversaries and allies, along with a wealth of new characters. In true METAL GEAR SOLID tradition, METAL GEAR SOLID: PEACE WALKER drops the player into a series of hostile scenarios, as a terrible plan for world domination is revealed. In addition to solo operations, players can team up via the game's multi-player CO-OPS (CO-operative OPerationS) mode. This extends to key gameplay advances, with players administering medical help to colleagues, sharing munitions, or providing cover for each other using the Snake formation to cover each other's blind spots. [Konami]",89
Devil May Cry 5: Special Edition,2020-11-12,M,"Devil May Cry is back. The legendary stylish action game is better than ever in the ultimate version of this multi-award winning hit.

New features:

- New playable character - Dante's brother and arch-rival, Vergil
- Legendary Dark Knight mode - an extremely challenging horde mode featuring huge numbers of enemies
- Turbo mode - make the game even more intense by playing at 1.2x speed
- Ray-tracing support - this next-generation graphics technology brings the already near-photorealistic world of DMC5 to a new level of unparalleled visual splendour
- High Frame-Rate mode - experience super-smooth action

These new features and modes utilise the power of PlayStation®5 to bring you the craziest, sexiest, most stylish Devil May Cry experience ever.",89
Deus Ex: Human Revolution - Director's Cut,2013-10-22,M,"In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.",88
Dishonored,2012-10-09,M,"Dishonored is a tactile first-person action game that thrusts you into the role of a supernatural assassin driven by a thirst for revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you bring together the supernatural abilities, weapons and unusual gadgets at your disposal. Hunt down your enemies under the cover of darkness or viciously attack them head on with weapons drawn. The results of each mission are a result of the choices you make. Win or lose, you must choose. Ozzy.",88
Cocoon,2023-09-29,Rating not found,"From Jeppe Carlsen, the lead gameplay designer of LIMBO and INSIDE - COCOON takes you on an adventure across worlds within worlds. Master world-leaping mechanics to unravel a cosmic mystery.

COCOON is a unique take on the puzzle adventure genre, where each world exists within an orb that you can carry on your back. Wrap your head around the core mechanic of leaping between worlds - and combine, manipulate, and rearrange them to solve intricate puzzles

Interact with alien environments and biomechanical devices left behind by an ancient civilization. Journey through unique and diverse biomes, from industrial structures to massive organic caverns, and discover how they are connected to one another.",88
Dishonored 2,2016-11-10,M,"Dishonored 2 takes your protagonist, Corvo Attano or Emily Kaldwin, to the coastal city of Karnaca where the choices you make will have significant impact on the world.",88
God of War: Ragnarok - Valhalla,2023-12-12,Rating not found,"God of War Ragnarök: Valhalla will be an epilogue to the events of God of War Ragnarök that follows Kratos on a deeply personal and reflective journey.

Set after the decisive battle against Odin and Atreus' departure, Kratos has seen a path for himself that he never thought possible before. Brought to the mysterious shores of Valhalla accompanied only by Mimir, Kratos will enter its unknown depths to overcome trials within himself and face echoes of his past.",88
Oddworld: Stranger's Wrath,2005-01-25,T,"In Oddworld Stranger's Wrath, the new chapter the Oddworld series, you'll step into the role of the Stranger--a mysterious bounty hunter who tracks down outlaws for money. Equipped a variety of strange weapons that use small creatures as bullets, you'll explore expansive environments ranging from Old West towns and thick forests to industrial complexes. The game combines first- and third-person action gameplay with familiar Oddworld elements.",88
Owlboy,2016-11-01,E10,"Owlboy is a 'hi-bit' adventure game, where you can fly and explore a brand new world in the clouds. Pick up your friends, and bring them with you as you explore the open skies. Overcome obstacles and greater enemies in this detailed adventure.",88
Devil May Cry 5,2019-03-08,M,"A brand-new entry in the over-the-top action series comes complete with its signature blend of high-octane stylized action and otherworldly and original characters the series is known for. Years have passed since the legions of hell have set foot in this world, but now a new demonic invasion has begun, and humanity’s last hope will rest in the hands of three lone demon hunters, each offering a radically different play style. United by fate and a thirst for vengeance, these demon hunters will have to face their demons if they hope to survive. [Xbox.com]",87
Hitman 3,2021-01-20,M,"Death Awaits 

HITMAN 3 is the dramatic conclusion to the World of Assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations. Agent 47 returns as a ruthless professional for the most important contracts of his entire career.

Supported by his Agency handler, Diana Burnwood, 47 joins forces with his long-lost friend Lucas Grey. Their ultimate mission is to eliminate the partners of Providence, but they are forced to adapt as their hunt intensifies. When the dust settles, 47 and the world he inhabits will never be the same again. 

Top of the World
Every mission location in HITMAN 3 is meticulously detailed and packed full of creative opportunities. Players will have unrivalled freedom to complete their objectives and the game world will react to everything they do. 

A Platform of Assassination
The World of Assassination trilogy is fully realised with HITMAN 3 as the ultimate place to play all three games. Players of previous HITMAN games will be pleased to know that it will be possible to 'import' locations that they own from the previous two HITMAN games into HITMAN 3, essentially putting all 20+ locations from the entire trilogy in one place.

Playing the entire trilogy from beginning to end, from within HITMAN 3, also means that the progression systems in HITMAN 3 work across all locations. You can unlock an item in Dubai and take it with you to Paris, for example. HITMAN 2 players will have the option to carry over their hard-earned unlocks and progression into HITMAN 3.",87
Astral Chain,2019-08-30,T,"As part of a police special task force, it’s up to you to fight against mysterious, alien-like creatures who have invaded the world.  In the Ark, a multi-cultural city in the near future, disaster strikes when gates to another dimension suddenly appear! Dangerous creatures begin to emerge, attacking the people and polluting the land, and normal police forces are unable to compete with them. To stand up against these threats, a brand new, special police unit known as Neuron is formed. Choose between two playable characters – one male, one female – on your adventure. The character you don’t choose also appears as your younger twin, and a fellow member of Neuron.  In order to resist the creatures, humanity developed a special weapon: the Legion. The Legion acts as your partner, and helps with your investigations. However, it’s in battle where the Legion shows its real ability...",87
Thief II: The Metal Age,2000-02-29,M,"On the streets and rooftops of a darkened city, where the forces of a corrupt sheriff loom, it takes someone with a soft touch and even softer step to stay ahead of the law. For a master thief like Garrett, the choices are clear: profit or perish. Thief II: The Metal Age expands on the smash-hit ""first-person sneaker"", Thief: The Dark Project, demanding a whole new level of stealth, strategy, and skill to survive. [Eidos Interactive]",87
Metal Gear Solid: Portable Ops,2006-12-05,M,"An all-new action game in Hideo Kojima's legendary Metal Gear Solid series, Metal Gear Solid: Portable Ops jumps into the stealth action genre on the PSP system with an original storyline that follows the events of ""Metal Gear Solid 3: Snake Eater"" and innovative online play that lets gamers recruit their own comrades to form a unique fighting force. Providing the missing pieces to the puzzle of the Metal Gear saga, players learn more about their favorite characters and how the events of later Metal Gear games were set into motion while experiencing breakthrough online play that lets gamers utilize all aspects of the PSP systems' infrastructure functionality. [Konami]",87
Asgard's Wrath 2,2023-12-15,Rating not found,"Travel across vast realms inhabited by the gods in pursuit of the Trickster God Loki, who threatens to undo the threads of the universe. It's up to you to battle gods and monsters alike as you take on one of the biggest and most epic scale Action RPGs ever experienced in VR. 

Alongside legendary Egyptian gods, you'll fight deadly warriors and awe-inspiring mythical creatures through physics-based, visceral combat with unique weapons and playstyles. Possess unique mortal heroes and convert loyal animals into your own warrior followers as you explore a massive, free-roaming and living world and solve mind-bending god-scale puzzles. 

The sequel to one of the most critically-acclaimed VR games ever, Asgard's Wrath 2 is the massive VR adventure you've been waiting for.",87
Metal Gear Solid 2: Substance,2002-11-04,M,"Solid Snake returns in Metal Gear Solid 2: Substance, the expanded edition of Metal Gear Solid 2: Sons of Liberty, with all-new game modes, hidden characters, and storylines. Top-secret weapons technology is being mysteriously transported under cover of an oil tanker to an unknown destination. It's up to Snake to infiltrate the transport and keep this deadly weapon of mass destruction from falling into the wrong hands. You'll have plenty of ways to practice, as the game offers more than 350 virtual reality missions in addition to more than 15 alternate missions.",87
Katamari Damacy REROLL,2018-12-07,E,"The stop-at-nothing pushing prince is back and ready to reroll. When the King of All Cosmos accidentally destroys all the stars in the sky, he orders you, his pint-sized princely son, to put the twinkle back in the heavens above. Join the King and Prince of Cosmos on their wacky adventure to restore the stars at home or on the go – now in full HD.",87
Sunless Skies,2019-01-31,Rating not found,"SAIL THE STARS. BETRAY YOUR QUEEN. MURDER A SUN. Sunless Skies is a Gothic Horror roleplay game with a focus on exploration and exquisite storytelling for PC, Mac and Linux.",87
Spider-Man (2000),2000-08-30,E,"YOU DON'T JUST PLAY IT... YOU LIVE IT 

He spins a web, swings across the sky and lands with a somersault onto the Daily Bugle building. Who is this masked hero? It's you! Fight, jump and web-sling as Spider-Man as you take on a legion of sinister villains.

The city is depending on you. Start swinging...",87
Tenchu: Stealth Assassins,1998-08-31,M,"Prowl and strike with lethal precision as ninja assassins Rikimaru or Ayame in the shadowy world of feudal Japan. Armed with mystical weapons and sheer cunning, you must shed blood with discretion and move without detection. For only the unseen survive. Master dozens of motion-captured ninja moves as you disembowel fearsome samurai, wild beasts, and evil demons. Wield 20 stunning death-dealing devices, including throwing stars, grappling hooks, caltrops and more. Stalk the towns, temples, forests, caves and dungeons of 16th century Japan in 10 deadly missions.",87
Beyond Good & Evil,2003-11-11,T,"The planet of Hyllis has fallen under siege by a ruthless alien race. Despite the assurances of the Alpha Section defense squad, the war drags on, terrorizing the once-beautiful planet and crushing the faith of the people. From the rubble of a tiny island rises Jade - a rebellious young action reporter left traumatized by a brutal attack. When Jade is hired by the rebel organization IRIS, she learns that the Alpha Sections are secretly trafficking humans to the enemy. Still wary of who to believe, she sets out to expose the gruesome conspiracy and bring proof to her people. Armed with her camera, dai-jo staff, and unflinching resolve, Jade plunges into a sinister web to untangle the truth and restore justice to her planet. But as she earns the trust of her beleaguered people, Jade discovers that sometimes, in order to find the truth, you must look beyond good and evil. [Ubi Soft]",86
We Love Katamari,2005-09-20,E,"We Love Katamari features the diminutive yet determined Prince with an assortment of celestial cousins and the eccentric King of All Cosmos. The King of All Cosmos grew to stardom after taking all of the Prince's katamaris and replacing the stars. His fans knew no bounds and wished to see more katamaris fill the sky. The King of All Cosmos desired to appease all of their requests and recruited the Prince and his cousins to help. Now they are tasked with rolling up even more clumps, each larger and more different than the one before. In We Love Katamari, players find themselves in various new locations around Earth as the Prince and his cousins roll up different katamaris according to the fans' requests. We Love Katamari continues the series' trademark graphical style and musical excellence with an original soundtrack and hundreds of brand new items including Koi fish, angels and famous Earthly landmarks to roll up. The Prince's celestial rolling has no boundaries; as his katamari grows larger, he can roll up literally everything in his path – from underwater creatures to mountains and even the Eiffel Tower itself! Players can also roll with a friend in the all-new two-player cooperative mode. With each player controlling part of the clump, they will have to devise new strategies and communicate their rolling intentions in a new level of katamari madness. Battle Mode has also returned to We Love Katamari in extended form with three size scopes for competitive rolling action. [Namco]",86
The Legend of Zelda: Four Swords Adventures,2004-06-07,E,"The legend continues on the GameCube in an all-new epic adventure for one to four players. To thwart Vaati's vile forces, Link turns to the mystical power of the Four Swords to split himself into four colored copies of himself. Now you and your friends can simultaneously participate in cooperative and competitive action and master skills and techniques new to the Legend of Zelda series. In Four Swords Adventures, up to four players can link their Game Boy Advances to the GameCube to join a fun and intense competition for Force Gems while cooperating to move massive blocks, trigger switches, and slay mighty bosses.",86
Katamari Damacy,2004-09-21,E,"(Also known as ""Katamari Damashii"" )  In Katamari Damacy, players take on the role of Prince of the Cosmos, whose father ­ the great King ­ managed to inadvertently knock the stars out of the sky. As the prince, a player's duty is to clean up the King's mess and re-create the starry skies by rolling around the cleverly designed locations to collect objects and build up their 'katamari' -- a Japanese word for clump or large mass. The catch is that it's not the quality or the actual number of objects gathered that is most critical to the player's success, but instead the sheer size of the player's 'katamari' that is most important. Along the way, players can roll over hundreds of unusual objects of all sizes and shapes including cookies, cars, mermaids, planes, clouds and even people. The larger the player's 'katamari' grows, the more objects the player can amass along the way -- thus proving if you want to succeed in Katamari Damacy -- size does matter. Katamari Damacy features a single-player story mode and a two-player battle mode. The simple game play mechanics allow for optimal ball rolling and object collecting fun. [Namco]",86
Luigi's Mansion 3,2019-10-31,E,"Luigi embarks on a dream vacation with Mario and friends upon receiving an invitation to a luxurious hotel. However, his dream quickly becomes a nightmare when King Boo reveals everything had been a ploy to capture Mario and friends. With the assistance of Professor E. Gadd once again, the reluctant and cowardly hero Luigi traverses up and down treacherous floors of the now-ominous hotel on a quest to save them. Wield the upgraded Poltergust G-00 to slam and blow away the ghosts’ defenses, or summon Gooigi, an all-green doppelganger that can help Luigi overcome obstacles he can’t get past alone. Interchange between Luigi and Gooigi as one player, or grab a friend and control one each. For more frenetic multiplayer action, race the timer to clear various objectives on a series of floors in ScareScraper mode. ScareScraper mode can be played online* or locally with up to eight players on four Nintendo Switch systems (additional games required; sold separately).",86
Luigi's Mansion: Dark Moon,2013-03-24,E,"(Also known as ""Luigi's Mansion 2"" in the UK/EU) Luigi is back on a mission to remove a bunch of stubborn ghosts from some spooky mansions. Armed with his trusty Poltergust ghost-sucking vacuum cleaner, Mario's brother takes center stage to capture these pesky phantoms.",86
Tom Clancy's Splinter Cell: Conviction,2010-04-13,M,"Improvise. Adapt. Overcome. You are a fugitive, ruthlessly hunted by the very government you used to serve. Your only choice is to improvise to survive. Experience original gameplay based on improvisation in which your environment is your top weapon. Always on your toes, you need to react on the fly to any changing situations and use the environment and the crowds around you to create diversions and deter your enemies. As a fugitive, quick thinking and adaptation are essential to turn the situation to your advantage. A gameplay experience delivering 100% adrenaline includes close combat and shooting sequences. To survive, build an underground network of allies who will help you obtain high-tech gadgets and stay one step ahead of your pursuers as you struggle to unmask the forces that frame you. [Ubisoft]",85
Kingdom Two Crowns,2018-12-11,E10,"In Kingdom Two Crowns, players must work in the brand-new solo or co-op campaign mode to build their kingdom and secure it from the threat of the Greed. Experience new technology, units, enemies, mounts, and secrets in the next evolution of the award-winning micro strategy franchise.",85
Lara Croft and the Guardian of Light,2010-08-18,T,"[Xbox Live Arcade]   Lara Croft and the Guardian of Light is the first ever co-op multiplayer action/adventure game featuring Lara Croft. This brand new adventure combines the hallmarks of the Tomb Raider  franchise, including exploration and discovery, platforming, and puzzle solving combined with character progression, fun fast-paced combat, and elements of human cooperation and competition.",85
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,M,"Veteran agent Sam Fisher is back. But he's never faced an enemy like this before. To stop a devastating terrorist attack, he must infiltrate a vicious terrorist group and destroy it from within. For the first time ever, experience the relentless tension and gut-wrenching dilemmas of life as a double agent. As you infiltrate a terrorist organization in its American headquarters, you must carefully weigh the consequences of your actions. Kill too many criminals and you'll blow your cover. Hesitate too long and millions will die. Do whatever it takes to complete your mission, but get out alive. Dual objectives to fulfill: NSA government agents and terrorists will each want you to accomplish opposing tasks at the same time. Discover the tension of being a double agent: Use actual tactics employed by today’s real-life double agents to sabotage the terrorists' plans. Explore a branching storyline with multiple endings: Your choices have an impact on how the story and game play unfolds. Missions from all over the world, from Asia to Africa to the heart of the US. Experience extreme situations: underwater or in a sandstorm, hiding behind the dust or smoke – and even skydiving. Master the latest weapons and gadgets used by NSA government agents in addition to black-market terrorist weapons. [Ubisoft]",85
Star Wars Jedi: Survivor,2023-04-28,T,"Star Wars Jedi: Survivor picks up five years after the events of Star Wars Jedi: Fallen Order. Cal must stay one step ahead of the Empire's constant pursuit as he continues to feel the weight of being one of the last remaining Jedi in the galaxy. Developed by the veteran team at Respawn Entertainment, Jedi: Survivor will expand upon iconic Star Wars stories, worlds, and characters, and thrilling combat first experienced in Jedi: Fallen Order.",85
Onimusha 3: Demon Siege,2004-04-27,M,"In Onimusha 3 Demon Siege the year is 1582 and 10 years have passed since the events that unfolded in Onimusha 2 Samurai?s Destiny. The stage is set at the burning Honnoji Temple, as the famous Onimusha warrior Samanosuke Akechi (Takeshi Kaneshiro) continues to fight the demons in his path. The moment has finally arrived for Samanosuke to confront the true enemy that has eluded him until now, the undying Nobunaga Oda. Unfortunately before the long-awaited final battle begins, Samanosuke is suddenly engulfed in a whirlpool of light and disappears. The year is 2004. A peaceful French metropolis is suddenly attacked by demons. In the blink of an eye, the city is transformed into a hellish sea of blood as Genma demons slaughter civilians and soldiers one by one. Within this pit of darkness appears one man who stands up against the Genma demons, Jacques Braun (Jean Reno). As a member of the French army, Jacques is deployed to the nightmarish scene only to discover himself amid a plague of horrific enemies that are beyond anyone?s imagination. An ancient samurai warrior unexpectedly appears to help him defend the helpless city. As they cooperatively fight off the demons, Jacquesis caught in a mysterious vortex and vanishes to feudal Japan, leaving the warrior behind in modern day France. Why has Samanosuke appeared in present Paris and Jacques in feudal Japan? What fate awaits these two men? The fierce and bloody battle is unfurled as the beginning of the final Onimusha chapter unfolds. [Capcom]",85
Life is Strange,2015-10-20,M,"Life is Strange is a hand drawn work of art and every action enacts a butterfly effect - but with the power to rewind time, what would you change? And would it turn out to be a change for the better or worse?",85
