title,release_date,rating,description,metascore
Dragon Quest Wars,2009-09-28,E,"[DSiWare]  DRAGON QUEST WARS is a grid-based strategy game featuring all of your favorite quirky DRAGON QUEST monsters. Choose from several modes and get ready for battle. While the rules are simple, strategy is the key to victory. The game features single-player and DS Wireless Play, as well as battles with foes worldwide via Nintendo® Wi-Fi Connection. (Broadband Internet access is required for online play.) [Square Enix]",83
Hero's Hour,2022-03-01,Rating not found,"A fast turn-based strategy RPG with real-time combat. Develop your cities and armies, level up your heroes to gain new, powerful spells and skills, and explore the wonders and dangers of the procedurally generated maps as you aim to conquer your enemies before they do the same to you.",82
Age of Wonders: Shadow Magic,2003-07-25,T,"Age of Wonders: Shadow Magic takes the acclaimed fantasy strategy series to new heights. This new stand-alone game enhances the series' praised fusion of empire building, role-playing and tactical combat with the eerie Shadow World and battle with races never before seen, across new and diverse landscapes. Combined with the option of creating a totally unique environment with the map editor and rewriting the history of this world through the enhanced campaign editor, you are ensured a constant stream of completely new game experiences. [Gathering of Developers]",82
Dominions 3: The Awakening,2006-09-29,Rating not found,"Dominions 3: The Awakening, is the follow up to the acclaimed fantasy strategy game, Dominions 2: The Ascension Wars. While that game set the bar for rich, engrossing turn-based fantasy strategy gaming, Dominions 3: The Awakening seeks to raise it once more. Leading one of over fifty possible nations in three different Ages, it is your goal to ascend to true godhood using all the power at your disposal. In a world of magic and steel the options to attain victory are as numerous as the cries of mercy from your vanquished foes. Whether you use military might, eldritch power, or subterfuge (or more likely, a combination of all three) every turn is about options. Recruit troops (more than 1500 units found in the game), assassinate the enemy, scout territory, research magic (600+ spells and 300+ magic items), perform rituals, do a blood hunt, storm a castle, construct, pray, forge - the list goes on. [Shrapnel Games]",82
Duelyst,2016-08-23,Rating not found,"Duelyst is a tactical turn-based strategy game with a heavy focus on ranked competitive play, brought to you by veteran developers and creators from Diablo III, Rogue Legacy and the Ratchet & Clank series. 

The world of Duelyst has an expansive identity and mythology, with gorgeous landscapes filled with rich, complex characters, untold stories and unraveled histories. The focus is on squad-based combat on a tactical map with fast-paced multiplayer 1v1 battles where victory comes from defeating your opponent's General. At launch, there will be five unique factions with a roster of 100+ battle units and spells.",82
King's Bounty: Armored Princess,2009-11-19,T,"King's Bounty: Armored Princess is a sequel to the critically acclaimed King's Bounty: The Legend. Players take on the role of Princess Amelie who travels around the world of Teana and searches for the renowned knight, and her mentor, Bill Gilbert. This new world of King's Bounty: Armored Princess is full of mysteries and dangers. The new character, the Princess, will encounter horrible creatures, huge monstrous bosses and a new race, the bloodthirsty Lizards. As in the multi-award winning game on which this sequel is based, the player has many options to resist these new enemies. Various new skills and characteristics of Amelie as well as her chance to fly will help her overcome the hordes attacking the kingdom. The Princess is also accompanied by a Domestic Dragon, at the very beginning small and amusing, but its abilities develop steadily until it becomes an incredible ally. He will do his best to protect the Princess during the battles, starting with easy blows and treasure hunting and finishing with battle rage and volcano summoning. [1C Company]",82
Age of Wonders III - Golden Realms,2014-09-18,Rating not found,"Golden Realms greatly expands Age of Wonders III’s empire building mechanics and introduces new content. These new features are used in random maps, new scenarios and a new story campaign, where Halfling survivors settle in a distant land filled with danger and treasures never seen before.",82
Age of Wonders III - Eternal Lords,2015-04-14,Rating not found,"Eternal Lords is the major, second expansion for the acclaimed strategy game Age of Wonders III. With the introduction of the Tigran and Frostling races and the new Necromancer class, players must adapt to a world on the brink of cataclysmic change. New features such as the Race Governance system, which allows players to tailor features of each race in their empire to meet their strategic needs, add new layers of depth to empire development and diplomacy.",80
Fallen Enchantress: Legendary Heroes,2013-05-22,Rating not found,"Fallen Enchantress: Legendary Heroes is an expansion to Stardock's popular Fallen Enchantress fantasy strategy game. The world of Elemental needs your help. The Fallen Enchantress seeks to destroy the fragile civilizations that have arisen from the ashes of the cataclysm. Fortunately, your fame has spread far and wide attracting the great heroes to aid you.",80
Age of Wonders III,2014-03-31,T,"Age of Wonders 3 marks a modern reimagining of the series, where players join a clash of kings, queens and dark lords for the spoils of an ancient paradise. By introducing unique RPG-inspired classes and specializations, players are able to craft empires of their own design, developing unique strategies and play styles. The world-changing conflict plays out on sweeping landscapes, loaded with mythical locations waiting to be uncovered, conquered and exploited.",80
Nobunaga's Ambition: Sphere of Influence,2015-09-01,T,"Become a Daimyo of the Warring States period of Japanese history in NOBUNAGA'S AMBITION, a historical simulation game of conquest and domination. It is the 30th anniversary of this series and this current release, NOBUNAGA'S AMBITION: Sphere of Influence, is the crown of the series.",80
Disciples II: Rise of the Elves,2003-11-25,T,"Disciples II: Rise of the Elves is a milestone in the Disciples universe. For the first time, Disciples fans will be able to play as the elder Elven race as they struggle to reclaim their forests from the four primary forces in Nevendaar. Driven by an unpredictable god who urges them to battle, the Elves begin a massive march towards their fate. The noble Elves rule their people from elaborate fortresses within the trees. They adorn themselves with ornate armor and prefer councils or negotiations to conflict. Their queen is a just leader, preferring the path of peace for her kind. The noble Elves owe much to the Empire... The wild Elves have become forest predators. Their intolerance of the civilized world has reached new extremes and they have reduced themselves to highwaymen and bandits. They tolerate the noble bloodline, but do not respect it. The thought of their race allying with another is appalling. As one tiny oracle heralds the unquestionable will of Gallean to lash out against his timeless enemies, the Elves must unite their scattered tribes. [Strategy First]",80
Dynasty Tactics,2002-09-17,T,"Focusing on the tactical elements of battles in the Three Kingdoms world, this game provides you with the thrill of military victory through the clever maneuvering of diverse units. A multitude of tactical combos can be activated by linking unique attacks together. Smooth graphics using our crowd control system and epic CG movies provide for a game environment that transports the player into the midst of battle.",79
Stella Glow,2015-11-17,T,The witch Hilda attempts to crystallize the world using her cursed song.,79
Gladius (2003),2003-10-28,T,"The darkness of the Great War has passed, and the lands of Gladius are peaceful once more. Now combat takes place only in the gladiator arenas, where schools from around the world compete for the title of Imperial Champions. Follow the grand saga of two young heroes, Ursula and Valens, as they recruit and train a team of warriors and compete in the gladiator games. Battle with deadly weapons and powerful magic as you learn vital combat tactics and enhance your own characters.",79
Greed Corp,2010-02-24,E,"[Xbox Live Arcade]   Why share when you can have it all? Greed Corp is an online multiplayer strategy game in which you battle for dominance over a world once rich in resources. In order to prevail, exhaust all the remaining resources to build an army, and then use the depleted collapsing terrain to your advantage. An extensive campaign mode and multiple unlockables prepare you to take the battle online. Will you defend your territory or sacrifice it to keep it out of enemy hands? Manage the finite available resources to build your army and use the unique collapsing terrain mechanic to your advantage, all while the mist grows closer. [Valcon Games]",79
Uncommon Valor: Campaign for the South Pacific,2002-12-02,E,"You will find that you are not just playing a game but running a war! Uncommon Valor is a completely new operational game covering the campaigns for New Guinea, New Britain, New Ireland and the Solomon chain from May 1942 to the end of December 1943. The scale is 30 miles per hex and the attrition factor is individual vehicles, guns and squads. Phases are one day, composed of two 12-hour impulses. A turn is composed of 1 to 7 phases, at the player's discretion. He may also choose continuous play and may interrupt that by pressing a key. [Matrix Games]",79
Total War: WARHAMMER - Norsca Race Pack,2017-08-10,Rating not found,"Conquer the Old World as the marauding tribes of Norsca and Wintertooth. Two new Legendary Lords: Wulfrik the Wanderer and Throgg. In the far north, between the Chaos Wastes and the Sea of Claws, lies Norsca. A barren, inhospitable peninsula in the far north of the Old World, it is home to ferocious tribes of warriors, hardened by the relentless blizzards, the barren icy tundra and the monstrous denizens of this accursed land. Fanatical servants of the dark gods, they will stop at nothing to prove their primal might, in a relentless hunt for worthy foes and fresh raiding grounds.",78
Elemental: Fallen Enchantress,2012-10-23,Rating not found,"In Fallen Enchantress players will be able to explore the world of Elemental and discover a wide range of unique locations, including dangerous wild lands that can't be settled until they are conquered.",78
Dynasty Tactics 2,2003-09-23,T,"In Dynasty Tactics 2, the almighty Lu Bu joins the roster of playable characters, while all of the playable characters from the original Dynasty Tactics return with compelling new stories. With three times more tactical maneuvers than the original, Dynasty Tactics 2 enhances the original ""Tactics Linking System"" with a new ""Sequenced Strike System."" Taking advantage of the ""Sequenced Strike System,"" a single military unit is capable of launching a devastating offensive using up to ten ""Tactical Combo"" links. Players can now obtain new tactics at ""tactics training camps"" located throughout the game. Furthermore, players can raise their own armies, acquire tactics for subordinate officers, or employ ""Alliance Tactics"" by establishing relations with other commanders. [KOEI]",78
Rebelstar: Tactical Command,2005-09-06,E10,"You can play as the leader of a revolt in the turn-based strategy game Rebelstar: Tactical Command. The Arelian Empire seized control of Earth 70 years ago and has since become an oppressive regime, controlling the world with fear and marauding shock troops. You can fight back by equipping a team of rebels and controlling them in battle. Rebelstar: Tactical Command includes campaign, skirmish, multiplayer hotseat, and multiplayer link mode.",78
Etherlords II,2003-09-30,T,"Delve into a fantasy world beyond your wildest dreams in Etherlords II: Second Age, a turn-based strategy adventure where four races vie for control of the world in dynamic one-on-one fights. Combat is based on the premise of a fantasy card game, in which you must select cards from your deck and each time a card is used, a new round is introduced and new spells become available to you. [Strategy First]",78
King's Bounty: Crossworlds,2010-09-17,T,"King's Bounty: Crossworlds is a stand-alone expansion to the award-winning King’s Bounty: Armored Princess. The game will feature two new campaigns, quests, spells, units and a full-scale game editor.",78
Legendary Gary,2018-02-20,Rating not found,Help Gary become a better person in his real life and a legend in his virtual life.,78
Tom Clancy's Ghost Recon: Shadow Wars,2011-03-22,T,"Lead the Ghosts, the most elite special forces unit in the US Army, across multiple tactical missions to prevent a war from breaking out.",77
Field Commander,2006-05-23,T,"Field Commander is the first military turn-based strategy game for PSP and the only title that offers engaging, challenging skill based warfare in a realistic military setting. You play as a Field Commander working for the Global Defense League, an independent organization established by the Allied Nations to defend the world against covert organizations whose goals include terrorism, genocide, and global domination. Your main enemy in these scenarios is Shadow Hold, an evil terrorist organization bent on inciting wars, illicit arms deals and global domination. Command the land, skies and sea. Orchestrate an offensive attack through 30 unique missions, each one coming alive in beautiful 3D environments with highly-detailed terrain and dynamic visual effects. With an arsenal of 15 army divisions and 11 commanding officers to choose from, the power is yours to outwit the enemy at every turn.",77
Gary Grigsby's World at War,2005-03-25,T,"Gary Grigsby's World At War gives you the chance to really run a world war. History is yours to write and things may turn out differently. The Western Allies may be conquered by Germany, or Japan may defeat China. With you at the controls, leading the fates of nations and alliances. Take command in this dynamic turn-based game and test strategies that long-past generals and world leaders could only dream of. Now anything is possible in this new strategic offering from Matrix Games and 2 by 3 Games. [Matrix Games]",77
Etherlords,2001-11-12,T,"Select your sorcerer hero from among four powerful races, and summon an army of monsters who clash for control of the world. Upgrade and enhance your magic arsenal, choosing from over 300 available spells. Features over 20 levels. [Fishtank Interactive]",77
Massive Assault,2003-10-28,T,"Take the command of ""Free Nations Union"" forces and defeat the secret alliance of ""Phantom League"" on one of 6 distant planets. The rebels decided to seize the power on Earth by first conquering the space colonies, which provide vital energy resources to F.N.U. The war for global domination will unroll on continents, at sea and in the air. Lead your divisions, fleets and air squadrons against those, who dared threaten our freedom and democracy! [Wargaming.net]",77
NEO Scavenger,2012-09-05,Rating not found,"NEO Scavenger takes place in a near-future, post apocalyptic Earth, where human warfare and supernatural activity have fragmented mankind into struggling pockets of civilization. Harsh wilderness and blasted ruins cover most of the planet, dotted by fragile settlements that can be extinguished in an instant. A few cities survived the apocalypse, evolving into massive, ultra-urban fortresses. Other areas have become so devastated that even to this day, the only inhabitants are the ghosts of the past.",77
Heroes of Might and Magic V,2006-05-23,T,"The first game to reintroduce the video game legend to the public is Heroes of Might and Magic V, the sequel to the universally acclaimed turn-based strategy series with a touch of RPG. The new opus will benefit from the features and characteristics that established the success of the initial saga while offering a wealth of innovations such as a a highly immersive scenario, a variety of appealing factions, modern 3D graphics, a revolutionary tactical combat system and a story-based campaign mode. [Ubisoft]",77
MoonBase Commander,2002-08-13,E,"MoonBase Commander puts players in charge of their own lunar territory in a quest to build the most powerful empire on the moon. The key to winning is to find, exploit and use valuable energy pools to eliminate rival factions who are also on the same quest. Along the way players must choose the best way to accomplish their goals by using weapons, surveillance or shields to fortify their defenses. MoonBase Commander features multiple and unique opposing factions, bright graphics, a light storyline and various types of terrain that can be easily customized with the terrain editor. [Infogrames]",77
Might & Magic: Heroes VI,2011-10-13,T,"The Might &amp; Magic Heroes VI adventure starts 400 years before the events in Heroes of Might &amp; Magic&reg; V, showcasing a family of heroes in a thrilling, epic story where Angels plot to revive an unfinished war.",77
Romance of the Three Kingdoms VIII,2003-08-13,E,"Brave souls, come forth! Romance of the Three Kingdoms VIII takes the series to new heights. Choose from over 700 commanders, 100 of which you create. Forge relationships such as ""Marriage"" and ""Sworn Brother."" Wander, claim territory, enlist, revolt, or unify China and create your own history! [KOEI]",77
Total War: WARHAMMER - Realm of the Wood Elves,2016-12-08,Rating not found,New Wood Elves Race in the Grand Campaign; New additional Race-specific currency: Amber; Wonder-based Campaign victory condition; Wood Elves may conquer any region on the map; Two New Playable Legendary Lords: Orion and Durthu; Two new Lord types with deep-specialisation skill trees; Three new Hero types with deep-specialisation skill trees.,76
Dominions II: The Ascension Wars,2003-11-14,Rating not found,"Too long have you been confined to this mortal realm. Too long have you been denied what should rightfully be yours. Are you not a god? Should you not be the One True God of this miserable dirtball? Yet there are others that dare challenge your authority. Pretenders to the throne, with their false priests and prophets. These miserable creatures that have the audacity to impugn your rightful place in the cosmos! But you will show them, won't you? Gather your armies, raise your fortifications, and let loose the dogs of war! The time has come to assume your proper position, to crush your enemies beneath your boots and take what is meant for you. [Shrapnel Games]",76
Curious Expedition 2,2021-01-28,Rating not found,"Curious Expedition 2 is the follow-up to the award-winning 19th century expedition simulation. Join the legendary Explorer Clubs and venture on unprecedented expeditions to regions never explored before for fame, science and treasures.",76
Nobunaga's Ambition: Iron Triangle,2009-01-27,E10,"Compelled by a nation ravaged by war, it was legendary samurai Nobunaga Oda's ambition to silence the cries of war and usher in a new era of lasting peace for Japan. In Nobunaga's Ambition: Iron Triangle, video gamers can step into the role of Feudal Japan's most powerful warlords and turn this magnificent vision of unification into a reality. In the latest edition of the series to come to North America, the acquisition of knowledge and a firm grasp of technology are even more crucial to establishing the groundwork for the future of the country. Players must embrace technology, govern wisely and shrewdly, and prepare a near-invincible military force for war on land and at sea. Only with the mastery of these three elements, the ""Iron Triangle,"" will the nation be united under one sword and will Nobunaga's dream be realized. [KOEI]",76
Panzer General: Allied Assault,2009-10-21,E,"[Xbox Live Arcade]  Panzer General is back with an all-new turn-based strategy game in Panzer General: Allied Assault! For the first time on Xbox LIVE® Arcade, recreate actual battles during the last phase of World War II and experience the dramatic events of D-Day as they unfold in your hands. Build, customize, and fight with your personalized deck of 60 cards. Play with a friend in multiplayer mode, gain access to special units and cards, and become a Panzer General. [Ubisoft]",75
Total War: PHARAOH,2023-10-11,T,Total War: PHARAOH is the newest entry in the award-winning grand strategy series from the developers at Creative Assembly. Experience Ancient Egypt during the vibrant and tumultuous era of the Bronze Age Collapse and master dynamic real-time battles and turn-based empire management to rise above your adversaries and become Egypt's last great Pharaoh.,75
Utawarerumono: Mask of Truth,2017-09-05,M,"Forced to flee Yamato’s idyllic Imperial Capital, Haku and his friends now seek safety in the rural nation of Ennakamuy, only to find that nowhere is truly safe from the dark conspiracies they uncovered together.",75
Nobunaga's Ambition: Awakening,2023-07-20,T,"Conquer Warring States Japan under one banner!

Players are supported by faithful retainers who act on their own judgement. The ""Dominion"" system will allow you to obtain and grant territory to retainers. In return, retainers who are given the land will dedicate themselves to the development of the clan. Divvy up and parcel out the beautifully detailed Warring States Japan as you like, and make it prosper!
Over 2,200 officers will be included, the greatest number in the series. Come together with highly individualistic retainers and move history!

The game will also include various features that befit the 40th anniversary of the series, including scenarios, events, policies, and more, as well as elements from the previous titles such as an editing function that will allow them to change officer status, background music and scenarios, or create new clans.",75
Echo Generation,2021-10-21,Rating not found,Echo Generation follows a gang of kids through otherworldly adventures as they investigate mysterious and supernatural events in their hometown that will change the course of their lives forever.,75
Nobunaga's Ambition: Sphere of Influence - Ascension,2016-10-25,T,"Experience the reality of officer life in the Warring States period, and watch with your own eyes the fighting that brought the end of an era.",74
Dai Senryaku VII: Modern Military Tactics,2005-02-16,E,"Command an entire military force with the most modern technologies of war. In this strategic war simulation, you must take into account everything from terrain to armor. Test your battlefield tactics against the game's challenging artificial intelligence, or face your friends in multiplayer skirmishes. Choose from a wide array of vehicles specifically designed for land, sea, and air attacks. If you don't like the terrain, you can create your own with the map editor, and you can design the map to cater to your specific strategic strengths.",74
Crookz: The Big Heist,2015-08-25,T,Crookz is a tactical strategy game set in the funky 1970’s with a slick and groovy atmosphere. Show off the art of thieving by plotting stylish heists and robberies; utilizing espionage and quick-thinking to avoid detection. Implement a successful strategy by assembling and kitting out your team before the job and planning the best way in.,74
Massive Assault Network,2004-04-13,Rating not found,"Massive Assault Network is a hardcore online strategy game, based on the original Secret Allies political concept. You will be fighting for global domination on one of 8 distant planets against live opponents via Internet. The game is set in fascinating 3D sci-fi environment. Revolutionary Dynamic Turn-Based Gameplay. Time-proven ""Secret Allies"" concept provides instant intrigue & endless replayability. Ladder, Tournaments & Clan Wars. Take part in individual and team-based competitions. Live Mentors & Friendly Online Community
Train with dedicated live Mentors. Use Built-in Chat to find opponents & get help from other players. Fascinating 3D Engine. State-of-the-art unit and terrain graphics revolutionary for TBS genre. Free Training with A.I. 8 Training Missions, 3 Scenarios and one planet for World Wars. Unlimited Trial Period. Play any number of World War games vs live players on beautiful ""Emerald"" planet. [Wargaming.net]",74
King's Bounty: Warriors of the North,2012-10-25,Rating not found,"Warriors of the North is the latest chapter in the cult role-playing game - adventure saga. The current tale takes place in the familiar world of Endoria featured in the earlier games, but begins in the Viking lands, which the celebrated hero Bill Gilbert never visited during his famous quest in King’s Bounty: The Legend.",74
Drone Tactics,2008-05-12,E10,"Transported to an alien world, you find yourself in the middle of a great conflict. An army of evil Drones is on the march, threatening to obliterate the land of Cimexus. Its inhabitants now turn to you to lead them in battle against the Black Swarm. Each level offers new challenges, and taking full advantage of each Drone’s unique specialties will be the difference between success and defeat! Build and command your own Drone army – Wreak mechanical havoc with your squad of insect mechs, choosing from over 100 weapons, upgrades, and power-ups to optimize your forces. Conquer dozens of campaign operations and over 50 additional maps – Take on the forces of the Black Swarm then confront the challenges that wait in the mysterious Badlands. Battle for domination in head-to-head combat – Friends become enemies in local wireless play. [Atlus USA]",74
Phantom Doctrine,2018-08-14,M,"Set in 1983 during the Cold War, Phantom Doctrine is an alternate history thriller in which players lead The Cabal, a secret organization dedicated to fighting a global conspiracy committed to controlling the world by pitting world leaders and nations against one another.",74
Romance of the Three Kingdoms IX,2004-02-24,E,"With Ancient China as the backdrop, the game chronicles the dramatic events of the 2nd and 3rd centuries when the once grand empire fell into civil war. While retaining many of the features that have become hallmarks of the Romance series, RTK IX (Romance of the Three Kingdoms IX) is vastly different from previous games in the series. Most notable is that players immediately take the rank of a Ruler. Traditionally reserved as the highest rank in the series, the role of Ruler will test any player?s leadership, management and strategy skills. As a Ruler, one of the keys to maintaining authority is a strong corps of loyal officers, so RTK IX?s Officer Development System has been enhanced with a new point and item system. With the new point system, players earn points to increase officer abilities and skills. With the item system, certain items can further an officer?s development, heighten intelligence or improve his abilities in war. Players can now use save data from Dynasty Warriors 4, Dynasty Warriors 4 Xtreme Legends or Dynasty Tactics 2 to obtain a new officer. [KOEI]",74
Eador: Masters of the Broken World,2013-04-19,Rating not found,"Eador. Masters of the Broken World - is a turn-based strategy in the original fantasy setting, where the decisions you make affect the world even deeper than the battles you win. The game combines the unmatched strategic depth with boundless role-playing opportunities, granting the player the power of the immortal ruler of the magic world of Eador. The game is set for release in 2012.",74
King's Bounty: Dark Side,2014-08-19,Rating not found,"Time has come to join the dark side. Take a trip to the other side of Teana, to the part of the world that has yet remained unseen to the royal bounty hunters.",73
Laser Squad Nemesis,2005-04-26,T,"A new two player, squad level, email strategy game designed by the creators of the award winning X-Com series of games. You can play anyone, anywhere in the world, as long as they have an email address. The game engine is a unique combination of turn-based control and real-time action with video style playback of all your battles. The email system allows you to play the game at your own pace, and play as many games concurrently as you can manage. The game is a battle between three opposing forces. You can choose to play the Laser Marines, Machina or Spawn, and you can choose the composition of your force before each battle. There are a large variety of battlefields (over 30) and two different scenario types. [Codo Games]",73
Sunday Gold,2022-10-13,Rating not found,"Once bustling and full of life, the city of London is in a dark and dismal state. Unemployment and homelessness are at an all-time high. Ethical boundaries are being stretched to their limit and corrupt billionaire, Kenny Hogan, is up to no good. It's up to ragtag band of criminals Frank, Sally, and Gavin, to put a wrench in Kenny Hogan's plans and bring him to his knees. But this is no simple job and there'll be a smattering of obstacles they'll have to face along the way...

Sunday Gold is a point-and-click, turn-based adventure game set in grim, dystopian future. Play as a ragtag trio of criminals to hunt down and expose the dark secrets of an evil mega-corporation and the malevolent billionaire behind it.",73
Disciples: Liberation,2021-10-21,M,"Disciples: Liberation is a mature, dark fantasy strategy RPG with turn-based combat. Liberate the land of Nevendaar and uncover the endless stories hidden within this richly detailed world where every decision has a consequence, and every wrong move could be deadly.",73
Warlords IV: Heroes of Etheria,2003-10-21,T,"Warlords IV is a unique blend of roleplaying and turn-based strategy gaming. The game centers around your Hero, who plays a pivotal role in the success or failure of your military and economic efforts. Warlords IV is set in the troubled land of Etheria. Old foes such as Dwarves, Elves, and Orcs have resumed their ancient hostilities, and the Undead legions of Lord Bane have returned. The Knights continue their quest for dominance, and the unquiet whispers speak of the Empire, a race even more evil than the Undead. The Heroes of Warlords IV show their mastery of sword and sorcery in the tactical combat system. Casting spells, smiting foes, or boosting morale of shaken troops, Heroes can turn the tide of battle. Players may grow and develop heroes from battle to battle, gaining in abilities and skills, and accumulating magic items and treasures. [Ubi Soft]",73
The Last Federation,2014-04-18,Rating not found,"From the creators of AI War: Fleet Command comes an all-new grand strategy title with turn-based tactical combat, set in a deep simulation of an entire solar system and its billions of inhabitants. You are the last of a murdered race, determined to unify or destroy the 8 others.",72
Massive Assault Network 2,2006-12-31,Rating not found,"Massive Assault Network 2 is a 3D think-based strategy game based on an original Secret Allies concept, where rivals struggle for global domination in a fascinating sci-fi environment. It is simple to understand, yet difficult to conquer, and most importantly, it is very addictive. The game is tailored to get players immersed in instant online play action: the game can be started with a single mouse click and the AI opponents make sure the player always has someone with which to fight. Offered as a ""game for smart strategic players"", Massive Assault Network 2 doesnot let casual gamers down. Friendly online AI opponents (presented as female tutors) are ready to offer all newbies effective training. This certainly serves as a good experience for fighting other live players. Innovative ""online play mode"" offers streamlined gaming experience: opponents will both stay in the game, watching each other actions in real-time. Fascinating 3D Engine with slow-mo camera. State-of-the-art unit and terrain graphics revolutionary for TBS genre with fancy camera to highlight the most dramatic moments of the battle. Extremely comfortable opponent matching system. In-game chat, convenient challenging system with flexible settings for optimized opponent finding. [Wargaming.net]",72
