title,release_date,rating,description,metascore
Ms. Pac-Man,2007-01-10,E,"[Xbox Live Arcade]  Guide Ms. Pac-Man through mazes, munching Pac-Dots and Power Pellets to clear each stage. Remains true to the classic arcade version, including ghosts, dot chomping action, and Ms. Pac-Man's original ""waka waka"" sounds. Full of hilarious antics as you avoid moving fruits and smart monsters through the fun filled mazes. Munch a Power Pellet to momentarily turn ghosts blue. When ghosts are blue, Ms. Pac-Man can eat them for bonus points.. Play all 255 mazes from the original. Free trial demo provides players with the first 2 levels of the game. Gamers can track their high scores on the Ms. Pac-Man leaderboards and strive to garner all 12 Achievements. [Namco Bandai Games]",65
The VideoKid,2018-08-30,E10,Test your skills to the max with this gnarly & challenging arcade style skate game set in a retro 1980s neighborhood filled with bogus dangers...,65
Breakout: Recharged,2022-02-10,E,"The original brick breaker returns with its toughest challenge yet. Survive as long as you can in arcade or take on one of 50 challenges picking up game-changing power-ups along the way. The grandfather of brick-breaking games is back with some of the toughest challenges yet! Breakout: Recharged steps up the excitement with a fresh coat of paint, exciting power-ups, and another original soundtrack from award-winning video game composer Megan McDuffee.

Breakout: Recharged will forever change what you expect from a brick-breaking title. The endless arcade mode and 50 challenge levels will push you to the limit of your skills. Don’t fret, however, as this wouldn’t be a Recharged title without game-changing powerups. Expect the aid of rail guns, homing missiles, and explosives to join the traditional multi-ball. You’ll need every tool in the arsenal and razor-sharp reflexes to climb the global leaderboards.

Key Features:

Old Meets New: Classic Breakout gameplay updated with refined control, and modern visual flourishes

Power Up: Blast special bricks to pick up paddle-transforming power-ups a rail gun, explosive balls, missile launchers, and more

Challenge: Compete in a series of 50 challenges designed to put even the most seasoned players to the test

Compete: Reach the top of global leaderboards for arcade and individual challenge modes

Bring a Friend: Play local co-op in every mode - breaking bricks is better together!

Get in the Groove: Rock out to an original score by Megan McDuffee",65
StarDrone,2011-04-05,E,"StarDrone is a high-speed action thriller with a mix of arcade action, pinball, breakout, physics and collect-the-objects. It is created for PlayStation Move motion controller and supports HDTV and stereoscopic 3D. The game features over 50 levels of unparalleled gaming experience and extraordinary replay value.
Cause your attackers to crash with rapid speed while collecting gems and power-up enhancements. Overcome perilous hazards and elude zillions of enemies in an effort to complete each stage with a record score. With simple gesture controls and unique, intuitive game play mechanics, StarDrone is friendly to beginners, at the same time challenging enough to bring you back for more and more.",64
Space Junkies,2019-03-26,T,"A visceral, jeckpack-fueled VR Arcade Shooter through which you fly through deadly Orbital Arenas in Hostile Space, facing off in extreme battles. [Ubisoft]",63
BRAWL,2015-04-28,M,"It’s a horror-themed party game for up to four players. The game mixes well-known gameplay (you try to blow up your opponents with strategically placed bombs) with MOBA elements. There are eight characters, each with unique skillset. The easiest way to learn which character is best suited to your style is to play through the story mode that serves as a tutorial. BRAWL is mainly a party game and as such it features five local multiplayer modes, two online only, and two modes that can be played by one or two players in cooperation.",62
Velocibox,2015-07-28,E,"Experience lightning-fast twitch gameplay, with mind-bending flips and spins, that is sure to challenge (and maybe frustrate) even the most hardcore of hardcore gamers. Velocibox promises to test your abilities to the brink, and beyond. Advance through 80+ patterns and levels by dodging obstacles at break neck speeds. Rely on split second reactions and instincts as you flip and rotate sideways to navigate through each diabolical level. [Sony]",62
Pac-Man,2006-08-09,E,"[Xbox Live Arcade]  Play one of the all-time classic videogames with Pac-Man. Move through treacherous mazes and eat all the Pac-Dots to clear each stage while avoiding the sinister ghosts. Eat Power Pellets to become temporarily invincible. Turn the tables on the ghosts and chase them down. Eat all four ghosts to ear the most bonus points. Are you skilled enough to stay alive through all the stages? This classic video game was released in 1980, and became a phenomenon around the world. The Guinness Book of World Records acknowledged Pac-Man as the ""Most Successful Coin-Operated Game in History"" in 2005. Now you won't need a pocketful of quarters to play this classic arcade title. [Namco Bandai]",62
Muscle March,2010-01-18,E10,"[WiiWare]  Muscle March is a quirky Japanese action game stuffed full of macho bodybuilders. The all mighty protein powder has been stolen, so it's up to Tony and his muscle-bound crew to catch the thieves. Choose from a variety of perfectly molded superstars and bring these terrible villains to justice. As the thieves attempt escape, they will smash through walls while making a variety of poses. You must match these poses to fit through the holes and catch up to the thieves. The protein powder will be yours again! Flex your muscles by yourself or with up to three friends in turn-based macho excitement. Posing for a few minutes not enough? Enjoy Endless Rush mode until your muscles bulge and explode! Muscle March will also be the first WiiWare title to offer a polar bear in tight swimwear! [Nintendo]",62
Frogger,2006-07-12,E,"[Xbox Live Arcade]  Enjoy the classic game Frogger, revitalized and brand spanking new on your Xbox 360. Features enhanced artwork building on the original title's style, modernized sound and music, and all new play modes. Versus speed mode: Race a friend in split screen or Xbox Live action with this exciting new mode. Take as many frogs as you need to be the first to get five across the street for a new, intense competition. Co-op play: With a friend in the room, or on the other side of the world via Xbox Live, put your competitive nature aside and work together to push your frogs to the limit. All new bonuses: Rescue extra frogs, discover Frogger's friends, and search out tasty insect bonuses to push your score higher. There's an all time high score for this title, and someone's gonna have to beat it. [Microsoft]",61
Root Beer Tapper,2007-02-07,E,"[Xbox Live Arcade]  Get ready to serve! Rediscover the classic arcade game Root Beer Tapper on Xbox Live. Take on a room full of thirsty folks and keep their mugs full as they belly up to the bar, but don't drop the empties if you want to win. Classic gameplay: Take on a bar full of thirsty folks and see if you can keep their mugs full. Grab the empty mugs before they slide off the bar, and earn extra points by collecting tips. Bonus rounds: Locate and open the one can that has not been shaken-up and serve it up to waiting patrons in the bonus rounds. Play online in either co-op or versus modes and post scores on the Xbox Live leaderboards.  The best scores are kept for the current week and for all time for both co-op and versus matches. Score 12 achievements worth 200 gamerscore points. [Midway]",61
Arkanoid DS,2008-06-17,E,"Explore three game modes that offer varied gameplay designed for a wide range of users. Compete against others with two or four person multiplayer options to claim the title of ARKANOID DS champion. Decorate ARKANOID DS with colorful designs by trading points gained through gameplay for fun backgrounds and icons. Rock to an irresistible soundtrack produced by Zuntata, TAITO’s award-winning sound team. [Taito]",61
De-formers,2017-04-21,E10,"Prepare for an epic battle Deformers is a fast and frantic multiplayer combat arena game. Smash up your friends in couch co-op, or team up and fight against others online.",60
Entwined,2014-06-09,E,"It’s an abstract action/arcade game about two souls who are in love but that can’t be together. These souls are represented by a bird and a fish, which you must learn to control simultaneously. Over the course of nine lifetimes you will help these two characters come together with the eventual goal of uniting them for eternity. This story was inspired by an ancient Chinese myth, and the theme of reincarnation lives in our level structure. [Playstation.com]",59
Q*bert (1999),2000-11-30,E,"Help Q*bert rescue his friends and save Q*dina while navigating his way through challenging new world of mind-bending pyramid puzzles. Q*bert's world is filled with secrets, helpful power-ups, and all the familiar characters you remember-plus several new ones! Jump right in and get ready for all new cube-hopping fun!",58
Arkanoid Live!,2009-05-06,E,"The classic ARKANOID comes back to life in HD! Destroy every block on screen in ARKANOID Live! by bouncing an Energy Ball against them with your Vaus! It's the all-time classic arcade game now with achievements and multiplayer co-op play over Xbox Live. Arcade classic: ARKANOID was one of the all-time classic arcade games that sparked a huge number of imitators. Now you can play the game in glorious high-def. Tons of gameplay: The full version contains 62 rounds divided into two episodes that can be played under either Lives Rules or Barrier Rules. A boss awaits you in the last round of each episode: DOH, as well as a new boss, SKULL. Multiplayer: Defeat the game with a friend in co-op play or compete online against other players over Xbox LIVE and aim for the top. [Taito]",58
Bird Mania 3D,2012-05-03,E,Bird Mania 3D has players take the role of Mojo as he begins a frantic chase after his friends so he can go on vacation too.,51
PONG Quest,2020-05-07,E,"Embark upon an epic adventure in PONG Quest as you take on the challenge for King and country in a journey across numerous themed dungeons populated with all manner of paddles, puzzles and balls.

Customize your hero and take up the challenge in new PONG battle gameplay featuring over 50 different types of balls each with their unique abilities. Solve puzzles and gather precious loot as you uncover the secrets of the Orbs on a journey to unlock the mystery of the Spooky Door.

Play with up to 4 other players in multiplayer mayhem battles, select your balls and perfect your own loadout as you clash with other paddles for supremacy within the PONG universe.

No balls, no problem! Play with classic rules and show the world who is the best paddle on the planet.",47
Discs of Tron,2008-02-13,E,"[Xbox Live Arcade]  Discs of Tron, a follow-up 1983 arcade game, enables players to fight Sark, the defender of Master Control Program, in one-on-one battles taking place in three-dimensional futuristic arenas. Players must move between platforms while throwing energy-charged discs at Sark and deflecting oncoming discs to avoid being ""derezzed."" The game includes the original version as well as an enhanced version with new graphics and audio features. Through Xbox LIVE Arcade, players can also compete in both games against another player in four online modes. [Disney Interactive Studios]",44
Q*bert: Rebooted,2015-02-17,E,"Q*bert is Back @!?@!

One of the most critically acclaimed and commercially successful arcade games of the 1980s is back in its classic pixel perfect 2D form, and a re-imagined Rebooted version with state of the art 3D game-play and graphics that remain faithful to the original concept. Now optimized for PS3, PS4 and 'PS VITA', both versions are exciting twitch games requiring keen puzzle solving skills and logic

First introduced in 1982 by Gottlieb, Q*bert was critically-acclaimed and went on to become one of the most successful arcade game of all time (behind Pac-Man and Donkey Kong). It inspired home versions of cabinets, a variety of Q*bert merchandise, numerous copycat games and even an animated TV series.

Q*bert Classic stays true to the original in all its jagged 2D pixel art glory, now optimized for PS3, PS4 and PS VITA. As the title grawlix spewing character, players jump around an isometric cube pyramid and convert each blocks color while avoiding familiar adversaries Coily, Ugg, Slick, Sam, Wrong Way and Red Ball. Levels become progressively harder with more enemies blocking your path and the tiles requiring multiple jumps to change to the required color.

Q*bert Rebooted takes the arcade classic and catapults it into the 21st century 3D game play that takes full advantage of todays technologies yet remains faithful to the original Q*bert. Featuring hexagonal blocks instead of squares, Q*bert Rebooted introduces new enemies, playable characters, power-ups, traps, gem collecting, multiple characters, downloadable content and new ways to play.

-Level Select  replay all previously unlocked levels and track progress against friends
-New Playable Characters  introducing Q*zard, Q*bertha, Q*bot, Q*zilla, Q*tee, Q*knight and Q*nicorn, all based on the original Q*bert form
-3 New Enemies  the classic cast of adversaries are joined by new enemies Homer, Uppercut and Treasure Chest",44
New Rally-X,2006-12-27,E,"[Xbox Live Arcade]  New Rally-X, the sequel to ""Rally-X,"" is an arcade classic that was released in 1981. It features new courses and adjustments to the enemy cars, improving the overall game balance, as well as new graphics and background music. Flags: Collect all the flags while avoiding enemy cars with new features such as the Lucky Flag, which awards you points depending on your remaining fuel. Specials: Collect the Special Flag to double the points of all remaining flags. [Microsoft]",43
Dragon's Lair,2012-05-18,E10,This game is a faithful recreation of the classic Dragon's Lair arcade game.,41
Basement Crawl,2014-02-25,T,"Enter the basement, explore dark, sinister arenas and be at one with the insanity. Bomberman inspired mechanics bring party games to the next generation level. Staying alive won't be easy. The only way to survive is to become death itself, crushing all opponents. Fight with, or against your friends in a intensive, packed with action online and offline game modes. And remember, because of the horror-based graphics and themes, it's best if you don't play this game alone in the dark. You never know what might be hiding behind you.

-Dynamic action game that can be played even by four players on one PlayStation4 system at the same time.
-Up to 8 players online on the battleground.
-Dozens of traps and skills make lots of different ways to slaughter your opponents
-Pick from four characters, take advantage of their skills and play it in your own style
-Video output in Full HD 1080p requires 1080p native display.",27
