title,release_date,rating,description,metascore
Theatrhythm Final Bar Line,2023-02-16,T,"A rhythm action game packed with 385 carefully selected music tracks from across the whole FINAL FANTASY series. ♪ The music of FINAL FANTASY comes together here. Includes popular tracks from a total of 46 different games, featuring the latest music from FFI through to FFXV in the main series, as well as remakes, spin-offs and various different soundtrack CDs.
Relive the thrilling battles and soaring emotions alongside beautiful music and video.

♪ Throw yourself into the rhythm
Push the buttons in time with the music to match triggers moving across the screen on 3 different types of stage. With easy to learn controls and four different difficulty settings, anyone can jump in and have fun straight away.
Also supports controller sharing play using a Joy-Con™ controller.

♪ Online multiplayer for up to 8 players
Introducing riotous online Multi Battles where everyone plays together! Interfere with the other players plans and make clever use of your Burst abilities to turn the tables and grasp victory.
Don’t forget to exchange ProfiCards once the battle is over!

♪Put together the party of your dreams with a total of 104 characters to choose from.
Meet cute versions of many classic characters and monsters from the series as exciting RPG battles play out alongside the rhythm action. Gather and power up your team to beat the next stage.",87
Patapon,2008-02-26,E,"For years the Patapon tribe has lived in the desolate frontier, driven from their home by the evil Zigoton army. Behind the Patapons' cute exterior, lies a fierce warrior spirit that can only be commanded by the beat of their God’s war drum. They wait for the day that the ""Almighty"" will return, to lead them against their enemies and bring them back to their homeland. Finally, their wait has come to an end as the drums of war are heard once again. Rhythm and Action Collide – Master up to six different drumbeats to command the Patapon troops to march, attack, defend, power up, retreat, and use magic. Combine the various chains of drumbeats to address each unique level, leading the Patapons to victory over the Zigoton enemy forces. Strategic Gaming – Patapon delivers a strong element of strategy by requiring players to properly customize and build up the Patapon army, arm each soldier with particular weapons and armor, and position them correctly for battle. Mission Variety – Take part in more than 30 specific missions including hunting, escort, and boss battles, and explore numerous vivid environments along the way. Players will discover and access more than 100 items and weapons throughout the adventure. Unique Art Style – French graphic artist Rolito, noted for his abstract art style seen in collectible toys, animation, and websites, lends his skills to create a variety of unique characters and environments, bringing the Patapon world to life. Mini-Games – Five music-based mini-games allow players to earn bonuses and upgrades to further customize the Patapon warriors. Music – Captivating and dramatic original music builds dynamically as players march and encounter enemy battles throughout each level. [SCEA]",86
Amplitude (2003),2003-03-24,T,"The sequel to Sony's ""Frequency"" features music from such artists as David Bowie, Weezer, Garbage, Quarashi, Logan 7. Trigger drum, bass, vocal, and guitar tracks by tapping the control pad in time to rhythm, and you'll generate an amazing lightshow to accompany your musical stylings. Even better, Amplitude is compatible with Sony's online adapter, so multiplayer game aren't limited to folks sitting around in your living room. Online options will include full chat modes and a ranking system, as well as the ability to create a remix online, which can be saved by the system for other players to listen to and play.",86
Beat Saber,2018-11-20,E,"Enjoy precisely handcrafted levels and exclusively created electronic dance music, all embedded in an appealing futuristic world. Swing your sabers, match the color and the right direction to slash the cubes, and keep up with the adrenaline-pumping music…",86
DJ Hero 2,2010-10-19,T,Activision's turntable-based rhythm game is coming back for an encore.,86
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,2019-06-13,E,"In the latest rhythmic action-adventure from Brace Yourself Games, you can enjoy the gameplay of Crypt of the Necrodancer in the setting of The Legend of Zelda series. As Linkor even as Princess Zeldayou'll explore the randomly generated overworld and dungeons on a quest to save Hyrule. Every beat of each remixed, The Legend of Zelda tune is a chance to move, attack, defend, and more, so stay one step ahead of each enemy and bossor face the music. From modern-looking Lynels to the Hyrulean Soldiers of old, you must master the instinctive movements of each pixel-art enemy, and strategically outstep them in rhythmic combat. So equip yourself with an arsenal of iconic Legend of Zelda items, as well as the spells and weapons from Crypt of the Necrodancer. You must be prepared to face Hyrule's most wicked bosses, which have been transformed by magic, granting them mighty, new forms!

* A rhythmic action-adventure game in the world of the Legend of Zelda series
* Explore the randomly generated overworld and dungeons to save Hyrule as Link or Princess Zelda
 Use items from the Legend of Zelda series, plus spells and weapons from the Crypt of the Necrodancer game
* Outstep legendary enemies and bosses in rhythmic combat
* Keep the beat with 25 remixed classic Legend of Zelda tunes",85
Guitar Hero III: Legends of Rock,2007-10-28,T,"Fire up the fretboard, crank up the amp and get ready to rock like never before. Guitar Hero III: Legends of Rock drops you into the spotlight of the largest and most legendary rock concert ever. The star-studded soundtrack includes master tracks by such legendary artists as Guns N’ Roses, The Rolling Stones, Beastie Boys, Muse and Pearl Jam, with added songs as made legendary by Kiss, Alice Cooper and Heart. Now drop that air guitar, tune your exclusive new Les Paul Guitar Controller and shred the night away with Guitar Hero III: Legends of Rock. [Activision]",85
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013-02-26,T,Runner 2 - Future Legend of Rhythm Alien is inspired by the Bit.Trip series originally released on Nintendo platforms.,85
Guitar Hero World Tour (2008),2008-10-26,T,"Guitar Hero World Tour marries Guitar Hero's guitar gameplay, with a cooperative band experience that combines the most advanced wireless instruments with revolutionary new online and offline gameplay modes. The game features a slick newly redesigned guitar, a genuine electronic drum kit and a microphone, as well as an innovative Music Studio music creator that lets players compose, record, edit and share their own rock and roll anthems, along with online Band Career and 8-player ""Battle of the Bands."" Guitar Hero World Tour is comprised entirely of master recordings from some of the greatest classic and modern rock bands of all-time including Ozzy Osbourne, Van Halen, Linkin Park, The Eagles, Sublime and many more. Additionally, the game offers significantly more localized downloadable music than ever before on all of the next-generation consoles. Budding rock stars are also given creative license to fully customize everything from their characters’ appearance and instruments to their band’s logo and album covers. Featuring three drum pads, two raised cymbals and a bass kick pedal, the drum controller combines larger and quieter, velocity-sensitive drum heads with soft rubber construction to deliver authentic bounce back and is easy to set up, move, break down and store. Virtual musicians can live out their rock and roll fantasies by playing either a single instrument, or any combination of instruments, in addition to the full band experience. Guitar Hero World Tour introduces Battle of the Bands mode which allows eight players to join online and challenge each other band-to-band to determine who is the best of the best. In the Band modes, up to four players can jam together, online or off, as they progress through the game, and in single-player Career Mode, players can jam on any of the instruments in branching venue progression enabling them to rock out in the order of their choice. The game's Music Studio lets players express their musical creativity by giving them access to a full compliment of tools to create digital music from scratch, utilizing all of the instruments, and then play their compositions in the game.  Music creators can share their recordings with their friends online through GHTunes where other gamers can download their unique compositions and play them. [Activision]",85
DJMax Respect,2018-03-06,T,Meet the legend of music game again on PlayStation 4. Enjoy variety of legendary DJMAX classics and also new songs at 'DJMAX RESPECT'.,85
Guitar Hero 5,2009-09-01,T,"For the first time ever, players can customize the make-up of their band by rocking with any combination of instruments in-game: whether it be two guitars and two drums, or three guitars and a microphone, any combination is possible, allowing players to experience music their own way. Brand new, innovative, easy-to-use gameplay modes like Party Play and RockFest put fun, competition and control at center stage as fans tailor the Guitar Hero experience to match their personal style and interests. For extended hours of entertainment, downloadable content from Guitar Hero World Tour is compatible with the game and can automatically be updated to include all of the upgrades and enhancements of Guitar Hero 5. Guitar Hero 5 features the strongest, most varied set list to-date comprised of master tracks from 85 of the hottest bands of today and the biggest classic acts including; Kings of Leon, The Rolling Stones, The White Stripes, Santana, Vampire Weekend, Tom Petty, Johnny Cash, Bob Dylan, plus more than 25 artists from a variety of music genres that are making their music video game debut. Among the first-time-ever features of Guitar Hero 5 are: Party Play, where players can jump in or drop out of gameplay seamlessly; RockFest, a comprehensive competitive experience available featuring five new head-to-head modes playable online or in your living room; and the ability to play the entire set-list from the first time the game is turned on. Guitar Hero 5 refines the player experience, enhances the art style and redesigns core features such as GHMusic StudioSM, making it the most accessible, fun-to-play and authentic experience for seasoned music gamers as well as first-time players. New innovations such as Band Moments, where bands are rewarded for hitting special note streams together and song challenges where gamers are tasked to play through a song a specific way, add a new competitive layer of excitement and accomplishment to the music rhythm genre. [Activision]",85
AudioSurf,2008-02-15,Rating not found,"Ride your music. Audiosurf is a music-adapting puzzle racer where you use your own music to create your own experience. The shape, the speed, and the mood of each ride is determined by the song you choose. You earn points for clustering together blocks of the same color on the highway, and compete with others on the internet for the high score on your favorite songs. Audiosurf on Steam includes The Orange Box soundtrack, integrated with the game to enable ""Still Alive"" surfing and more. In addition, Audiosurf is one of the first titles to leverage the recently announced Steamworks, offering full support for the Steam Achievements that appear on Steam Community profile pages. [Valve]",85
Sound Shapes,2012-08-07,E,"Sound Shapes has you play, compose, and share on the NGP in this side-scrolling platformer, where you create music with your actions using the touch screen.",84
Guitar Hero: Metallica,2009-03-29,T,"Guitar Hero: Metallica takes music fans through the band’s fabled library of songs, plus the music and musicians who influence them. When the house lights go down, virtual rock stars across the globe will shred, drum and wail to an explosive set list featuring over 45 tracks from Metallica’s illustrious career and a wide variety of other legendary artists personally selected by the band, such as Queen, Foo Fighters, Bob Seger, Lynyrd Skynyrd, Slayer and Judas Priest. Featuring tracks from every Metallica studio album, the complete Guitar Hero Metallica on-disc set list includes their following hits: All Nightmare Long, Battery, Creeping Death, Disposable Heroes, Dyers Eve, Enter Sandman, Fade To Black, Fight Fire With Fire, For Whom The Bell Tolls, Frantic, Fuel, Hit The Lights, King Nothing, Master of Puppets, Mercyful Fate, No Leaf Clover, Nothing Else Matters, One, Orion, Sad But True, Seek And Destroy, The Memory Remains, The Shortest Straw, The Thing That Should Not Be, The Unforgiven, Welcome Home (Sanitarium), Wherever I May Roam, and Whiplash. Complementing Metallica’s intensity are 21 rockin’ tracks personally chosen by the band, including ""War Ensemble"" by Slayer. [Activision]",84
Thumper,2016-10-10,E10,"Thumper strips rhythm gaming down to its core.  Classic rhythm-action is combined with speed and satisfying physicality.  With one analog stick and one button, you control a space beetle while hurtling through stunning and treacherous worlds.  Each rhythmic hit, crash, and impact is interwoven with an original soundtrack by Brian Gibson of the acclaimed noise-rock band Lightning Bolt.",84
Hatsune Miku: Project Diva Future Tone - Colorful Tone,2017-01-10,T,"Explore the infinite world of Hatsune Miku through the most comprehensive Project Diva game ever released! Hatsune Miku: Project Diva Future Tone Prelude comes with two songs and modules to customize. To unlock the full potential of Future Tone, purchase two packs bursting with 220 songs: Future Sound and Colorful Tone. [Playstation.com]",84
Hatsune Miku: Project Diva Future Tone - Future Sound,2017-01-10,T,"Explore the infinite world of Hatsune Miku through the most comprehensive Project Diva game ever released! Hatsune Miku: Project Diva Future Tone Prelude comes with two songs and modules to customize. To unlock the full potential of Future Tone, purchase two packs bursting with 220 songs: Future Sound and Colorful Tone. [Playstation.com]",84
DJ Hero,2009-10-27,T,"DJ Hero drops the needle with a completely fresh experience and legendary artists including Black Eyed Peas, 50 Cent, Justice, Marvin Gaye, Beck, Beastie Boys and N.E.R.D. DJ Hero features more than 100 individual songs that have been transformed into more than 80 exclusive, original mixes by superstar DJs including DJ Shadow, DJ Z-Trip, DJ AM, and the legendary Grandmaster Flash. With an innovative, new turntable controller and the hottest music collection of original music, DJ Hero is a unique new social music gaming experience that excite the millions of dance club music fans who can now play along to hit songs from a range of genres including hip-hop, R&B, pop, rock and electronica allowing them to rule the party with original mixes. Joining the internationally acclaimed DJ, producer and recording artist DJ Shadow, who has been consulting and contributed several mixes for DJ Hero, and making their video game debuts, DJ Z-Trip, a founder of the mashup movement who’s known worldwide for his sold out shows and eclectic style, and DJ AM, one of the world’s premier and most in-demand DJs today, appear as in-game characters and have each created multiple exclusive mixes for DJ Hero. In DJ Hero, faces in the crowd are transformed into the life of the party as the game’s turntable controller - created exclusively for DJ Hero and featuring familiar DJ tools including a fully-rotating turntable, sample buttons, effects dial and cross fader - immerses fans into the authenticity of DJ culture and a sea of music. By utilizing and mastering various DJ techniques including scratching, blending, cross fading and sampling, while leaving room for creative expression with a variety of effects and player chosen samples and scratches, gamers rule the party performing music as only a DJ can. Social expression is heightened with euphoric multiplayer gameplay where two DJs can battle competitively or have a player join in to emcee over any track in the game with a mic. Additionally, gamers can rock together as DJ Hero features DJ-guitar exclusive mixes played with a turntable controller and Guitar Hero guitar controller. [Activision]",84
Sayonara Wild Hearts,2019-09-19,E10,"Sayonara Wild Hearts is a dreamy arcade game about riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph. As the heart of a young woman breaks, the balance of the universe is disturbed. A diamond butterfly appears in her dreams and leads her through a highway in the sky, where she finds her other self: the masked biker called The Fool. Journey through a custom-written pop soundtrack, chase scores, and set out to find the harmony of the universe, hidden away in the hearts of Little Death and her star-crossed allies: Dancing Devils, Howling Moons, Stereo Lovers and Hermit 64.",84
Just Shapes & Beats,2018-05-31,E10,"A game about shapes, and about beats. Duh.",83
Karaoke Revolution (2003),2003-10-24,E,"Turn your PlayStation 2 into a high-end, interactive karaoke machine with Karaoke Revolution, the latest in Konami's award-winning line of music video games. Featuring an impressive list of tunes from current hits to yesterday's classics, Karaoke Revolution will give gamers of all types something to sing about. Sing your favorite tunes while Karaoke Revolution judges you. Perform your way to the ultimate concert venue in Showtime Mode. Choose from a list of hits from the 70's, 80's, 90's and today! Utilizes the Sony USB headset microphone for PlayStation 2. [Konami]",83
Rhythm Heaven Fever,2012-02-13,E,"Known as ""Beat the Beat: Rhythm Paradise"" in the UK/EU. Feel the Beat and Get into the Rhythm Rhythm Heaven Fever promise to be the quirkiest, most charming rhythm game you and your friends will ever play.",83
Rhythm Heaven,2009-04-05,E,"(Also known as ""Rhythm Paradise"")  Rhythm Heaven is a simple and infectious rhythm game that anyone can play. If you can tap your finger in time to music, you'll get the hang of Rhythm Heaven in no time. Players hold the Nintendo DS system sideways like a book and tap their stylus on the touch screen to the rhythm of the music. Players tap, slide or flick the stylus to hit the right beat. Rhythm Heaven features catchy tunes, charming characters and a wide variety of rhythm games. [Nintendo]",83
Rhythm Heaven Megamix,2016-06-15,E,"(Also known as ""Rhythm Paradise Megamix"") Test your rhythm by chopping wood, sticking speeding viruses with forks and playing badminton while flying an airplane, all in time to catchy tunes in this deceptively challenging rhythm game. The accessible controls and catchy music, combined with the new visual feedback system, make this a great entry in the Rhythm Heaven series. Can you match the beat and reach Rhythm Heaven?

FEATURES:

-Features updated rhythm games from the Game Boy Advance, Wii and Nintendo DS Rhythm Heaven games.
-A combo of new rhythm games, fan-favorites, and U.S. debuts make this the ultimate Rhythm Heaven game
    Rhythm Heaven Megamix includes more than 70 rhythm games, the most in the series.
-Some Rhythm Heaven rhythm games found only in Japan make their North American debut with new music.
-Soundtrack created with help from legendary Japanese music producer, Tsunku&#9794;.
-Encounter others with the StreetPass feature for a chance to match their punching robot's skills in a 1-on-1 battle.
-Play with up to four players simultaneously and take on special multiplayer rhythm games to earn Flow Balls (additional systems and games required for multiplayer mode; sold separately).
-Purchase additional rhythm games by spending Flow Balls.",83
Frequency,2001-11-19,E,"Utilizing songs from major artists, players mix and remix songs through each of eight different instrument types. If remixed correctly, players can freestyle to create their own music. With 6 unique game modes, top hits from major bands, stunning 3D graphics, and video sequences of your favorite bands, FREQUENCY stays in tune with ""the most immersive musical gameplay experience ever."" [SCEA]",83
Theatrhythm Final Fantasy: Curtain Call,2014-09-16,T,"THEATRHYTHM FINAL FANTASY CURTAIN CALL expands on the original in every way with new gameplay modes, 221 songs, and over 60 playable characters. Featuring music that spans the full breadth of the storied FINAL FANTASY franchise, players tap along to the memorable beats and harmonies as the adorable, stylized characters battle and quest through their worlds.",83
SingStar (2008),2008-05-20,T,"SingStar PS3 takes the successful interactive singing experience established with the multi-million selling global PlayStation2 franchise to the next level with personalization and community taking center stage. SingStar PS3 allows you access to a catalog of hundreds of downloadable songs featuring the real artists and videos, via the PS3 online SingStore. Become a global star as you share your SingStar experiences with friends and the online SingStar community via captured video, audio and photos. [SCEA]",82
Hatsune Miku: Project Diva MegaMix+,2022-05-26,T,"Take the stage! The hit rhythm game series returns with exciting new features:

- Mix it up and choose from two playable modes: traditional button control-based Arcade Mode or the new motion control-based Mix Mode. Featuring fan-favorite classics and new hits, choose from over 100 songs for endless rhythm fun!
- Take advantage of new customization features! Choose from over 300 costumes, and design custom T-shirts in the new T-shirt editor.
- Create playlists for your favorite music videos!

No matter where or when, her music will be sure to reach your heart!",82
Gitaroo Man,2002-02-19,E,"An entirely new type of music/rhythm game, where your instrument is your weapon to fight against evil. Unlike traditional music games which simply featured pressing buttons in rhythm with on screen actions, Gitaroo-Man requires players to use both the analog stick and the controller buttons at the same time, controlling the on-screen character with jumps, ducks and attacks. [KOEI]",82
Karaoke Revolution Volume 3,2004-11-09,E,"In response to popular demand, Karaoke Revolution 3 will let karaoke crooners sing with - and compete against - friends with the addition of duel microphone support and exciting new modes for two mic gameplay. In addition, Karaoke Revolution Volume 3 includes more than 35 new songs. Duets mode lets aspiring pop stars play as a team and shoot for high scores by singing along to classic karaoke duet tunes such as ""Under Pressure,"" ""Love Shack"" and ""Ain't No Mountain High Enough."" Players can even practice their separate parts and learn how to harmonize with each other to achieve the perfect score. For some friendly competition, two players can square off and take turns singing every other phrase in a song while joining together during the chorus in Sing-Off mode. The player with the most points at the end of the track wins. Knockout mode offers the fiercest karaoke battle yet, pitting players against each other while singing the same song in unison. A battle meter keeps track of the gamers' progress and when it fills up for one player, the other is knocked out! The collection of well-known tunes includes ""Beat It,"" ""Killing Me Softly,"" ""New York, New York"" and ""You're The One That I Want."" [Konami]",82
Tadpole Treble Encore,2021-01-21,E,"Face the music in Tadpole Treble Encore, a charming, harmonious odyssey.
The award-winning rhythm-based action game is coming to you! Featuring “some of the best video game music ever” according to Real Otaku Gamer, Tadpole Treble invites players to embark on a thrilling adventure through sheet music. Escape predatory piranhas, flirtatious admirers and more as you make your way back home. Or forge your own path—and songs—in the game’s extensive Composition Mode.",82
Rock Band Rivals,2016-10-18,T,"The Rock Band Rivals expansion brings new features to Rock Band 4. Perform your way through an epic rock documentary about your band in a new campaign mode, join Crews to prove your skill and crush your opponents through weekly online challenges, and get a free backstage pass to months of additional game updates, including Synchronous Online Multiplayer with your friends this holiday. [Harmonix]",82
Cytus Alpha,2019-04-25,T,"Cytus Alpha is the evolutionary version of the popular mobile game, Cytus. The Switch version features new visuals and over 200 songs, including newly written songs and collaboration tracks. A new leaderboard mode is added where players can post scores against other players online.",81
Fuser,2020-11-10,T,"Work your way from the basics of mixing all the way to expert level techniques as you perform shows across 6 larger than life stage venues, each with its own signature style.",81
VOEZ,2017-03-09,T,"VOEZ is played by touching falling notes in time with the music.

Set in a fictional town named Lan Kong Town, which is modelled after Yilan in Taiwan, the story is centred around six high school students who form a band that eventually achieves international fame.

Gameplay is simple, requiring players to touch vertically falling notes that have hit a bar on the bottom of the screen.

Depending on the song, the number of lanes for the notes increases and they shift side to side, making the screen look as if it is dancing to the music.

There are over 100 songs in the library. Three difficulty levels  Easy, Hard and Special  are available. Players are able to choose difficulty levels according to their skill so they may enjoy all pieces.",81
Bit.Trip Flux,2011-02-28,E,Bit.Trip Flux is the final adventure for CommanderVideo.,81
SUPERBEAT: XONiC,2015-11-10,T,Fully compatible with PlayStation TV.,81
Hatsune Miku: Project Diva f,2014-03-04,T,Hatsune Miku: Project Diva F lets players join Hatsune Miku in an all-new rhythm video game featuring selections from her popular songs.,81
AVICII Invector Encore Edition,2020-09-08,T,"Soar through vocal melodies, sweep each fade and attack every beat in 25 of AVICII’s biggest hits, in this enthralling futuristic rhythm-action experience – AVICII Invector.",81
Gitaroo Man Lives!,2006-11-14,E,Bus rides and train journeys will never be the same again with Gitaroo Man blasting out those power chords as he defends the universe from the clutches of Zowie and the Gravillian family. Utilising the PSP's analogue capabilities to brilliant effect the game will also enable players to battle it out on two PSPs via wi-fi play or join forces in the brand new Duet mode. If you missed out on Gitaroo Man's first outing on PS2 this is your chance to indulge in a rhythm action experience like no other. [KOEI],80
Karaoke Revolution,2004-11-10,E,"Turn your Xbox into a high-end, interactive karaoke machine with Karaoke Revolution, the latest in Konami's line of music video games.  Karaoke Revolution features a varied list of tunes from current hits to yesterday's classics.  With the Xbox Communicator, you'll not only sing song, but get judged on your performance--so make sure you're on key.  Take your voice to the ultimate concert venue in Showtime mode. This version of Karaoke Revolution also features more than 10 Motown classics and additional songs that you can download via Xbox Live.",80
Zero D Beat Drop,2009-11-11,E,"[Xbox Live Arcade]  The fusion of ""rhythm"" and ""puzzle"" creates a completely new kind of game in 0D Beat Drop! Drop pieces along with the beat, and go for the win with explosive chains. In addition to the single player mode with over 100 stages, online play includes options such as playing against a single player, playing with four players total, or having a team battle! The unique ""Beat-O-Matic"" function analyzes your own songs and lets you use them in the game. Feel the rhythm of the beat! [Arc System Works]",80
Bit.Trip Beat,2009-03-16,E,"[WiiWare]  BIT.TRIP BEAT is a rhythm game that brings retro action into the present, letting you use the motion-sensing Wii Remote controller to bounce beats. Retro visuals, classic game play, four-player multiplayer and an 8-bit soundtrack will get you in the zone and rock your world. The challenges are mighty, but if you can stay cool as the difficulty increases, you'll discover the beginnings of the BIT.TRIP saga. [Nintendo]",80
Guitar Hero Live,2015-10-20,T,"Guitar Hero Live mode inserts you onstage, looking out: you get a first-person perspective as a real crowd reacts to the notes you play. Or switch over to GHTV - a playable music video network, where you can play along in real time, discover new music, and challenge friends around the world.",80
