title,release_date,rating,description,metascore
Fuga: Melodies of Steel,2021-07-29,Rating not found,"""We have to fight! If we don't, everyone we love will be taken away!"" One fateful night, a peaceful village is thrown into the flames of war. Determined to save their families, a group of children boards a giant tank and begins an offensive charge! Fuga: Melodies of Steel is an RPG where you place children, each with their own unique characteristics and skills, at different gun turrets in a tank to fight against the enemy.

Living inside the tank, the children show emotion and gain affinity amongst each other. Manage these both to change the outcome of their journey!

-A mysterious ancient weapon: The Taranis
Taranis, the giant tank sheltering the children, conceals many mysteries and somehow seems to have its own will. In situations of crisis, it can release a forbidden weapon, the dreadful Soul Cannon.

-Your adventure. Your choices.
Will you make sacrifices for victory? Or will you seek another path?
In this RPG, many choices have to be made in order to progress...but taking the safest road may not always be the best option. 

Faced with a desperate situation, what course of action will you choose?",84
Half-Minute Hero,2009-10-13,E10,"As the last wandering sage and final hope for humanity, it is up to the protagonist to somehow transcend time and death to unite these legends and their unique powers in one last battle against the ultimate evil lord. Fast-paced Action for Instant Gratification - A fresh new way to play games, clearing stages in 30-second intervals. Four Completely Different and Unique Game Play Modes - Four distinct storylines and modes that encompass an action RPG, a shooter, an escort mission, and a strategy game, keep the gameplay fresh and varied. [Xseed]",84
LISA: Definitive Edition,2023-07-18,M,"After a mysterious event known only as the “White Flash” wipes out all women in existence, warlords, imbeciles and perverts are left to rule the world of Olathe. Follow Brad’s relentless journey through the barren wasteland making sacrifices and cutting off arms to save party members, fighting through countless unique monster and enemy encounters, beating up old friends and past traumas and doing whatever it takes to save his daughter, the last girl alive…",83
Roadwarden,2022-09-12,Rating not found,"A brave stranger putting your life on the line to make a difference in this grim fantasy world. While most people would never risk a solitary journey through the wilder parts of the land, you willingly accept the struggle. You guard travellers, connect isolated villages, support merchants, and repel attacking creatures, bandits, or even undead.

A powerful merchant guild has called on your services, sending you on a journey into the unknown planes of a mysterious peninsula in the hopes to expand the guild's influence even further.

Explore this world and gather as much information as possible to reveal the secrets surrounding the area. It's a dangerous task, but an equally respectable one.

Roadwarden is an illustrated text-based RPG that uses isometric pixel art and combines mechanics borrowed from RPGs, Visual Novels, adventure games, and interactive fiction, such as inventory puzzles, dialogue choices, character abilities and progression, hit points. simple survival mechanics. or quests restricted by in-game time.",83
Eastward,2021-09-16,T,"In the near-future, society is starting to collapse, and the human population is at an all-time low. A deadly toxic presence has spread across the land, destroying and devouring everything in its path.

Those who could escape the miasma flocked to underground villages to start a new life. But for a hardworking miner and a mysterious young girl, the hope of a thriving outside world beckons

Escape the tyrannical clutches of Sandfill's subterranean society and join Eastward's unlikely duo on an exciting adventure to the land above! 

Discover beautiful yet bizarre settlements and make new friends as you travel across the world by rail.",82
Legend of Grimrock,2012-04-11,Rating not found,"Legend of Grimrock is a dungeon crawling game inspired by oldschool classics of the genre while still bringing its own twists to the game. The game features survival, combat, magic, puzzles and role-playing elements. The player is a prisoner sentenced to death and exiled to the secluded Mount Grimrock for vile crimes he may or may not have committed. Unbeknownst to his captivators, the mountain is riddled with ancient tunnels and dungeons. The player's mission is to form a team and escape by descending through the mountain, level by level. During the journey the player encounters mysterious puzzles, deadly traps, ancient tombs and horrible monsters left behind by crumbled civilizations long perished now. Find out more at http://www.grimrock.net",82
Child of Light,2014-04-29,E10,"Child of Light is a digital download, 2D side-scrolling role-playing game inspired by the art style of Studio Ghibli.",82
Loop Hero,2021-03-04,Rating not found,"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.",82
Darkest Dungeon: The Crimson Court,2017-06-19,T,"Darkest Dungeon®: The Crimson Court is the first expansion for the award-winning grim and gothic RPG by Red Hook Studios. Crimson Court is a parallel campaign experienced alongside the main Darkest Dungeon content that will provide you with new challenges and variation at every difficulty level. The narrative grounding sheds some light on the Ancestor’s early days, and will be presented in the same style of cut-scenes you’ve seen elsewhere in the game.",82
Symphony of War: The Nephilim Saga,2022-06-10,Rating not found,"Enter Tahnra, a land savaged by war. You, a fresh academy graduate with humble beginnings, will grow to lead a grand army against a corrupt adversary. Gather heroes, form bonds, and lead your force in turn-based battles. Make use of tactics, terrain, morale and more to bring peace to the land!",81
Everhood,2021-03-04,E10,An UNCONVENTIONAL ADVENTURE RPG that takes place in an inexpressible world filled with amusing musical battles and strange delightful encounters. To put it simply: You are in for a ride.,81
My Time at Sandrock,2023-11-02,E10,"My Time at Sandrock-Just like My Time at Portia, takes place in a wholesome post-apocalyptic world around 300 years after the Day of Calamity.

You'll take a job offer in the city-state of Sandrock, assume the role of a fledgling Builder being sent to a wild and rugged townscape. It's up to you and your trusty toolset to gather resources, build machines, and fix up your workshop into a well-oiled production machine, and save the town from the jaws of economic ruin, as well as a few other unexpected complications.

Key Features:

CUSTOMIZE AND BUILD YOUR WORKSHOP: You'll have an intricate set of machines that all work together to produce parts of huge structures for the town that you assemble piece by piece, or head to your worktable to craft hundreds of unique items that can help out individual townspeople or be placed throughout your own homestead.

EXPLORE THE OPEN WORLD: You'll explore the vast deserts surrounding Sandrock, diving into ruins to find ancient relics from the Old World, facing the dangers of dungeons and their denizens, then return to your homestead with encumbering bags of treasure in tow. 

MORE ELABORATE STORY AND DEEPER CHARACTERS: a vastly enriched storyline, hundreds of side-quests boasting over 30 completely new characters, each getting more attention than before with their own story to discover, as well as the return of a few familiar faces for fans of the series. 

NEW COMBAT: a revamped combat system that allows the player to quickly shift between melee combat and 3rd person shooting mechanics.

SKILL UP: Level up your character with a variety of skills to aid you in your adventures. Decide on whether to boost your crafting, combat or social skills depending on your play style.

AND THERE'S MORE: You'll take your profits and convert the empty prairie lands around you into farmable land for a more leisurely lifestyle, then sell your crops, or transform them into delicious dishes. There is an original soundtrack with dynamic in-game music that reflects where the player is and what they're doing. 

You will find everything you enjoyed about My Time at Portia and more, and you will feel right at home in the delightful life-sim RPG that is My Time at Sandrock.",81
Honkai: Star Rail,2023-04-26,T,"Honkai: Star Rail features a game world awaiting discovery with elements of myths and legends blended into the space sci-fi story. 
 
Honkai: Star Rail invites players to board the Astral Express and travel across unique worlds, each filled with different adventures and surprises. During the whirlwind trip of a star-chasing ride, players will meet new companions as well as faces familiar to series fans, resolving [Stellaron]-related conflicts, and eventually unraveling the mysteries concealed within.

This role-playing game features a newcomer-friendly strategic turn-based combat system and large maps and mazes involving puzzle-solving and exploration, providing players with epic combat and a journey of discovery full of surprises and rewards.",80
Ruined King: A League of Legends Story,2021-11-16,T,"Rise Against Ruin. Unite a party of League of Legends Champions, explore Bilgewater and set sail for the Shadow Isles to uncover the secrets of the deadly Black Mist. Developed by Airship Syndicate and featuring the art style of legendary comic book artist Joe Madureira, creators of Battle Chasers and Darksiders, Ruined King: A League of Legends Story is the first Riot Forge game that invites you to explore the League of Legends universe. In this immersive turn-based RPG, you will have the freedom to configure your party and control an unlikely group of League of Legends champions, explore the bustling city of Bilgewater and the mysterious Shadow Isles, and experience the Lane Initiative System.",80
Granblue Fantasy: Relink,2024-02-01,T,"""There's always more to explore in this big, blue world Let me show you!""

The journey continues from your smartphone to your PlayStation 4. Captivating character designs and beautiful environments from CyDesignation, the artists behind the original Granblue Fantasy, come to life in 3D by way of PlatinumGames.

PlatinumGames and Cygames are teaming up to create a new story starring beloved characters from Granblue Fantasy sure to delight Granblue and action game fans alike.",80
Paper Mario: The Origami King,2020-07-17,E,"Featuring a new ring-based battle system that mixes puzzle-solving skills with traditional turn-based combat, Paper Mario: The Origami King aims to put new twists in the series' established formula.",80
Phantasy Star Online Ver. 2,2001-09-24,T,"The realm of Phantasy Star Online has increased. Phantasy Star Online Ver. 2 includes all of the original content, and expands the world with more levels, more features, and more evil to combat. Master the Ultimate Difficulty setting, survive the Challenge Dungeon, and reign as the champion of Battle Mode. The evolution of the original revolutionary gaming experience continues.",80
South Park: The Fractured But Whole,2017-10-17,M,"South Park: The Fractured but Whole empowers players to delve into the tender, crime-ridden underbelly of South Park with Coon and Friends. This dedicated group of crime fighters was formed by Eric Cartman, whose superhero alter ego, The Coon, is half man, half raccoon. As The New Kid, players join Mysterion, Toolshed, Human Kite, Mosquito, Mint Berry Crunch and a group of others to battle the forces of evil while Coon strives to make his team some of the most beloved superheroes in history. Creators Matt Stone and Trey Parker were involved in every step of the development of the game. [Ubisoft]",79
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,2009-05-12,M,"A new threat to Japan's Capital calls for the return of its case-solving, tube-slinging Devil Summoner: Raidou Kuzunoha the 14th. When a woman walks into the Narumi Detective Agency and asks to find a man, Raidou's boss is reluctant to accept, but soon it's clear there's more to the case than it seems on the surface. It isn't long before Raidou is on the trail of crooked gamblers, masked ninja, and strange insects... a trail leading him inexorably to the mysterious King Abaddon. Massively upgraded battle system - Advancements to the battle mechanics include a MAG balancing system, dodge and hide abilities, and the ability to command two demons in combat. Use the retooled Weapon Alchemy system to create new swords with unique special attacks. Deeper demon integration - Demon negotiation returns with more than twice the number of demons to attempt to recruit to your side. Create more powerful demons through fusion and skill transfer. Control two demons in battle and choose from more tactical options. [Atlus USA]",79
Rune Factory Frontier,2009-03-17,E10,"From the creators of Harvest Moon and Rune Factory for the DS comes the first installment of Rune Factory for a home console. Developed exclusively for Wii, Rune Factory: Frontier takes full advantage of the Wii's unique controls to fully immerse players in the Rune Factory universe. Rune Factory: Frontier incorporates an open-ended structure that allows players to choose the type of game they wish to experience. Whether it's growing crops, expanding the town, fighting (or befriending) monsters or even falling in love, the experience is unique to each player. [XSEED]",79
The Denpa Men: They Came By Wave,2012-09-27,E,"The Denpa Men: They Came By Wave is a role-playing game in which you collect Denpa Men to form a party, and use this party to explore dungeons.",78
World of Horror,2023-10-19,Rating not found,Experience the quiet terror of this 1-bit love letter to Junji Ito and H.P. Lovecraft. Navigate a hellish roguelite reality with turn-based combat and unforgiving choices. Experiment with your deck of event cards to discover new forms of cosmic horror in every playthrough. The inevitable awaits...,78
The King's Dilemma: Chronicles,2023-01-30,Rating not found,"Lead the King’s Council for generations as the consequences of your decisions decide the kingdom’s resources and political standing. Form alliances, solve dilemmas, and prepare for the final uprising that was foretold by an ancient prophecy",78
Oreshika: Tainted Bloodlines,2015-03-03,T,"Oreshika is a tale of revenge that takes place in ancient Japan. Your clan was sentenced to death for crimes they did not commit, and then had two curses placed on them. You have just been resurrected by a god and are now searching for those who cursed and conspired against your clan so that you may redeem the honor of your family name. [Playstation.com]",78
Expeditions: Conquistador,2013-05-30,Rating not found,Expeditions: Conquistador is a story-driven tactical roleplaying game with a touch of strategic resource management and a pinch of choose-your-own-adventure.,77
Rune Factory 2: A Fantasy Harvest Moon,2008-11-18,E,"Rune Factory 2 is set several years after the first game. The evil Sechs Empire has been defeated, and the Kingdom of Norad is once again at peace. Things may not stay that way for long, however, as dark premonitions foretell of dangers to come.  It's up to player to uncover the source of these premonitions and bring peace to the kingdom once more. Over the course of the story, players will build and develop a farm, befriend townspeople, raise monsters, take on quests, and find a wife. Rune Factory 2 offers innovative Touch Screen controls, easy-to-use menus, and an all-new compelling storyline. In a first for the Rune Factory series, the story of Rune Factory 2 is multigenerational. Players begin the game as Kyle, a strange man who comes to Alvarna Village. Eventually, players will take on the role of Kyle's child, opening up a whole new adventure. It's an innovative feature that allows players to follow the story of their family and the townsfolk over two generations. [Natsume]",77
moon: Remix RPG Adventure,2020-08-27,E10,"Moon is full of so many subtleties in the characters, their strange personalities, and idiosyncratic ways of communicating. We wanted to do even more testing than usual to make sure all of that came through clearly, felt special, and guided you properly through its world.",77
LISA,2014-12-15,M,The miserable journey of a broken man...,77
Wolfstride,2021-12-07,Rating not found,"Wolfstride is a role-playing game about three former partners-in-crime coming to a turning point in their lives. When they inherit a junkyard mecha called Cowboy, they reunite to enter the planet's most elite mecha competition: the Ultimate Golden God Tournament.

Each member of the team lends their unique experience as they prepare to outwit the best mecha opponents from around the world. Between dog-mechanic Duque, mecha pilot Knife Leopard, and jack-of-all-trades Dominique Shade, the core crew's got just about everything covered.

That is... until their simple mission to make money unfolds into a deep, slow-burning exploration of their complex lives, the dark choices of their past, and their inevitable fate",76
Riviera: The Promised Land,2005-06-28,T,"1000 years have passed since Ragnarok, the war between Asgard, realm of the gods, and Utgard, home of the demons. Recently, the floating island of Riviera has been showing signs of the demons’ return. With the gods no longer present, another Ragnarok would mean certain doom for Asgard. The decision had been made to evoke the Retribution and destroy Riviera; the Grim Angels Ein and Ledah were appointed as the executors of this task. Now, two angels descend upon the Promised Land. [Atlus Software]",76
The Denpa Men 2: Beyond The Waves,2013-05-30,E,"The Denpa Men are mysterious little creatures that float around radio waves. They all have their own territory. You can't see them with the naked eye, but you can use your 3DS to find them and catch them.

In this RPG, you can form a team of the Denpa Men you caught and take them on an exciting adventure across the world, in order to save the hero's family. Many wonders and strong enemies await you on your journey!
This game supports StreetPass as well. By passing other players, you can exchange your party information and increase the amount of time you have to explore special dungeons.

You can even battle online now! All you have to do is register for battle, and you'll be able to fight other players at any time you want. Keep winning to earn phenomenal prizes!

If you played the previous game, &quot;THE 'DENPA' MEN: They Came By Wave,&quot; you'll be able to transfer your hero and you'll even be able to bring all of your friends from the previous game into this one!",76
Crimson Shroud,2012-12-13,T,"Follow the tale of a young ""Chaser"" named Giauque, as he and his team find themselves drawn into the mystery of the Original Gift, the Crimson Shroud.",76
Kenshi,2011-11-21,Rating not found,"A free-roaming squad based RPG. Focusing on open-ended sandbox gameplay features rather than a linear story. Be a trader, a thief, a rebel, a warlord, an adventurer, a farmer, a slave, or just food for the cannibals. Research new equipment and craft new gear.",75
Stray Gods: The Roleplaying Musical,2023-08-10,Rating not found,"Gods. Romance. Murder. Musical Numbers?! Play as Grace in a world where Greek Gods live in hiding among us. Change your fate as you draw friends, foes & lovers into song using your powers of musical persuasion to unravel the mystery of the Last Muse's death.",75
Infinite Space,2010-03-16,T,"Infinite Space is a role-playing game in which players assemble a spaceship armada and embark on a cosmic adventure that allows them to delve deep into the vast outer reaches of space, exploring a universe filled with planets and interstellar organizations each with their own culture. Infinite Space follows the story of Yuri, a young crewman that journeys the galactic frontier and slowly moves up the ranks to become captain of his own spaceship fleet. Using over 150 blueprints, players build and customize a huge array of space ships and have over 200 crewmen to recruit. Players battle their way through space to become the strongest fleet in the galaxy while exploring new planets and solar systems. Infinite Space delivers replay value with an epic storyline containing multiple branching story arcs that weave together seamlessly to create one epic tale set amongst the stars. The game also features multiplayer combat through local wireless connection for up to two players. [Sega]",75
The Denpa Men 3: The Rise of Digitoll,2014-05-08,E,"Denpa Men are all around you. Find and catch them to form a party and take them on an exciting adventure!

The Denpa Men are mysterious creatures that live among radio waves. Invisible to the naked eye, they can only be seen and caught by looking through your Nintendo 3DS. In this game, catch Denpa Men, form your team, and head out on an exciting adventure across the world. All to save a special someone!

This time, some Denpa Men can capture monsters, turning them into allies who can be summoned to your side. Capture powerful monsters to turn the tide of battle. Also, your Denpa Men friends now have their own little homes, which can be customized and decorated to suit your style.

Network play is now better than ever. Trade items with players worldwide, and lend or borrow Denpa Men. You can import your hero and bring all your friends from the previous two THE DENPA MEN titles, too.",75
Evil Islands: Curse of the Lost Soul,2001-04-17,T,"Employing the hack-n-slash formula made popular by Blizzard's ""Diablo II,"" this action role-playing fantasy features a character named Zak who awakens with amnesia on a primitive island barely clothed and initially carrying only a bronze knife and must slaughter countless monsters on the quest for his identity.",74
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,2006-10-10,M,"(Known in Japan as ""Devil Summoner: Kuzunoha Raidou"")   Raidou Kuzunoha is a private detective in Japan's Taishou Period of the 1910s and 1920s, but he's much more than just a well-dressed crime scene investigator; he also has the power to capture and conjure demons to do his bidding. Take control of Raidou and his otherworldly companions, guide them through thrilling episodes of action and intrigue, and learn the incredible secrets of the Soulless Army. Detailed real-time combat sequence with swords, guns, combo attacks, and devilish helpers. Photorealistic graphics that transport the player to 1920s Japan. Puzzle-solving with the use of carefully chosen demonic powers. Character design by legendary illustrator Kazuma Kaneko. [Atlus]",74
RPG Time: The Legend of Wright,2022-08-18,E10,"It's time for adventure! When school's out, it's RPG time!

Let's play an RPG that's hand-drawn by a game-loving boy named Kenta, who drew it all on his notebook. Fun and exciting gimmicks and tricks appear every time you turn the page!

While the game's title contains the term ""RPG,"" players will soon find themselves playing games other than the hand-drawn RPG on a notebook: a world made from cardboard and stationary strewn across a desk will also have players play action, adventure, side-scrolling shooters, and command battle games! The game is absolutely chock full of Kenta's playful imagination!

Taking fifteen years to conceive and 9 years to develop, ""RPG Time: The Legend of Wright"" is packed with its creators' ideas and entertaining flourishes.",74
Dead In Vinland,2018-04-12,Rating not found,"Dead in Vinland is a survival/management game, mixed with RPG and adventure elements, focusing on a Viking family trying their level best to survive on a mysterious island. Exiled on a faraway and unknown land, lead Eirik and his family on their quest to survive. Manage their physical and mental health, explore the island, organize your camp and deal with other human beings. Some will help you, and some will be less... friendly. Unveil the esoteric mysteries of Vinland. They could save your life… or lead you to your demise.",74
Driftmoon,2012-10-02,Rating not found,Driftmoon is an adventure RPG that is a cross between an adventure game and an RPG.,73
Paper Sorcerer,2013-11-02,Rating not found,"Paper Sorcerer is a first-person turn-based RPG with adventure game elements inspired by Wizardry, Dungeons and Dragons, and Shadowgate.",73
Fantasy Life,2014-10-24,E10,"A world where you live the life you have always wanted to lead. FANTASY LIFE is an original RPG for the Nintendo 3DS from LEVEL-5, featuring music by Nobuo Uematsu and image illustration by Yoshitaka Amano. 
Set in a beautiful and vast open world, players create their own avatars and take up a vocation of their choosing, living out their lives as they see fit. You can set out on an adventure to save the world, or spend your days in leisurely pursuits such as cooking or fishing. Find the meaning of your new life in the limitless possibilities that reside in FANTASY LIFE on the Nintendo 3DS.",73
Monster Lab,2008-11-04,E10,"Monster Lab is set in an eerie, supernatural world where the evil Baron Mharti rules the region with a cruel hand. Gamers take on the role of an apprentice scientist who must perform a vast array of intricate experiments to create creepy monsters from over 150 monster parts. From mechanical to biological to alchemical laboratories, players take control of their monstrous creations and explore the land, searching for ingredients to make stronger monster parts, hunting out and defeating enemy monsters, discovering quests to embark upon or simply competing in the numerous mini-games available. Monster Lab gives players the ability to challenge and compete with friends in ferocious multiplayer combat and collect monster parts and recipes in an obsessive pursuit of knowledge and power. The ultimate goal is to vanquish the evil Baron Mharti and liberate the villagers through mastering experiments, creating a powerful army of monsters and conquering all of the vast environments. Only then will the player rise through the ranks and become a Mad Scientist worthy of defeating the Baron! [Eidos Interactive]",73
Dokapon Kingdom,2008-10-14,E10,"The King of Dokapon has offered you his throne; all he asks for in return is that you dispose of an invading horde of thieving monsters. Trouble is - you're not the only one he asked. Contend with up to three friends as you navigate playfields littered with challenges, monsters to defeat, and rare secrets to unlock. Warning: Relationship counseling not included. Tired of shallow gameplay in party games? The genre gets retooled in this exuberant mix of role playing and board games! Encounter zany characters, collect rare items, and explore a fascinating kingdom on your quest to vanquish monsters, gather treasure, and level up! Turn the heat up on your rivalries! Take on up to three other soon-to-be-ex-friends in the race for Princess Penny and the crown. Battle, steal, deface – playing dirty is the name of the game – through a variety of locales and challenges. After your friendships are broken, the game is just as much fun to play alone. Tons of battles, magic spells, mini-games, and multiple play modes add up to endless replayability. Easy, intuitive, and effective combat system – This is no boring game of hack-and-slash. Players covertly choose their actions in an intuitive battle interface that guarantees every fight will surprise. [Atlus USA]",73
Underrail,2012-12-05,Rating not found,"Underrail is an old-school turn-based isometric indie role playing game that focuses on exploration and combat. The game is set in a distant future, when the life on the Earth’s surface has long since been made impossible and the remnants of humanity now dwell in the Underrail, a vast system of metro station-states.",72
Ray Gigant,2016-05-03,T,"This adventure is set in the not-too-distant future... Earth’s major cities have been ravaged by giant, terrifying creatures known as Gigants. Across the globe,  military forces from every nation attempted to counter the attacks but, to their horror, failed miserably. In a twist of fate, it was reported that a boy named Ichiya Amakaze defeated a Gigant. The boy defeated the Gigants using a mysterious power called the Yorigami. This victory was short-lived, however. Ichiya lost control of his power and tragically destroyed the city he tried so hard to protect. After this fateful experience, he fell unconscious. Ichiya was then detained and sent to a safe location where his fate would soon unfold...",72
The Dungeon of Naheulbeuk: The Amulet of Chaos,2020-09-17,M,"Step into the wacky heroic fantasy universe of the Dungeon of Naheulbeuk. Lead a team of unlikely and clumsy heroes in an epic and challenging tactical RPG. Live an adventure filled with humor, surprises and silly encounters.",72
Zanki Zero: Last Beginning,2019-04-09,M,"Play from the POV of one of eight protagonists in each chapter and explore the dungeons, towers, and islands to uncover the deadly sins of the protagonists' pasts. Hunt for materials & food while fending off monsters in real-time battle environments; but don't forget to eat, sleep, & go to the bathroom (seriously, it's bad for your health & fatal for your party). With every life cycle lasting only 13 days, each clone’s stats, abilities, and capabilities differ as they grow from youths to old age.",72
Potion Permit,2022-09-22,E,"The town of Moonbury has always been wary of the advances of the outside world, preferring to rely on their traditional methods of healing. Until one day, when the mayor's daughter falls ill, and the local witch doctor can do nothing to help her, they are forced to look outside their small community for help.

The Medical Association decides to send their most accomplished chemist - you - to help cure the mayor's daughter and convince the residents of Moonbury of the wonders of modern alchemy. Gain their trust and tend to each person when they fall ill in this open-ended sim RPG.",72
Metal Max Xeno Reborn,2022-06-10,T,"Humanity is on the brink of extinction and the last remaining survivors look to push back against the machines.

Half a century ago of war against the mother computer NOA has reduced even Asia's largest metropolis, TOKIO, to rubble.

Explore this desolate wasteland and battle your way through onslaughts of enemies. Salvage, modify and hit back using tanks, weaponry and faithful battle dog, Pochi, to reclaim a future for the human race!

Set in a devastated world called Dystokio, Metal Max Xeno: Reborn is a nonlinear, open world, JRPG with real-time battle and vehicle combat elements. Take control of Talis and search for other survivors who wish to fight back against the machines of NOA. There are no limits to where you can go, no matter your progression in the game.",72
Fairy Tail,2020-07-31,T,"Fight for Your Guild with Powerful Magical Abilities in FAIRY TAIL. FAIRY TAIL, based on Hiro Mashima's best-selling manga and anime series of the same name, follows the spell-binding plot from ""The Grand Magic Games"" story arc -- enabling gamers to re-live, or experience for the first time, the exciting episodes of this fan-favorite storyline. Not only will they be able to experience stories previously told in the manga and anime, but they will even be able to enjoy never before seen story and quest elements.

Throughout their journey, players will be able to form a party from a selection of over ten iconic characters, including: the fire dragon slayer, Natsu Dragneel; the celestial mage, Lucy Heartfilia; the ice-make mage, Gray Fullbuster; the fairy queen 'Titania', Erza Scarlet; and the young sky dragon slayer, Wendy Marvell. With a wealth of guild members to recruit to their party, players can form their own dream team even including an unlikely group of allies for their own unique adventure.

The fiery and intense magical battles from the series are breathtakingly brought to life in FAIRY TAIL's environment; with a diverse range of magic available for the extraordinary characters to wield. Renowned moves from the series light up the screen, with some characters such as Natsu being able to take advantage of mode changes like utilizing the eye-popping Lightning Fire Dragon Mode. In addition, some guild members will be available to support in battle; including the Fairy Tail Guild Master, Makarov Dreyar, who can be called in to provide powerful aid on the battlefield.

In FAIRY TAIL, completing battles and quests will not only level up party members, it will lead to character bonding scenarios, provide options to upgrade the guild, and eventually raise the 'Guild Rank' enabling players to take on more challenging missions in their quest to become the greatest guild in Fiore.",71
