title,release_date,rating,description,metascore
Sacrifice (2000),2000-11-05,M,"Sacrifice provides a truly fresh approach in the 3-D RTS genre, allowing players to act as both commander and combatant over huge, real-time, generated landscapes in single or multiplayer modes. Wizards will not be disappointed as Sacrifice serves up over 50 spells and creatures. [Interplay]",89
Pikmin,2001-12-02,E,"Players control a Spaceman who has crash-landed on a strange world inhabited by Pikmin -- plant-like creatures who selflessly follow the spaceman's orders. Controlling these Pikmin, it's up to you to help the Spaceman defeat the Pikmin-munching predators, solve puzzles and ultimately find a way to escape the planet. [Nintendo]",89
Homeworld: Cataclysm,2000-09-07,E,"Homeworld: Cataclysm boasts 18 all-new ships, 25 new technologies, 17 single-player missions, and fantastic multiplay, while improving on the interface and technology that earned Homeworld 1999's highest accolades. [Sierra Studios]",89
Combat Mission: Barbarossa to Berlin,2002-10-29,T,"CMBB is the sequel to the award winning ""Combat Mission: Beyond Overlord"" game. CMBB is a 1 or 2 player, hybrid turn-based/realtime 3D simulation of WWII tactical warfare on the Eastern Front, from June 1941 through May 1945. It combines unparalleled game depth, stunning graphics and sound with a proven and easy to use interface in a true 3D environment. [Battlefront.com]",89
World in Conflict,2007-09-18,T,"War is Coming Home. West Germany, 1989. To avoid certain collapse, the Soviet army boldly advances into Europe. NATO responds only to be met on a second front -- a diversionary attack on the American homeland. You are a field commander, leading the era’s most powerful military machines in the campaign to retake America’s cities and suburbs. Superpowered Warfare - Unleash the arsenals of the great military superpowers in the gripping single-player story created by best-selling author and Cold War authority, Larry Bond. MassTech Engine - The latest version of Massive’s proprietary engine allows for a full 360° range of camera control, allowing you to get right down into the midst of battle. Demolish Everything - Destroy every object in the game – crush cars, destroy buildings, burn forests! Drop-in Multiplayer - Join on-going games and immediately help your team take control of the map. [Sierra]",89
Rise of Nations,2003-05-20,T,"Dominate 6,000 years of history from the Ancient Age to the Information Age. Which forces will you deploy to lead your nation to global prominence? Trade, espionage, diplomacy?war? Whichever path you choose, you?ll experience the pulse pounding thrill and speed of real-time gaming combined with the epic scope and depth of turn-based strategy games ? brought together for the first time ever in Rise of Nations. Rise of Nations is a new historical real time strategy game from Big Huge Games' Brian Reynolds, designer of PC game classics such as ""Civilization 2"" and ""Alpha Centauri."" In Rise of Nations, you'll create new cities, improve city infrastructures and expand national borders. Conquer foes through military might using everything from sling-shots to cannons to stealth bombers to nuclear weapons; corner the market on key commodities and consolidate power under your rule; wheel and deal across time with history's eminent cultures. [Microsoft]",89
Medieval: Total War,2002-08-19,T,"It opens with the preaching of the first Crusade in 1095. It ends with the fall of Constantinople in 1453. What happens in between is up to you. Guide your kingdom's fortunes through a period of brutal conflict and violent social upheaval. Lay siege to mighty fortresses as you command vast armies across the battlefields of Europe and North Africa. But be careful when forming alliances - and even more so when choosing enemies. For this is Total War: a world where empires fall even faster than they rise, and the penalty for fear is your life. [Activision]",88
Crusader Kings II: The Old Gods,2013-05-28,Rating not found,"Crusader Kings II: The Old Gods lets players step into the boots of a pagan chieftain, approaching the brutal backstabbing world of Crusader Kings through invasion, adventure, and holy war.",88
Warcraft III: The Frozen Throne,2003-07-01,T,"The Frozen Throne provides gamers with a vast new chapter in the epic Warcraft saga. In the single-player campaign, players revisit the war-torn world of Azeroth. Several months have passed since Archimonde and the Burning Legion were defeated at the battle of Mount Hyjal, yet a new threat has arisen throughout the land. One new Hero per race, each possessing powerful spells and magical abilities. A host of new units, each equipped with new abilities and spells, giving players the opportunity to create diverse strategic and tactical forms of combat. Player-built shops, unique for each race, equipped with items carefully designed to improve and aid the units of every race. Neutral Heroes, available for recruitment by all players, that can supplement and strengthen a player's army with all new spells and abilities. Expanded multiplayer options over Battle.net including multiple new game types, clan and tournament support. [Blizzard]",88
Myth II: Soulblighter,1998-11-30,M,"Building on the excellent plot and gameplay featured in Myth: The Fallen Lords, Myth II: Soulblighter also upped the ante by incorporating destructible environments as well as new game modes. The near-infinite gameplay permutations that ensued, ensured that Myth fans had lots of new toys to play with in the game world. Myth II also enjoyed a comprehensive update in the shape of the the Myth II expansion pack: Chimera. [Bungie Studios]",88
Medieval II: Total War,2006-11-13,T,"Medieval 2: Total War boasts an impressive array of new graphical and gameplay enhancements, including the capability for a massive 10,000 dynamic characters to be taken into battle at any one time. On top of this, The Creative Assembly have implemented a fully redesigned multiplayer mode that offers a dynamic multi-battle campaign bolstered by an unprecedented level of visceral combat choreography that reflects the brutality of medieval warfare. Set in the most turbulent and bloody era in European history, Medieval 2: Total War allows gamers to lead their armies across the battlefields of Europe and the Holy Land before discovering the Americas and doing battle with the fearsome Aztecs. Medieval 2: Total War offers a vastly enhanced terrain model to create new graphically rich environments portraying breathtaking cliff top castles and enhanced settlement features that are unique to each civilisation. [Sega]",88
Rise of Nations: Thrones & Patriots,2004-04-27,T,"Developed by Brian Reynolds and Big Huge Games, Throne and Patriots, the expansion pack to the critically acclaimed, best-selling real-time strategy (RTS) game Rise of Nations, adds a multitude of new features to Rise of Nations including; six new nations, a wide variety of new single player campaigns, more than 20 new units, new wonders and an innovative new Government feature. With the new Government feature, any nation, old or new, can choose exactly how to be governed, which has far-reaching effects on how units perform in various situations. All-new single player campaigns will allow gamers to control the course of history during historical events that changed the world. [Microsoft]",88
Europa Universalis II,2001-11-12,E,"From the medieval battles of Jeanne D'Arc to the fantastic empires of the Incas to the flaming wars of Napoleon, EU II invites you to take the seat as the ruler of a superpower for 400 epic years. The challenge begins in 1419 - the 100 years war between France and England - and ends with the rise and eventual fall of one of Europe's greatest strategists, Napoleon. Take on the role of the Colonizing Might of Spain, the feudal warlords of Samurai Japan as well as the small trading nation of Genoa. [Strategy First]",87
RimWorld,2018-10-17,Rating not found,"A sci-fi colony sim driven by an intelligent AI storyteller. Inspired by Dwarf Fortress and Firefly. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.",87
Sins of a Solar Empire,2008-02-04,T,"Sins of a Solar Empire represents the birth of the RT4X genre, seamlessly blending spectacular tactical combat with grand-scale space strategy. Players must conquer worlds, engage in diplomacy and trade with other civilizations, and use the resources at their disposal to enhance their economy, develop new technology and increase military power. They must then test their mettle on a 3D tactical battlefield, where their ships will fight it out in stunning visual glory. [Stardock]",87
Pikmin 4,2023-07-21,E10,"Chart a mysterious planet with curious plantlike Pikmin that come in different types in Pikmin 4 - like the brand-new Ice Pikmin! The capable canine, Oatchi, will also help to overcome big challenges.",87
Little King's Story,2009-07-21,T,"Little King's Story begins with the story of young boy named Corobo. Shy, and without many friends, Corobo stumbles upon a mysterious, powerful crown while walking in the forest near his village. He soon discovers that the crown grants him the ability to charm any person, and make them follow his orders. Suddenly, Howzer, the bull-knight, appears, informing Corobo that he is now King of the village, and he must not take this responsibility lightly. Returning to his sleepy village, as a King instead of a shy little boy, Corobo begins a quest to turn his small hamlet into a noble, fantastic kingdom. The storyline, visual look, and lyrical music of Little King's Story, work in concert to transport players to an interactive, enchanting, fairy tale world. By combining gameplay elements from life-simulation, real-time strategy, and adventure genres, the many aspects of creating a vast kingdom come to life! As King, players manage and involve their townspeople in the goals of creating this new territory; enlist them to dig for treasure, build new buildings and otherwise better their community. Of course, leadership is a two way street, so as King, players will try to conquer rival nations to create a single unified kingdom, as well as grant the requests of townspeople at whim. With the Wii Remote as a royal scepter, Little King’s Story allows players the chance to be the best king in the world. [XSEED Games]",87
Company of Heroes: Opposing Fronts,2007-09-24,M,"Company of Heroes: Opposing Fronts, the next chapter in the real-time strategy franchise from Relic Entertainment is powered by an upgraded version of Relic's proprietary Essence Engine with full Microsoft DirectX 10 support. Opposing Fronts features two unique armies with full length campaigns. Players can fight as the tenacious British 2nd Army during the heroic World War II liberation of Caen, France, or command the German Panzer Elite as they struggle to repel the might of Operation Market Garden, the  largest airborne invasion in history. Players can battle online in exciting new multiplayer modes with these two all-new armies and utilize full compatibility with the original Company of Heroes for a total of four playable armies. [THQ]",87
Europa Universalis IV,2013-08-13,T,"Europa Universalis IV explores the world history in an experience crafted by Paradox Development Studio, the masters of Grand Strategy. The experiences of true exploration, trade, warfare and diplomacy will be brought to life in this epic title rife with rich strategic and tactical depth.",87
Pikmin 3,2013-08-04,E10,"Pikmin 3 is a reimagined, mass-action strategy title from the critically acclaimed Pikmin series. Players take control of 3 explorers and an array of cute Pikmin in a struggle for survival. By exploiting the unique abilities of these little Pikmin creatures, players solve puzzles, battle dangerous predators and forage for food needed to save the explorers' home planet.",87
"Warhammer 40,000: Dawn of War - Dark Crusade",2006-10-09,M,"Warhammer 40,000: Dawn of War: Dark Crusade is set in Games Workshop's world of Warhammer  40,000 - a dark, futuristic, fantasy universe where armies of technologically advanced warriors, fighting machines and hordes of implacable aliens wage constant war - and is traveled by millions worldwide. As a hybrid expansion, the game offers a complete standalone experience, allowing gamers to play as all seven races, including the all-new, mysterious Tau and the chilling Necron. Fans who own the entire Dawn of War series can look forward to new units across each of the five original races, expansive bonus content and the ability to play as any of the seven races in multiplayer. [THQ]",87
"Warhammer 40,000: Dawn of War",2004-09-20,M,"Warhammer 40,000: Dawn of War is a science fiction real-time strategy (RTS) game set in the violent, post-apocalyptic universe of the 41st Millennium. Utilizing the exceptional game design skills of Relic Entertainment, Dawn of War provides an immersive entertainment experience of epic proportions. Command hardened troops, deadly vehicles and high tech weaponry with one goal in mind, the complete extermination of the opposition. Whether you lead Humanity's finest - the Space Marines, the diabolic and villainous traitors of man - the Chaos Space Marines, the brutal and savage beasts - the Orks, or the psychic and technologically advanced alien warriors - the Eldar, you control the action and the fate of your race! [THQ]",86
"Warhammer 40,000: Dawn of War II",2009-02-18,M,"Warhammer 40,000: Dawn of War II is set in the grim, war-ravaged world of Games Workshop’s Warhammer 40,000 universe – a dark, futuristic, science-fiction setting where armies of technologically advanced warriors, fighting machines and hordes of implacable aliens wage constant war. Dawn of War II ushers in a new chapter in the RTS series, as ancient races – including the dauntless Space Marines and savage Orks - clash across ruined worlds on a mission to claim the galaxy and preserve their own existence. Powered by the re-vamped Essence Engine 2.0, the next evolution of Relic’s proprietary game engine made famous in the award winning Company of Heroes, Warhammer 40,000: Dawn of War II delivers fast-paced RTS action with ferocious melee and ranged combat in fully destructible environments. The game immerses players in an in-depth non-linear single-player campaign and a fully-co-operative multiplayer mode. [THQ]",85
Command & Conquer 3: Tiberium Wars,2007-03-26,T,"It is 2047 and the stakes could not be higher. Tiberium—a self-replicating alien substance that has infected the Earth—is spreading like a radioactive ice age. The GDI, a high-tech alliance of the world’s most advanced nations, is fighting to contain Tiberium, but Kane, the megalomaniacal leader of The Brotherhood of NOD has other plans for Earth. Kane’s secret society turned superpower is bent on using Tiberium to take control and transform humanity into his twisted vision of the future. All-out war rages over Tiberium and the fate of the planet rests in the balance. Experience a revolution in RTS gaming with a single player campaign that rewards you for your gameplay style. Add layers of strategy to your gaming experience by building mobile bases, wielding the power of terrifying Ion Storms on the battlefield, or customizing your armies by combining units. Battle it out online with native voice-over IP, integrated clan support, and new spectator modes that let you play RTS games like a sport. [Electronic Arts]",85
Medieval II: Total War Kingdoms,2007-08-28,T,"Medieval II: Total War Kingdoms is the official expansion to Medieval II: Total War, presenting players with all-new territories to explore, troops to command, and enemies to conquer. Kingdoms features four new entire campaigns centered on expanded maps of the British Isles, Teutonic Northern Europe, the Middle East, and the Americas. In Medieval II, players were only given a glimpse of South America, but in Kingdoms, vast tracts of land in both North and South America have been opened up for players to conquer. All-new factions from the New World are also now fully playable, including the Aztecs, Apaches, and Mayans. Along with the new maps in the Britannia, Teutonic, Crusades, and New World Campaigns, there are 13 new factions to play, over 110 units to control, and 50 building types, adding up to 80 hours of new gameplay. Kingdoms also offers new multiplayer maps and hotseat multiplayer, a first for the Total War series, allowing players to play one-versus-one campaign games on the same computer. [Sega]",85
Pikmin 3 Deluxe,2020-10-30,E10,"No mission is too big for the tiny Pikmin. Touch down on a world of rich adventure with Pikmin 3 Deluxe for Nintendo Switch. Command a capable crop of tiny creatures and explore a hostile planet in this exciting blend of action and strategy. Use each Pikmin type's unique skills to overcome obstacles and open up a diverse world around you. Seek out valuable items, solve puzzles and overcome powerful creatures in a richly detailed world full of surprises. What's new? Whether you've played Pikmin 3 on Wii U or it's your first venture on planet ""PNF-404"", Pikmin 3 Deluxe comes packed with exciting new modes and features:

* 2P co-op: Journey through the main story in two player co-op* on the same console!
* New adventures: Go it alone or team up with a friend to take on brand new prologue and epilogue stories starring Pikmin and Pikmin 2 heroes Olimar and Louie!
* Quality of life improvements: Expand your exploration with an enhanced lock-on targeting system, enemy balancing changes, multiple difficulty modes, optional hints and more.
* Piklopedia: Unlock profile entries for each character and find out their unique perspectives on each creature you discover. 

Squad up!
If you need a break from your plucky adventure, more fun awaits with returning additional modes. Get competitive with another player in Bingo Battle, or complete unique challenges alone or cooperatively in Mission Mode which includes all DLC from the Wii U version!",85
Total War: Three Kingdoms,2019-05-23,T,"Total War: THREE KINGDOMS is the first in the award-winning series to recreate epic conflict across ancient China. Combining a gripping turn-based campaign of empire-building & conquest with stunning real-time battles, THREE KINGDOMS redefines the series in an age of heroes & legends.",85
"Warhammer 40,000: Dawn of War - Winter Assault",2005-09-21,M,"Lost amongst the ruins of a leveled city lies an Emperor Class Titan, a war vessel of untold power forged in the planet-wide furnaces of Mars, and revered by billions as the epitome of Imperial dominance. The one who controls it will command the power to destroy, or defend, a world. The Imperials will summon it to overcome great evil, Chaos will corrupt it for their own designs, Orks will destroy it in their bloodlust and Eldar will disregard it in their arrogance. The expansion pack to the award winning Warhammer 40,000: Dawn of War will build upon the most exciting, visceral, front-line battlefield ever seen in an RTS game. Winter Assault promises to be one of the biggest expansion packs ever. [THQ]",85
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010-03-10,M,"Set in the grim, war-ravaged world of Games Workshop’s vast Warhammer 40,000 science fiction universe, Warhammer 40,000: Dawn of War II – Chaos Rising transports players into the midst of an intergalactic war between ancient enemies.  Warhammer 40,000: Dawn of War II – Chaos Rising introduces the Chaos Space Marines as a new playable army, continues the single player campaign from the original Dawn of War II, delivers all new wargear and raises the level cap from 20 to 30.  Relic Entertainment will also deliver new multiplayer maps and new units for the Orks, Eldar, Tyranids and Space Marines.  Veterans of the Dawn of War II single player campaign can use their existing squads’ accumulated wargear, abilities and experience to battle the traitorous Chaos Space Marines of the Black Legion throughout 20 new missions.  Newcomers to Dawn of War II will begin the single player campaign with a squad of Space Marines fully equipped to take on the malevolent forces of Chaos.  Powerful Chaos tainted wargear can be equipped and used against your enemy, but doing so could lead to dreadful consequences.  Will you risk corruption for power? [THQ]",84
Sid Meier's SimGolf,2002-01-23,E,"Be the course designer, CEO, and resident Pro of your own golf resorts around the world. Grow your golf empire from a small, public pitch-and-putt to a global network of five-star resorts. From groundbreaking to par breaking, the ultimate golf design fantasies are in your hands. [Electronic Arts]",84
Command & Conquer: Generals,2003-02-10,T,"Command & Conquer Generals puts your trigger finger on the pulse of modern warfare. Choose a General in control of massive armies of bleeding-edge military weaponry across a globe teetering on the brink of Armageddon. Command either the mighty U.S. Army, the Chinese war machine or the resourceful Global Liberation Army, each packed with high-tech arsenals ready to deliver unprecedented firepower on land or in the skies. Prepare your forces, Commander... it's time to engage in the next generation of 3D real-time strategy. [Electronic Arts]",84
Europa Universalis IV: Wealth of Nations,2014-05-29,Rating not found,"The expansion allows you to create trade conflicts in secret, steal from your competitors with the use of privateers, use peace treaties to gain trade power and create a new trade capital to strengthen your grasp over trade. The age of exploration is brought to life in this epic game of trade, diplomacy, warfare and exploration by Paradox Development Studio, the Masters of Strategy. Europa Universalis IV gives you control of a nation to rule an empire that lasts through the ages.",84
Age of Mythology: The Titans,2003-09-30,T,"Age of Mythology: The Titans Expansion adds a fourth mythology, the Atlanteans, to the existing Greek, Egyptian and Norse mythologies. A new single-player campaign will add yet another chapter to the franchise's expansive folklore along with the addition of new scenarios. Atlantean players will be able to call upon the might of the Titan gods (such as Atlas and Cronus) multiple times throughout the game, and may also upgrade human units to heroes. The expansion pack will introduce 12 new god powers, 15 new human units and 10 formidable myth units to the game. [Microsoft]",84
Rise of Nations: Rise of Legends,2006-05-09,T,"Rise of Nations: Rise of Legends evolves the franchise's trademark features such as borders, large-scale battles and city-building in innovative ways. Players are able to transform small villages into powerful civilizations and lead vast fantasy armies into strategic battles using formations, unit control and heroic abilities to destroy the enemy. The popular Conquer the World (CTW) Campaign returns in Rise of Nations: Rise of Legends with exciting updates. The new CTW Campaign guides players through a new world of heroes, monsters, loyalty and betrayal. Gamers follow a story through multiple campaigns with fascinating subplots and heroic characters. The campaigns immerse players in an ever-changing three-dimensional world with terrain and cities that evolve as civilizations grow. [Microsoft]",84
FTL: Faster Than Light,2012-09-14,E10,"You manage the Kestrel and its crew as you explore the galaxy. Strategic, real-time combat involves managing power between essential systems and choosing which enemy systems to target. Meanwhile, you control your crew to keep the ship functioning and fight off intruders. The combat is difficult but, being a &quot;roguelike-like&quot; game, frequent permadeath is at the core of the experience.

While exploring the galaxy you will encounter a variety of situations requiring decision making that can result in many outcomes. Since all events are randomly generated, each play-through will be significantly different.",84
DEFCON: Everybody Dies,2006-09-29,T,"Inspired by the 1983 cult classic film, ""Wargames,"" DEFCON superbly evokes the tension, paranoia and suspicion of the Cold War era, playing on the fascinating aspects of psychological gameplay that occur during strategic nuclear warfare. You play a General hidden deep within an underground bunker. Your mission is to successfully exterminate your enemy's civilian population whilst saving your own. Points are awarded or lost depending on both the efficacy and thoroughness of your nuclear vendetta and the number of your own civilian deaths. In order to win you must wipe out the enemy population and simultaneously disable the enemy's ability to retaliate against you. This is an extremely difficult task since launching an attack on the enemy exposes the positions of your own Ground Silos, Subs and Bombers the moment they launch nuclear weapons, making you extremely vulnerable and exposed to a crushing counter-attack. Desperate attempts must be made to form fast, tactical alliances, alliances that may at any moment break-down to become the treacherous and most deadly of betrayals. Everyone looks to each other in a state of nervous suspense and paranoid accusation. In all-out nuclear Armageddon, everybody dies, everybody loses, you just have to make sure you lose the least! [Valve]",84
Medieval: Total War - Viking Invasion,2003-05-07,T,"Medieval: Total War - Viking Invasion challenges players to control eight new factions, including the Vikings themselves, the Saxons, Scots, Irish, Welsh and Picts, and embark on a campaign to dominate the British Isles. With a wealth of new historical heroes, players can lead a range of new units into battle, including Viking Berserkers, Saxon Huscarles and Fyrdmen, while conducting sieges enhanced by the introduction of flaming arrows and boiling oil. Viking Invasion introduces new features that will be welcomed by fans of the franchise Players can now plan reinforcements and scout enemy formations before taking to the field from a new pre-battle screen. In addition, there will be new playable factions and a new heavy weapon in the shape of the fearsome Organ Gun. [Activision]",84
Full Spectrum Warrior,2004-06-01,M,"Full Spectrum Warrior is based on a game commissioned by the US Army to train light infantry troops in urban combat situations. The game places soldiers in a tense, hostile, and claustrophobic environment where they must complete a variety of military objectives. As the squad leader, you are in charge of providing direction to Alpha and Bravo fire teams. The successful Squad Leader effectively uses cover in the environment and moves his fire teams in a coordinated fashion so they can protect themselves from possible attacks that could come from any direction.",84
Darwinia+,2005-07-14,E,"Combining fast paced action with strategic battle planning, the game features a novel and intuitive control mechanism, a graphical style ripped from 80's retro classics, and a story concerning a tribe of video game sprites trapped in a modern 3d game world. [Introversion]",84
Homeworld 2,2003-09-16,T,"Combining elements of real-time strategy and space combat, Homeworld 2 delivers an evolutionary step in gameplay and technology. Cinematic-quality graphics, stunning special effects, brilliantly rendered ships and an innovative interface combine to create an immersive 3-D experience. [Sierra]",83
Command & Conquer: Generals - Zero Hour,2003-09-22,T,"Prepare to unleash the absolute latest in modern weapons technology against the world?s most powerful Generals in Command & Conquer Generals Zero Hour. In the next era of military strategy and might, you?ll need to command a more technologically advanced arsenal to defeat new, more powerful enemies. The first expansion pack for the critically acclaimed Command & Conquer Generals challenges players to square off against the world?s most elite commanders for battlefield domination. Even the most experienced C&C Generals veteran must learn new strategies and tactics to take full advantage of -- and learn to defend against -- the next generation of the world?s most lethal weapons. With new units, structures, and upgrades, as well as the all-new Generals Challenge Mode, Zero Hour delivers all the firepower you?ll need in your quest to become the ultimate modern warfare General. [Electronic Arts]",83
Hearts of Iron II,2005-01-04,E,"Hearts of Iron II is the sequel to the most appreciated World War II PC game of true Grand Strategic scope! As in its forbear, the map spans the entire world and allows you to play one of over 130 countries during the years of World War II. Hearts of Iron II is a dream come true for every armchair general and forces the player to choose sides when democracy, communism and fascism clash in the battles that changed history. [Paradox]",83
Hearts of Iron IV,2016-06-06,Rating not found,"Hearts of Iron IV challenges players to face the brutal conflict of World War II in a multifaceted grand strategy game, where history can be fully relived or rewritten from the perspective of a global superpower attempting to change the world, or a small nation simply trying to survive.",83
Crusader Kings III: The Royal Court,2022-02-08,Rating not found,"There is but one true center for power and prestige: a ruler's court. 

Step into your own fully immersive throne room with Crusader Kings: Royal Court, and get ready to impress vassals and courtiers with your splendor and treasure on display. Watch visitors pay respect or family members squabble as you pass judgment in royal audiences, establishing the vital link between your people and your realm.

In Crusader Kings: Royal Court, you can commission great works of art from inspired craftspeople. Impress your rivals with the grandeur of your court, or awe them with your noble house's heirlooms and relics. An enhanced Culture system lets you guide your people to novel cultural understandings as they merge or splinter off, embrace their heritage, learn languages, or acquire new traditions.",83
Dawn of Discovery,2009-06-17,T,"(Also known as ""Anno 1404: Dawn of Discovery"")  Dawn of Discovery takes place in the year 1404, when King George's land is suffering from severe droughts and brutal famine. Aware of his people's distress, the king calls on his two sons, William and Edward, to acquire new territories in order to produce enough goods to satisfy the needs of his empire’s inhabitants. Whereas Edward suggests aggressive means to collect the precious resources, his brother William offers a peaceful solution, proposing to explore new and unsettled lands in the south of the kingdom. With his Father’s blessing, William heads south to the mysterious Orient and returns with valuable new technologies such as the water pump that allows dry lands to be cultivated in order to produce enough food for the people. But there are still many unmet needs within the king's empire, and players are tasked with the mission of fulfilling those needs while both expanding and sustaining the vast society. Build and sustain your own expansive empire. Explore the beautifully detailed world and discover new places to create your civilization. Set up trade posts in the spice mines of the Orient and explore new trade routes to keep your nation growing. Learn from other nearby cultures to expand your horizons and master the challenges of establishing a prosperous society. [Ubisoft]",82
