title,release_date,rating,description,metascore
Super Mario Sunshine,2002-08-26,E,"When Mario, Peach, and an entourage of Peach's loyal Toad friends set out for a tropical vacation on lovely Isle Delfino, they're in store for much more than a relaxing holiday. A mustachioed maniac has mucked up the entire island, and Mario is accused of committing the crime. Armed with a hi-tech water cannon called FLUDD (Flash Liquidizer Ultra Dousing Device), Mario sets out to clean the island, clear his name, and solve the mystery of the villainous vandal. With new enemies, moves, and surprises, Super Mario Sunshine offers plenty of challenges.",92
Prince of Persia: The Sands of Time,2003-11-18,T,"Embark on a journey of scorched sands and ancient legends.  A young prince, drawn to the dark powers of a magic dagger, unleashes a deadly evil upon a beautiful kingdom.  Guide the Prince on his quest to reverse the curse by using the Sands of Time, a power which allows you to erase the past, see into the future and slow down the present.  Perform gravity-defying acrobatics and swashbuckling attacks in a staggering array of landscapes and kingdoms.  Restore peace to the land and fulfill your destiny.",92
Metroid Prime 2: Echoes,2004-11-15,T,"The sequel to Metroid Prime puts you in the role of bounty hunter Samus Aran once again. Your mission is to locate federation troopers who are missing on Aether--a planet torn into light and dark domains. To help you travel through the depths of light and dark, you'll have all-new beam weapons, a screw attack, and power-ups. Eliminate your enemies, solve puzzles, and open doors in an effort to restore peace to Aether. Metroid Prime 2: Echoes also features competitive multiplayer modes supporting up to four players.",92
Tony Hawk's Pro Skater 4,2002-10-23,T,"Drop into the ultimate challenge.  In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back.  Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game.  Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro.",91
Resident Evil (Remake),2002-04-30,M,"You take control of S.T.A.R.S. Alpha team members Chris Redfield and Jill Valentine (both recently seen in the smash hit, Resident Evil 5). Your mission is to investigate the ominous mansion at the core of the horrific disaster and uncover the secrets behind a radical, genetic research facility. With unspeakable horrors lurking around every corner, the ultimate test will be to make it out alive! Relive the thrills and terror that defined the genre of Survival Horror and launched a franchise that has sold over 40 million games worldwide. [Capcom]",91
The Legend of Zelda: Ocarina of Time / Master Quest,2003-02-28,E,"The Legend of Zelda: Ocarina of Time Master Quest is a special version of Ocarina of Time that wasn't released for the N64 in North America. Both games were exclusively available for the Nintendo GameCube to those who preordered The Legend of Zelda: The Wind Waker at a participating retailer. The Master Quest version of Ocarina of Time contains the same overall storyline as the original Ocarina of Time adventure. However, the dungeons have been upgraded to be truly challenging, even to a Zelda master.",91
NCAA Football 2003,2002-07-20,E,"NCAA Football 2003 delivers the tradition and spirit of college football's storied programs with intense rivalries, authentic stadium atmospheres, and realistic gameplay. You'll choose from 117 Division 1-A and 27 Division 1-AA schools across the country, or create your own, and then coach your school through a variety of game modes. In Dynasty mode, you can recruit the best athletes, redshirt your developing players, and use TV exposure to gain status as you build a dominating force in the NCAA. NCAA Football 2003 also features a variety of new moves--including play fakes, spins, and one-foot toe drag--which you must master in order to reach the championship.",91
Tony Hawk's Pro Skater 3,2001-11-13,T,"You may not be able to live like the legend, but now you can skate like him.  Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen.  Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor.  Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals.  New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual.  If you're good, you can even unlock hidden pro footage.",91
Star Wars Rogue Leader: Rogue Squadron II,2001-11-18,T,"Think you've got what it takes to lead the elite Rogue Squadron? Now's your chance to jump into the cockpit of an X-wing and find out. Join Luke Skywalker and the Star Wars galaxy's most daring pilots as they return to face off against the Empire. As in the original hit game for N64, you'll relive favorite Star Wars battles including the perilous Death Star trench run, a daring space attack on a Star Destroyer, and the legendary battle on the ice planet Hoth. Aerial conflict takes place in a variety of craft such as the legendary X-wing, A-wing, and B-wing. Rogue Leader immerses players in an intense action arcade experience.",90
NBA 2K2,2002-03-20,E,Prepare to post MVP numbers as you light it up with Rim-Rattling dunks then shut it down with Smothering D. NBA 2K2 brings the skills to elevate your team to the next level and the smarts to keep 'em on top.,90
Pikmin 2,2004-08-30,E,"Captain Olimar has returned to the planet where the Pikmin live, and he's all business this time.  The company he works for is going bankrupt, so to save it, Olimar must salvage the treasure buried all over the planet.  Of course, he'll need the help of the Pikmin to do that--he can't do anything by himself.  Control one of two main characters--Olimar or his assistant--as you command your Pikmin to defeat enemies, propagate more Pikmin, collect precious doodads, and solve puzzles.  With unlimited time, new colors of Pikmin, and two-player cooperative play, Pikmin 2 improves on the original in many ways.",90
Tiger Woods PGA Tour 2003,2002-10-29,E,"From towering drives to picture-perfect putts, the essence of golf has been captured in Tiger Woods PGA Tour 2003.  The game features plenty of challenging courses such as Pebble Beach Golf Links and Royal Birkdale.  Plus, you can choose from a variety of professional golfers, each with their own strengths and weaknesses.  Hit the course as Tiger Woods or put your skills up against his in a one-on-one showdown, but either way, be prepared to bring your best game.",90
Madden NFL 2005,2004-08-09,E,"Madden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth of Franchise mode grows with the addition of Storyline Central, a weekly radio talk show that discusses current stories regarding your team and the league. With even more Franchise mode additions, hundreds of new animations, and the new Create-a-Fan feature, Madden NFL 2005 takes the series to the next level.",90
Pikmin,2001-12-02,E,"Players control a Spaceman who has crash-landed on a strange world inhabited by Pikmin -- plant-like creatures who selflessly follow the spaceman's orders. Controlling these Pikmin, it's up to you to help the Spaceman defeat the Pikmin-munching predators, solve puzzles and ultimately find a way to escape the planet. [Nintendo]",89
Madden NFL 2002,2001-11-17,E,"If you enjoy simulation-style football games that play well, have incredible depth, and look great, Madden 2002 is your game.",89
Tony Hawk's Underground,2003-10-27,T,"Get ready for a major new step for the Tony Hawk series.  Tony Hawk's Underground tweaks the gameplay of previous installments to include a plot-twisting story, customizable tricks and decks, online play, and the ability to include your own mug shot on your custom player.  Of course, you can also play as any one of pro skating's biggest stars including Tony Hawk, Bob Burnquist, and Elissa Steamer.  Ride, walk, or drive through nine expansive levels then test your skills against other gamers online.  Become a star of the Underground.",89
F-Zero GX,2003-08-26,T,"Power down the straight. Lean into the hairpin bend, twitching the steering at the perfect moment to edge past two rivals. Manoeuvre onto the boost pad, just avoiding the smouldering shell of an unluckier racer's craft. Power up and scream up, around, and back down the 360° loop. Check the speedometer. 2000 km/h. It can only be F-Zero.

F-Zero GX brings Nintendo's much-loved F-Zero series born on Super Nintendo, matured on Nintendo 64 and Game Boy Advance roaring into the next generation. Devotees of earlier versions will be right at home with F-Zero GX's familiar controls and strategies; magnet-o-racing newcomers will be tearing around the rollercoaster tracks like experts in no time; and everyone will be on their knees in awe at the speed and splendour of this Nintendo GameCube racing wonder.

There are a wealth of modes packed into F-Zero GX. Multi-race Grand Prix, Time Attacks, four-player Vs Play, and a superb addition a one-player Story Mode that puts you in the shiny gold boots of F-Zero hero Captain Falcon for a series of racing 'missions'. But however you choose to play, F-Zero GX is always about the speed of its floaty futuristic craft speed so belief-beggaring that you'll be picking flies off your face after each race. The A Button makes you go faster. Faster, and faster, and faster, until a quarter-kilometre of track is disappearing under your craft every second. Of course, there's some steering to be done, too the L and R Buttons, which give you additional left and right lean respectively, will be your best friends here. At 1000 km/h, only the lightest of presses is enough to flick you around F-Zero GX's right-angled nightmares and hairpin horrors, or sidestep a rival, or tilt your terrifying post-ramp descent back onto the track.

And then there are the energy strips mauve sections of track that charge up an energy meter in the corner of the screen. This innocent-looking bar represents your boost. Press the Y Button, and with a head-spinning visual and aural 'whooosh', you're off over the horizon at nigh-on 2000kph, overtaking rival racers before you've even noticed they're there and taking three corners in the time it takes to blink. Take care, though: your boost meter is also your energy meter when it reaches zero, it's race over.

F-Zero GX's impressive roster of 30 craft all come with a unique look, ability, and irresistibly-designed comic book-style pilot. It doesn't take long to settle on a favourite the speedy, fragile sleekness of the White Cat, perhaps, as piloted by the svelte Jody Sumner, or the bullishly heavy Stingray with the never-happy Samurai Goroh at the helm. You can tinker with the speed/acceleration ratio of all the craft, too ladling on oodles of subtle strategy. With an amazing 29 other vehicles sharing the road with you, the feeling of actually racing, bashing and jostling your way through the pack, your spine tingling its awareness of the victory-hungry vehicles behind you, has never been so potent. Luckily, you've got the power to nudge or spin other racers off the track into the ether, sparks flying with the clash of that garishly-painted metalwork. It's all the more satisfying knowing that as your friend takes their multi-mile tumble down to the earth far, far below, they're out of the race for good.

But the real beauty of F-Zero GX is its 20 tracks. F-Zero stalwart Mute City returns, pastel neon advertisements for sushi bars and 'Electric Stores' hovering and flickering like ghosts over its meandering twists and turns. On the Lightning track, the sense of danger created by the perilous suspended roadways is added to by the angry sky, endlessly fractured by purple lightning. White fire illuminates the industrial metalwork of Port Town, and Green Plant sees amazing transparent track loops sitting in the midst of dense forest, where the blinding sun is often only just visible through the lustrous leafage. As you progress, the roadways become narrower, the loops and twists more stomach-churning, the jumps higher and trickier to land from. Of course, it's all tricky at 2000 km/h just try not to punch the air and scream, ""Victory!"" when you finish a lap without pinballing off a single track wall.

Added to all this is a ground-breaking link to the arcade version of F-Zero F-Zero AC. In F-Zero GX, you can customize your craft with bits and pieces earned from race victories - but to gain access to all 8000 possible vehicle combinations, you'll need to download parts from F-Zero AC, too. Even better, you can upload your custom-built craft into F-Zero AC and race it in the arcades and download new pilots and ship parts to F-Zero GX. Truly a new dimension in gaming.

Maybe one day, this adrenaline-squirting vision of future racing will actually become reality. In the meantime, the unreal speed of F-Zero GX seems quite real enough for us, thank you very much.",89
NCAA Football 2004,2003-07-16,E,"Take the rivalry online: Battle Michigan vs. Ohio State, USC vs. Notre Dame, Oklahoma vs. Nebraska, and more in online head-to-head exhibition games. Chat or sing your favorite fight song in-game with EA SPORTS Talk, or follow the stat leaders across the country in the Online Top 100. Get in the end zone with new trick plays like the Halfback Throwback and Wide Receiver Double Reverse Pass. New animations include sideline tackles, stumbles, new over-the-shoulder and basket catches, user-controlled celebrations, and much more. See the receivers better through a new QB Rollout camera and use the Play-Action Pass camera to fake out the defense. New College Classics mode: Replay 20 of the greatest college football games from the last two decades. Take over the game at a key situation, relive the glorious victory, or change history with an upset. Over 150 new teams: Play as one of 36 new 1-AA teams or one of the 100+ NEW Classic Teams including 1930 Notre Dame, 1956 Oklahoma, 1972 USC, 1985 Auburn, and 2002 Ohio State. Continuing the dynasty: Project the season's top performers with the new Pre-Season All-American Team and revel in your weekly accomplishments with new Sports Illustrated magazine covers. [EA Sports]",89
MVP Baseball 2004,2004-03-09,E,"Step up to the plate with MVP Baseball 2004.  The fundamentals of hitting, pitching, fielding, and base-running have been reproduced realistically to give you complete control over every aspect of the game.  From swinging for the fences or protecting the plate when you have a two-strike count, the all-new batting model provides unprecedented command of each type of swing in every situation.  With solid gameplay and many additional features such as Pitching Challenge and Dynasty Mode, MVP Baseball 2004 allows you to experience the game like never before.",89
Tiger Woods PGA Tour 2004,2003-09-22,E,"While professional golfer Tiger Woods has no equal on the PGA Tour, you now have the chance to build a golfer that's even better. Take your custom golfer through the trials and tribulations of all the courses in Tiger Woods PGA Tour 2004, earning cash to spend on new digs and advanced equipment. Use the analog stick to shape any shot type such as the flop or punch. Go head-to-head against the computer, a friend, or an online player with PS2's network adapter. With all the top competition on some of the most famous fairways and greens ever, this is the one of the most complete golf experiences yet.",89
Burnout 2: Point of Impact,2003-04-09,E,"Burnout 2: Point of Impact is the follow-up to the original smash hit with improved graphics, faster gameplay, and bigger, more spectacular crashes.  While the first Burnout was inspired by European movies and locations, its sequel is inspired by American films such as The Fast and the Furious.  Set in US locations, the game gives you an all-new set of vehicles: modified Japanese cars, pickups, SUVs - plus some bonus rides such as police cruisers, and classic 50's hotrods.  Also, expect tighter handling, better crash deformations, new music, new game structure, enhanced physics, new lighting, improved car models, a new replay system, and fast-paced fun.",89
NHL 2K3,2002-12-11,E,"Now that the series has moved on to all platforms, no one will have an excuse not to play what has become the best hockey game series on the market.",89
Tom Clancy's Splinter Cell,2003-04-10,T,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace.  In Tom Clancy's Splinter Cell, you are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon.  Suit up with the latest classified field operative gear and weapons as you travel through diverse mission objectives.  The world's future is in your hands, as cyber terrorism and international tensions are about to explode into WWIII.",89
NBA Street Vol. 2,2003-04-28,E,"Basketball returns to the streets in NBA Street Vol. 2, featuring more players, electrifying moves, and online multiplayer battles.  Defeat the best players in the game today and even bring legends such as Dr. J, Magic, Bird, Wilt, and Moses out of retirement for some on-court brawling.  NBA Street Vol. 2 features all-new spectacular dunks, dribbles, and passes that'll take show-stopping Gamebreakers to the next level.  You can take your game against computer opponents or friends, or play with up to three other players online.  Are you good enough to rule the streets?",88
NBA Street V3,2005-02-08,E,"The third chapter in the multi-platinum-selling NBA Street series rises above the rim and expands on the customization and variety of game modes and gameplay. Gamers can build their reputation as they create the future of street basketball with all-new jaw-dropping, ankle-breaking, rim-shaking moves in visually stimulating environments, from favorite courts like ""The Cage"" and ""Rucker Park"" to the next generation of streetball sanctuaries, like ""Venice Beach"". It all adds up to give V3 a revolutionary style all its own. Featuring NBA legends, today's top stars, and original characters from past editions, NBA Street V3 reaches new heights by making over-the-top, larger-than-life moves even bigger in this action-packed, arcade-style game. Customize your baller, build courts from the ground up, throw one down in an all-new dunk contest and go online to put your reputation to the test. [Electronic Arts]",88
TimeSplitters 2,2002-10-15,T,"The evil race of TimeSplitters is traveling back into human history authoring events that are leading to the enslavement of mankind. In control of a motley crew of renegade characters, you must hunt down the TimeSplitters in historical eras like the gangster-ridden 1920s, the lush jungles of Aztec temples, soviet military installations of the Cold War, and futuristic robot factories in space. To end their evil plot, seek and recover the crystals required to seal the rift in time.",88
NBA Street,2002-02-17,E,"With an ""SSX""-like trick system and the rejuvenation of the blocked shot, it seems that EA's reinvention of ""NBA Jam""-style hoops should do for basketball what the Tony Hawk series did for skateboarding.",88
Aggressive Inline,2002-07-31,T,"Aggressive Inline pushes your inline skating skills to the limit with a new Juice Meter, challenging objectives, and expansive levels. You can choose from an array of professional inline skaters--including Jaren Grob, Chris Edwards, and Shane Yost--and showcase your talent in various interactive skate parks. Perform a variety of manuals, grinds, big-air tricks, wall flips, hand plants, and more, to build up your Juice Meter and avoid elimination. Aggressive Inline also includes a Park Editor that lets you design your own skate park, complete with rails, ramps, and pipes.",88
NCAA Football 2005,2004-07-15,E,"Do you have what it takes to survive in college football's most hostile environments? For the first time in video game football history, the game-day atmosphere directly affects players' on-field performances. See if players have enough composure to withstand the pressure, and take advantage of key personnel mismatches with the new Match-Up Stick. Add in fan celebrations like the Gator Chomp or Texas Hook 'Em Horns and you'll see that NCAA Football 2005 delivers the real emotion, collegiate atmosphere, and traditional gameplay of college football. Electrifying Stadium Atmosphere: Watch the visiting team fight crowd noise when calling audibles and hot routes. Pump up the crowd and build up your home field advantage to take opponents out of the game. Build your team's stadium atmosphere to rank among the elite stadiums in the country. See, hear and feel the immediate impact from hostile environments like LSU?s ""Death Valley,"" ""The Swamp"" at Florida, Michigan?s ""Big House,"" and Nebraska's ""Sea of Red."" Deeper Dynasty Mode: Monitor discipline levels and grades to ensure your program's integrity, while recruiting promising high school athletes and converting them into skilled position players. Keep players happy with playing time or risk them transferring to one of your rivals in the off-season. New Gameplay Enhancements: Choose from new custom playbooks, offensive schemes, and defensive formations that include the 4-2-5 and 3-3-5 Stack. [Electronic Arts]",88
MVP Baseball 2005,2005-02-22,E,"MVP Baseball 2005 offers more features that let you take control of your favorite major league baseball team both on and off the field. The game highlights its new Hitter's Eye controls, which give you more control of your swing, movement in the batter's box, and the ability to read the pitch. In addition to enhanced offensive tools, this year's installment in the MVP Baseball series includes an improved dynasty mode, a spring training mode, and an all-new owner mode. Play through a challenging single-player season to unlock legendary players and new gear, or challenge your friend to an online game.",88
Tiger Woods PGA Tour 2005,2004-09-20,E,"Challenge professional golfer Tiger Woods to challenging matches in Tiger Woods PGA Tour 2005. This time, you can modify course dynamics and add longer trees, tighter fairways, undulations to greens, deeper bunkers, and more. The game's EA Sports Game Face features nonproportional bone scaling and texture blending to provide more realistic looks. After creating your own golfer and making a name for yourself, unlock the chance to tee off against some of golf's greatest legends, including Arnold Palmer, Jack Nicklaus, and Ben Hogan.",88
Super Monkey Ball 2,2002-08-25,E,"AiAi, MeeMee, Baby, and GonGon are on a roll again.  Super Monkey Ball 2 brings the party to a whole new level with six brand new party games, six revamped party games, a new Story mode, and 150 new main game stages.  In the new Story mode, you'll fight as AiAi to stop the evil plans of the deranged scientist, Dr. Bad-Boon and his mysterious sidekick.  But Story mode is just the beginning--you'll want to grab some friends and get groovin' with the 12 new party games.  With its new modes, enhanced graphics, and exciting multiplayer features, Super Monkey Ball 2 is keeps your party guests going bananas for hours.",87
Beyond Good & Evil,2003-12-11,T,"For centuries, the planet Hillys has been bombarded by a relentless alien race.  In Beyond Good and Evil, a rebellious action reporter named Jade sets out to capture the truth behind the invasion.  Armed with her camera, dai-jo staff, and fierce determination, you must guide Jade as she discovers shocking evidence leading to a horrific government conspiracy and is forced to battle an evil she cannot possibly fathom.  With the ability to perform stealth techniques, dai-jo staff moves, and tag-team fighting combos, you can stop at nothing to expose the truth.",87
Paper Mario: The Thousand-Year Door (2004),2004-10-11,E,"Get ready for a new role-playing adventure as Mario returns to paper form to stop a dangerous threat. In Paper Mario 2, Mario can dodge, inflict damage, and impress the crowd to strengthen his attacks. Also, Mario and his friends have more paper abilities. They can now turn sideways to slip through cracks, fold into a paper airplane to fly, roll into a tube, and more. They can also use a variety of items like hammers and thunderbolts to defeat their enemies.",87
Mario Kart: Double Dash!!,2003-11-17,E,"The Mushroom Kingdom just got a whole lot more hectic as Mario and friends double up for furious kart racing.  This time around, each kart holds two racers that can switch places at any time, so choose from a huge cast of favorites and pair them up any way you see fit.  The character in front handles the driving duties, while the character in the rear doles out damage with six normal items and eight special items that only specific characters can use.  Get ready for some intense multiplayer mayhem with your favorite characters, including Mario, Luigi, Donkey Kong, Peach, Bowser, and Koopa.",87
Animal Crossing,2002-09-15,E,"Animal Crossing allows you to interact with a virtual village of animals that are doing something different every minute of every day.  With Animal Crossing's 24-hour clock, the game's unique events can be in synch with real time--as day turns to night in the real world, the sun will also begin to set in the game.  The dynamic setup requires you to come back every day and carry out your daily routines, build relationships with villagers, celebrate special days, collect furnishings for your homes, and just live life in the unique world of Animal Crossing.",87
Super Monkey Ball,2001-11-17,E,"Call your friends and warn your neighbors, it's time to have a ball! Go bananas with 90+ stages, multi-player madness, and 7 cool ways to play! Equal parts &quot;party&quot; and &quot;game&quot;, Super Monkey Ball could be the most &quot;well-rounded&quot; game you've ever played!",87
SSX Tricky,2001-12-02,E,"SSX Tricky launches you into a world of monster air, intense tracks, and death-defying tricks. Six all-new competitors plus six riders from the original SSX make up the circuit. Compete in the World Circuit, go head-to-head in the Showoff versions of nine courses on the World Circuit, or just practice in Free Ride. With all-new Garibaldi and Valdez courses, you'll have plenty of huge cliff drops to catch big air and pull off Uber tricks.",87
Fight Night Round 2,2005-02-28,T,"The sequel to EA Sports' Fight Night 2004 maintains the original's analog control scheme and introduces a variety of new features. Now you have access to even more punches, including a new &quot;haymaker&quot; punch that is just powerful enough to knock down your opponent. Every hit counts in this game, as injuries reduce a fighter's ability to defend himself. Your cut man can tend to your injuries in between rounds to help you survive your opponent's devastating punches.",87
FIFA Soccer 2003,2002-11-14,E,"Master the fundamentals of soccer in FIFA Soccer 2003. With more ball control and player moves, this year's FIFA Soccer puts the The Total Club Championship within your grasp. Unleash the skills of the world's greatest players through new player animations and signature skill moves. Experience pressure-cooker atmospheres as you take on Europe's elite teams in their own stadiums featuring actual team chants and songs. EA Sports Freestyle Control lets you produce a feint, one-touch pass, or skill move to leave your opponents standing.",86
The Legend of Zelda: Four Swords Adventures,2004-06-07,E,"The legend continues on the GameCube in an all-new epic adventure for one to four players. To thwart Vaati's vile forces, Link turns to the mystical power of the Four Swords to split himself into four colored copies of himself. Now you and your friends can simultaneously participate in cooperative and competitive action and master skills and techniques new to the Legend of Zelda series. In Four Swords Adventures, up to four players can link their Game Boy Advances to the GameCube to join a fun and intense competition for Force Gems while cooperating to move massive blocks, trigger switches, and slay mighty bosses.",86
Tales of Symphonia,2004-07-13,T,"In a dying village on Sylvarant, legend has it that a Chosen One will one day appear from among the people, and the land will be reborn. Now, you must enter a cel-shaded world in which you command real-time battles. Execute and combine hundreds of special attacks, magic spells, and combos. Each character grows to suit your fighting style, and the storyline changes based on the characters' relationships. The line between good and evil blurs in this immersive adventure where the fate of two interlocked worlds hangs in the balance.",86
Viewtiful Joe 2,2004-11-18,T,"Joe and Silvia are back in this sequel to Viewtiful Joe. This time you have more style, new special moves, and more than 40 new enemies to defeat. Now Joe's trusty aircraft transforms into various shapes to support his activities throughout the game's many stages. In addition to Joe, you can play as Silva, Joe's girlfriend. Call upon the powers of Joe and Silvia, and get ready to both solve new puzzles and save the day.",86
Madden NFL 06,2005-08-08,E,"With its new modes and enhancements, Madden NFL 06 offers an authentic football experience. Among the game's offensive enhancements are &quot;QB Vision Control,&quot; which gives each quarterback a unique field of vision, and &quot;QB Precision Placement,&quot; which lets you throw the ball more accurately. In the new NFL Superstar mode, you can experience the life of an NFL player by earning one of more than 60 personas ranging from MVP to movie star.",86
