title,release_date,rating,description,metascore
The World Ends with You,2008-04-22,T,"The story begins as our hero, Neku, wakes up amidst the hustle and bustle of Shibuya, Tokyo. Confused and disoriented, he receives a message on his phone warning him that he will cease to exist unless he completes a certain mission. With his life seemingly on the line, Neku plunges into the back streets of the urban labyrinth... Experience the urban grit and neon of the coolest district in Tokyo with a distinctive, high quality style of in-game artwork. Meet an achingly hip cast of characters each with an interesting personality and stylish sense in fashion, music and culture. Highly innovative and intuitive combat system that makes full use of the Nintendo DS Touch Screen, Dual Screens and Microphone. Use psychic powers to read the thoughts of the population, put words into people's minds, and move objects to help you progress in your adventure. Immerse yourself in an amazing audio soundtrack featuring a diverse fusion of bleeding-edge hip-hop, rock, and techno. A tale of friendship, hope and overcoming your challenges, creatively told with a modern edge. Shop till you drop: Keep abreast of the latest Trends to stay one step ahead of the fashion scene and your enemies. Trade items with friends using Nintendo Wi-Fi Connection too. Action-packed minigame fun that can be enjoyed by up to four players via DS Wireless Play. Engage the Chance Encounter mode via DS Wireless Play to share data with fellow game users you bump into in the real world. [Square Enix]",88
Pokemon White Version,2011-03-06,E,"Pok&eacute;mon Black Version and Pok&eacute;mon White Version feature new Pok&eacute;mon that players can catch, train and battle as they progress through the game, and some Pok&eacute;mon can only be caught in one version of the game. For example, the Legendary Pok&eacute;mon Reshiram can only be caught in Pok&eacute;mon Black Version, while the Legendary Pok&eacute;mon Zekrom can only be caught in Pok&eacute;mon White Version. Additionally, the two games feature different areas for the first time in the series, with the game world of Pok&eacute;mon Black Version featuring a unique metropolitan area called Black City, and a lush, green area named White Forest only found in Pok&eacute;mon White Version. Pok&eacute;mon Black Version and Pok&eacute;mon White Version also mark the first time in a Pok&eacute;mon video game that the seasons will change in the game world. Certain Pok&eacute;mon appear more frequently during different seasons, and players can only access some areas during a specific season.",87
Dragon Quest IX: Sentinels of the Starry Skies,2010-07-11,E10,"Developed by Level 5 (the developers of ""Dragon Quest VIII,"" ""Dark Cloud"" and ""Rogue Galaxy"") Dragon Quest IX unites the key components that made the previous Dragon Quest titles such as success. Horii and Sugiyama are on board to provide their talents as DQIX takes the series in a decidedly different direction. For the first time, the DQ franchise has an action-oriented title where battles take place on the field (much like ""Crystal Chronicles""). To cap off the presentation, SQEX announced that the game supports four-player multiplayer. [Famitsu/Square Enix]",87
Pokemon SoulSilver Version,2010-03-14,E,"Return to the beloved Johto region first introduced in the Pokémon Gold and Silver Version games for the portable Game Boy system. Several new enhancements for the series, such as updated graphics and touch screen features, enrich these timeless adventures, and the new Pokéwalker accessory allows players to take their favorite Pokémon with them wherever they go. Both games feature detailed graphics that spotlight the unique environments and hundreds of Pokémon that players can encounter and catch. Players can even see and interact with their favorite Pokémon outside of battle, selecting one from their team to follow behind them as they travel through the Johto region. [Nintendo]",87
Elite Beat Agents,2006-11-06,E10,"In a jam? Well, all these guys DO is jam! Prepare to rock as these beat masters use their groovy moves to save the day. As the music plays, players tap the screen, trace rhythmic patterns and keep the beat as the story unfolds on the top screen. Every scene is accompanied by rump-shaking tunes, but players have to keep the Elite Beat Agents grooving. The worse players do, the worse the story might end up. Whether they’re helping a lost dog find its way home or helping a babysitter charm a hunky football player, no crisis is too weird. The public knows of government agencies like the FBI and CIA, but little is known of this super-secret agency. Code-named Elite Beat Agents, these men in black are heroes' heroes and the coolest group of guys this world has ever known. Of course, according to official records, they do not exist. Their leader, an ex-CIA agent named Commander Kahn, scans the world for cries of help. When he finds one, he dispatches the agents, who assist their targets by performing a song and dance. The hypnotic nature of their rocking revives the targets with ""Groovy"" energy that boosts their willpower and helps them overcome their obstacles. Every stage is presented in a storyline fashion. All stages share similar basic elements and game flow: The player gets introduced to the target’s problem in a comical intro. Commander Kahn dispatches the agents to the scene. The agents arrive in a special ""Beat Transport"" that is tailor-made for the situation. The song starts as the agents and player meet the target. By tapping and tracing patterns that appear on-screen, players play along with the song’s rhythm. The animated story changes depending on how well the player performs. After each section, the player gets judged. Depending on the Elite-o-meter's judgment, the story will go well or poorly. If the player makes it though the whole song, he or she will be judged on the whole thing and get one of three endings. [Nintendo]",87
The Legend of Zelda: Spirit Tracks,2009-12-07,E10,"The Legend of Zelda: Spirit Tracks sets hero Link on a daring new adventure. The game provides players with a new story, more puzzles and even a new mode of transportation. In this game, Link voyages by train, which offers up new possibilities for problem-solving. The game has the same look and feel established in Phantom Hourglass. Link has a valuable new companion. While navigating dungeons, he's accompanied by a Phantom, a hulking suit of armor that responds to his commands. Players can tap the Phantom to take command of him, then draw a line on the touch screen to direct him where to go. The stout Phantom can walk through fire or lava, be used as a platform to carry Link above dangers, or even run interference to block Link from harm. When Link conducts the train, players enjoy a satisfying combination of action and real-time puzzle solving as they determine which track to take and how to best manipulate their speed. When on the train, Link must plot the best route to the end of the line around ever-moving obstacles. While en route, Link might need to fire an onboard cannon at enemies who attack the train or sound the whistle to scare animals off the tracks. Link uses a variety of new items and weapons, including the Whirlwind, which players activate by blowing into the microphone of the Nintendo DS system. As with The Legend of Zelda: Phantom Hourglass, players can draw notes on the in-game maps using the stylus on the touch screen. [Nintendo]",87
Pokemon HeartGold Version,2010-03-14,E,"Return to the beloved Johto region first introduced in the Pokémon Gold and Silver Version games for the portable Game Boy system. Several new enhancements for the series, such as updated graphics and touch screen features, enrich these timeless adventures, and the new Pokéwalker accessory allows players to take their favorite Pokémon with them wherever they go. Both games feature detailed graphics that spotlight the unique environments and hundreds of Pokémon that players can encounter and catch. Players can even see and interact with their favorite Pokémon outside of battle, selecting one from their team to follow behind them as they travel through the Johto region. [Nintendo]",87
Pokemon Black Version,2011-03-06,E,"Pok&eacute;mon Black Version and Pok&eacute;mon White Version feature new Pok&eacute;mon that players can catch, train and battle as they progress through the game, and some Pok&eacute;mon can only be caught in one version of the game. For example, the Legendary Pok&eacute;mon Reshiram can only be caught in Pok&eacute;mon Black Version, while the Legendary Pok&eacute;mon Zekrom can only be caught in Pok&eacute;mon White Version. Additionally, the two games feature different areas for the first time in the series, with the game world of Pok&eacute;mon Black Version featuring a unique metropolitan area called Black City, and a lush, green area named White Forest only found in Pok&eacute;mon White Version. Pok&eacute;mon Black Version and Pok&eacute;mon White Version also mark the first time in a Pok&eacute;mon video game that the seasons will change in the game world. Certain Pok&eacute;mon appear more frequently during different seasons, and players can only access some areas during a specific season.",87
Kirby: Canvas Curse,2005-06-13,E,"(Also known as ""Touch! Kirby's Magic Paintbrush"")  Kirby: Canvas Curse delivers classic Kirby action with a fun twist. Using the stylus to control Kirby's movements is surprisingly intuitive, and the new control scheme provides many unique gameplay challenges. The rainbow paths you draw guide Kirby through the game, but they also can protect Kirby from falling icicles, lasers, cannon blasts and other hazards. In addition to drawing paths, the stylus can also be used to stun enemies, destroy barriers, detonate bombs and much more. Each of the game's seven worlds is divided into three stages, and each stage holds three hidden medals. Some are easy to find, while others are either well-hidden or heavily protected. You don't need to find these medals to complete the game, but the medals you recover can be traded in to unlock special features like new ink colors for the paths you draw with the stylus. [Nintendo]",86
Might & Magic: Clash of Heroes,2009-12-01,E10,"Might & Magic Clash of Heroes is the first puzzle adventure RPG game from Ubisoft.It is inspired by the famous Heroes brand and set in the Might & Magic universe. With a manga art direction it has been re-mastered into a glorious 2D environment. As a prequel to Heroes V, 40 years before, Might & Magic Clash of Heroes is set across five different regions of Ashan (a part of the Might & Magic world). Live an exciting adventure as you play 5 different heroes, alternate between exploration in various maps and battle in turn-based puzzle games, in order to accomplish your quest. [Ubisoft]",86
Mario & Luigi: Partners in Time,2005-11-28,E,"In this sequel to Mario & Luigi: Superstar Saga, the brothers travel back in time to retrieve Princess Peach, only to come face to face with baby versions of themselves, the princess and Bowser. Teaming up with their young selves will soon send Mario and Luigi on a quest of lunatic proportions as players must control both the adult AND baby versions of the Mushroom Kingdom heroes. Players use the top screen to study the land, keep track of the pair of brothers not under their control or maximize combo moves in battle. With twice the Mario brothers and twice the laughs, this massive side-splitting adventure could only find a home on the dual screens of the Nintendo DS. [Nintendo]",86
Planet Puzzle League,2007-06-04,E,"(Also known as ""Panel De Pon DS"")  Use the DS stylus to grab panels and slide them left and right. If you match three or more panels of the same color, they will vanish. Form chains and combos to create cascading waterfalls of panels to rack up high scores. The basic game play is similar to the classics Tetris Attack and Pokémon Puzzle League, but the touch screen gameplay adds a new dimension of fun, giving Planet Puzzle League a bright new feel. Features Six single-player modes: Puzzle, Endless, Time Attack, Garbage, Clear, and Vs. Computer. Don’t have much time? Play three two-minute games in unique Daily mode. Track your progress over weeks and months. Dozens of tutorials and demos teach you the ins-and-outs of this incredibly deep game. Three difficulty levels:. Easy for beginners, normal for veterans, brutal for experts. Two can compete head-to-head over the Nintendo Wi-Fi Connection. With the Nintendo DS Headset accessory (sold separately) you can even chat with your friend as you polish your puzzle skills. Up to four players can compete in three local wireless modes. You can also send a single-player demo to a friend via local wireless. Orient the game the way you like: vertically or horizontally! You can even configure for left- or right-handed play. [Nintendo]",86
Animal Crossing: Wild World,2005-12-05,E,"In this sequel to the wildly popular Nintendo GameCube game, players and up to three friends can hang out in the same village and interact in real time - either through wireless LAN or over Nintendo Wi-Fi Connection. Now players can visit a friend's village from thousands of miles away. 
The touch screen makes item management and world navigation a breeze. Typing letters and designing patterns are now just stylus strokes away. Days and seasons pass in real time, so whether players want to decorate their homes, catch bugs or fish, collect brand-new items like hats and sunglasses or just chat with the wild and wacky characters in their villages, there's always something to do. [Nintendo]",86
Professor Layton and the Unwound Future,2010-09-12,E10,"Professor Layton and his apprentice, Luke, receive a confounding letter - from Luke 10 years in the future. But the message inside is even more troubling: London of the future is in disarray, and the only person
who can help set things right is Professor Layton.",86
Advance Wars: Days of Ruin,2008-01-21,E10,"(Also known as ""Advance Wars: Dark Conflict"" in the UK/EU)  After a cataclysmic meteor strike exterminates 90% of the population, the survivors must battle barbarians, disease, and strongmen who seek only to secure their own power. Advance Wars has been reinvented. Set amidst a world in chaos and featuring new characters and settings, a gritty look, an engaging storyline, and online Wi-Fi battles and map trading. Try you hand with new COs and units, realistic graphics, and a new environment. Use Nintendo WiFi Connection and battle against a friend halfway across the world, or use the map editor to create, trade and battle on your own custom maps. [Nintendo]",86
Radiant Historia,2011-02-22,E10,"In the midst of an unending war for dominance between two super-powers, Special Intelligence Agent Stocke is assigned to a routine escort mission that goes horribly awry.",85
Shantae: Risky's Revenge,2010-10-04,E10,The sequel to the critically acclaimed Shantae is here!,85
Castlevania: Portrait of Ruin,2006-12-05,T,"Take control of two heroes, Jonathan Morris, a vampire killer and his close friend Charlotte Orlean, a girl with tremendous magical ability. Amidst the chaos of World War II, two mysterious sisters emerge, working to resurrect Dracula and David and Charlotte are all that stand in their way. Two new playable characters, each with their own unique style of play and abilities. Strategically switch between characters in the heat of the action. Call on your partner and execute Summon Attacks to decimate your enemies. Collect items, weapons and magic as you explore the castle. Explore several environments new to the series, such as the Desert, abandoned cities and more. [Konami]",85
Metroid Prime: Hunters,2006-03-20,T,"Who is the Galaxy's Most Elite Bounty Hunter? Before Metroid Prime Hunters, the answer was easy. Now that six other ferocious bounty hunters have gathered to challenge Samus, the title is up for grabs. Engage in intense four-player deathmatches either locally or against players from around the world with Nintendo Wi-Fi Connection. Battle with seven elite bounty hunters, each with unique alternate forms and specialty weapons. Customize your multiplayer matches with over 20 expertly designed arenas and seven intense modes of play. Unlock multiplayer features by completing an all-new single-player mission in Adventure Mode. [Nintendo]",85
Pokemon Pearl Version,2007-04-22,E,"Pokemon Diamond and Pearl are traditional Pokemon RPGs that takes place in a region called Sinnoh. When you set off on your travels, you'll be able to play as either a boy or girl Trainer. Pokemon fans have caught glimpses of Lucario, Munchlax and Weavile in Pokemon movies, and these Pokemon will are debuting in this adventure. Diamond and Pearl utilize the DS's dual slots to transfer Pokemon from the GBA Pokemon games. Also, you can link up with Pokemon Ranger to access more special content. [Nintendo]",85
The Legend of Zelda: Four Swords Anniversary Edition,2011-09-28,E10,The Legend of Zelda: Four Swords is a free DSiWare download.,85
Professor Layton and the Curious Village,2008-02-10,E,"(Also known as ""Layton Kyouju no Fushigi na Machi"" and ""Professor Layton and the Mysterious Village"")  Marking Level 5's first foray onto the DS, Professor Layton is an old-fashioned point-and-click adventure which requires your use of skills such as reasoning, knowledge and creativity to solve various puzzles.",85
Super Mario 64,2004-11-20,E,"Super Mario 64, the genre-defining Nintendo 64 classic, arrives on the Nintendo DS with all-new features that take full advantage of the new portable system's dual screens, touch screen and wireless multiplayer capability. Play as Mario, Yoshi, Luigi and even Wario. You'll need to use each one's unique abilities to find 150 Power Stars hidden in the castle and grounds. Play through Adventure mode and try your stylus-wielding hand at tons of new touch-sensitive mini-games. Battle up to three friends in Wireless Versus mode, which you can play with only one Super Mario 64 DS game card. Each of the four main characters has multiple jumping moves that cover great horizontal and vertical distances. Each has unique moves: Yoshi can eat enemies and turn them into eggs that he can throw; Mario can punch, kick and wall-jump to great heights; super-strong Wario can break certain blocks; and Luigi can jump incredibly high. Power Flowers give each character even cooler powers, like invisibility, fire breath or the power to float through the air. [Nintendo]",85
Pokemon Diamond Version,2007-04-22,E,"Pokemon Diamond and Pearl are traditional Pokemon RPGs that takes place in a region called Sinnoh. When you set off on your travels, you'll be able to play as either a boy or girl Trainer. Pokemon fans have caught glimpses of Lucario, Munchlax and Weavile in Pokemon movies, and these Pokemon will are debuting in this adventure. Diamond and Pearl utilize the DS's dual slots to transfer Pokemon from the GBA Pokemon games. Also, you can link up with Pokemon Ranger to access more special content. [Nintendo]",85
Final Fantasy IV (3D Remake),2008-07-21,E10,"Four elemental Crystals, each possessing awesome power, lie scattered throughout the realm. However, men are quick to covet things which offer strength, and easily corrupted by the might which they possess. Seduced by the promised power of the Crystals, the kingdom of Baron begins employing unprovoked force to seize them from peaceful nations. The dark knight Cecil – Lord Captain of Baron’s elite force, the Red Wings – is ordered by his king to obtain the Crystals, but soon begins to question the monarch's motives. Stricken with grief at his own actions, yet burdened by his loyalty to his country and his personal sense of honor, Cecil at last decides to turn from the path of darkness and destruction. Enraged, the king accuses him of disloyalty, strips Cecil of his command, and sends him off to slay a mysterious beast that lurks in the nearby Valley of Mist. Cecil embarks on a fateful journey that will bring trials, betrayals, friendship, loss and self-discovery. Can Cecil open his eyes and become the man of honor that he must be? Dive into the first RPG to incorporate the innovative Active Time Battle system, now further enhanced and refined for the Nintendo DS. Train and customize Whytkin by playing a variety of mini-games and challenge another player to head-to-head battle via local wireless connection. [Square Enix]",85
Castlevania: Order of Ecclesia,2008-10-21,T,"The legendary Castlevania series is back in its 3rd installment on the Nintendo DS. This time you play as a member of the Ecclesia, an organization that has sworn to defeat the evil forces of Dracula. Use the brand new Glyph attack system which has more than 100 different combinations to battle Dracula and his minions throughout 20 explorable areas. Take part in side quests and collect items to power up your character in the next great Castlevania game produced by Koji Igarashi. Castlevania: The Order of Ecclesia features intense side-scrolling action gameplay as you quest to collect elements that will help you in your quest against Dracula. Explore all-new outdoor areas from the forests to the ocean. Compete head-to-head via the Nintendo DS Wi-Fi Connection. Sell and buy items and equipment you have found while playing with other players utilizing Nintendo DS Wi-Fi Connection. Utilize multiple abilities and attacks simultaneously with the all-new Glyph attack system. Replay more than once to discover multiple endings. [Konami]",85
Space Invaders Extreme,2008-06-17,E,"New Look: The classic design of the original SPACE INVADERS, now with revamped graphics and new background movies that add to the game’s excitement. New Music: Get in the groove with up-beat techno tunes that are synched to gameplay. New Mini-Games: Experience varied gameplay with mini-games (Rounds) that are launched mid-game – they add to the fun, and are a good way to rack up points. New Twists: Discover exciting twists to the classic game that provide swift, fast-paced game play. New Multiplayer Element: Battle against a friend with the all-new multiplayer element, available on both platforms. [Taito]",85
Peggle: Dual Shot,2009-02-27,E,"Shoot and clear the orange pegs from 120 levels spanning two full Adventure modes including 10 all-new levels in the exclusive Bonus Underground. Wield 11 Magic Powers, score amazing style shots, and collect valuable gems and power-ups in the Bonus Underground. And the action doesn’t stop there - take your best shot in Multiplayer Duel and Quick Play modes, then put your skills to the ultimate test with 90 challenges. [PopCap Games]",84
Tetris DS,2006-03-20,E,"10 DS players can battle with only one Tetris DS card. Each of the six modes of play features a theme based on a classic Nintendo game, such as Super Mario Bros., The Legend of Zelda or Metroid. The traditional Tetriminos (falling blocks) and line-clearing strategy remain the staples of the game, but the touch screen adds a new element of interactivity. Some modes give players special Tetris puzzles to solve. Others feature head-to-head action between two players, or massive wireless battles between 10 DS users, even if only one player has a game card. Players also can log onto Nintendo Wi-Fi Connection to compete in two- or four-player battles. Tetris DS even includes a point-based rating system based on players' battle results. Opponents can see one another's ratings, which indicate their skill levels. Every gamer, whether competitive or casual, will find a way to reconnect with one of the most popular puzzle games in history. Look for more details about the new game play modes on Nintendo.com in the weeks leading up to the game's release. [Nintendo.com]",84
Shin Megami Tensei: Devil Survivor,2009-06-23,T,"Tokyo is in full lockdown, the government's swift, coldblooded response to a surprise demon invasion. Trapped within the sprawling metropolis is the city's helpless populace, forced to turn on each other in order to survive.  A mysterious piece of technology, the COMP, falls into the hands of you and your peers.  This device allows you to form contracts, forcing demons to serve you in battle against the otherworldly creatures.  There are others with COMPs, so-called demon tamers, who seek to use the demons to satisfy their own whims-be they for justice, peace, or power-in the chaos that was once downtown Tokyo. Where did the demons come from?  Why did they appear?  Who created the COMPs, and what is their purpose?  These questions must soon be answered, for if you fail to solve the mystery, much more is at stake than your own lives. [Atlus USA]",84
Professor Layton and the Diabolical Box,2009-08-24,E10,"(Also known as ""Professor Layton and Pandora's Box)  Professor Layton needs your help! Get your wits working with over 150 puzzles, and help unravel the mystery of the Elysian Box. [Nintendo]",84
Dark Void Zero,2010-01-18,E,"[DSiWare]  As the '80s were drawing to a close, the developers at Capcom began work on a top-secret project that aimed to set new standards for the platformer genre. That game was called Dark Void. Alas, Capcom suspended development on Dark Void as it began to evaluate the SNES. Before long, the game was shelved and drifted, unnoticed, into the annals of gaming history. Dark Void became a legendary ""lost project"" at Capcom. Now, nearly 20 years later, Dark Void is back! To commemorate the game's humble origins, Capcom has commissioned this recreation of the original 8-bit classic, now re-titled Dark Void Zero, on the Nintendo DSi system. You play as Rusty, the first human born in the Void, who must take on the Watchers in a quest to stop their domination of Earth. With the aid of Nikola Tesla and his state-of-the-art rocket pack, Rusty must take down the Watchers and their minions across three intense levels of action and intrigue. [Nintendo]",84
Tony Hawk's American Sk8land,2005-11-16,E,"No levels. No load times. Just never-ending action that doesn't stop until you leave the game. Tony Hawk's American Wasteland gives you - for the first time ever in a Hawk game - the freedom to skate, or bike, throughout a rich, expansive open environment. Once you arrive in Los Angeles, the vast city that gave birth to skate culture, the sky's the limit as you progress through the Wasteland story and choose missions that will have you immersed in the action without ever skating the same line twice. New on the board tricks include the Bert slides, Natas spins handstands, and one-footed grinds and manuals. New off the board tricks include wall runs, wall flips, and charged jumps. Choose Board Or Bike: For the first time, you can choose to ride BMX bikes throughout the entire game, with all-new physics, a BMX specific control system and several BMX-specific goals. Customize Like Crazy: Enter and explore dozens of shops in game to customize your gear and your look! Check out skate shops, barbershops, tattoo parlors, and clothing stores as you accomplish goals and earn cash. [Activision]",84
Dragon Quest V: Hand of the Heavenly Bride,2009-02-16,E10,"This entry in the Zenithia Trilogy follows a journey that transcends three generations. Travel alongside your father on his quest to see the world, grow to set forth on a journey of your own and face life-altering decisions as you continue your family’s legacy. [Square Enix]",84
Ghost Trick: Phantom Detective,2011-01-11,T,"Ghost Trick is a story of mystery and intrigue that blends fun logic puzzles with the world of the supernatural, making for an entirely new and unique experience in the handheld gaming space. Part adventure game, part puzzle game, Ghost Trick's gameplay will challenge player's brains while its distinct art elements and character designs will deliver the fun.",83
Bangai-O Spirits,2008-08-12,E10,"Bangai-O Spirits provides gamers with addictive shooter gameplay, punishing supermoves and a sensory overload of fireworks onscreen, with strategic and tactical elements and TREASURE’s quirky design style. The game also offers co-op, competitive multiplayer for 1-4 players via local wireless, a powerful level editor tool which allows players to edit in-game levels or create new ones from scratch, and the revolutionary new ability to transfer data among DS systems through sound data transfer technology known as Sound Load. Never before utilized for DS systems, the Sound Load technology in Bangai-O Spirits allows players to transfer level data among DS handheld systems via the use of sound and the DS microphone. This technology works by taking the level data and turning it into a sound file which is output through the host DS speaker. This data is then interpreted through the microphone of the recipient DS, and the level transfer is complete. It is also possible to upload and circulate sound files of level data from Bangai-O Spirits online via the Internet, or to save files to a recording device like a PC or jump drive for transport and distribution, allowing gamers to catalog, share and compare levels online easily with gamers all over the world! Widening the range of play and interaction even further, gamers can also deliver high score and gameplay footage as transferable sound files by using Sound Load. [D3Publisher of America]",83
Bleach: The Blade of Fate,2007-10-09,T,"(Also known as ""Bleach DS"")  Players face a variety of opponents as one of 28 highly-stylized characters in intense action-packed battles based on the animated series. Bleach: The Blade of Fate on the Nintendo DS brings a twist to the traditional 2D fighting game with a new kind of battle system that enables players to move between upper and lower split-plane battle arenas to chase after or escape from opponents. The game also allows gamers to build Spirit Card Decks to strategically access power-ups and power-downs to perform special attacks, cast healing spells on themselves, displace opponents, or prohibit them from using their own Spirit Cards. Additionally, gamers can take to the streets battling against enemies with up to four players in fast-paced combat via the Nintendo DS' Wi-Fi capabilities. [Sega]",83
