title,release_date,rating,description,metascore
Zero Escape: Virtue's Last Reward,2012-10-23,M,"Zero Escape: Virtue's Last Reward has players taking on the Nonary Game again, as it's back and more deadly than ever.",88
Fire Emblem Fates: Special Edition,2016-02-19,T,"Fire Emblem Fates Special Edition Includes: All 3 Versions of Fire Emblem: Fates (Birthright, Conquest, Revelation*) on a Single Cartrige. *Allows purchasers to play Revelations three weeks prior to launch on eshop. It's the only way to get all Three Versions on a Single Cartridge. Also includes a Hardcover Art Book and Nintendo 3DS XL Carrying Pouch featuring Game Art. Two kingdoms are on the brink of war. Whose side will you choose? Torn between two families, you’re an heir of Hoshido, raised by Nohrian royals. If you walk the path of Conquest, you must fight to change your misguided kingdom from within. Command warriors with expert precision and forge deep relationships to master this turn-based strategy game.",88
Pokemon Y,2013-10-12,E,"Pokemon X and Y are the first mainline Pokemon games made for the 3DS and feature a mix of Pokemon old and new as well as a trio of new starting Pokemon - a watery toad Froakie, a fiery deer Fennekin, and a grass monster Chespin.",88
Fire Emblem Fates: Revelation,2016-03-10,T,Requires full version of Fire Emblem Fates: Conquest or Fire Emblem Fates: Birthright.,88
Animal Crossing: New Leaf,2013-06-09,E,"There are no points or levels, just a myriad of sights and sounds, places and activities...all ready to explore. Spend your time passing new ordinances—or going fishing. Hang out at a coffee shop or visit a tropical island. It's up to you. Your game is what you make of it—and personalizing your world is part of the fun. Create cool patterns for clothing or furniture, build new structures in your town, design gardens and museum displays, and so much more. Time passes in the world of Animal Crossing just as it does in real life. Celebrate holidays and see the seasons change. Meet new visitors or get gifts from your neighbors.",88
Pokemon X,2013-10-12,E,"Pokemon X and Y are the first mainline Pokemon games made for the 3DS and feature a mix of Pokemon old and new as well as a trio of new starting Pokemon - a watery toad Froakie, a fiery deer Fennekin, and a grass monster Chespin.",87
Pokemon Sun,2016-11-18,E,"Using Pokemon Bank, you'll be able to transfer Pokemon you've caught in the Nintendo 3DS Virtual Console versions of Pokemon Red, Pokemon Blue, and Pokemon Yellow into your copy of Pokemon Sun or Pokemon Moon. Pokemon from Pokemon Omega Ruby, Pokemon Alpha Sapphire, Pokemon X, and Pokemon Y can also be brought into Pokemon Sun and Pokemon Moon in the same way.",87
Pokemon Moon,2016-11-18,E,"Using Pokemon Bank, you'll be able to transfer Pokemon you've caught in the Nintendo 3DS Virtual Console versions of Pokemon Red, Pokemon Blue, and Pokemon Yellow into your copy of Pokemon Sun or Pokemon Moon. Pokemon from Pokemon Omega Ruby, Pokemon Alpha Sapphire, Pokemon X, and Pokemon Y can also be brought into Pokemon Sun and Pokemon Moon in the same way.",87
Fire Emblem Fates: Conquest,2016-02-19,T,"Two kingdoms at war – the peace-loving Hoshido and the glory-seeking Nohr. It is up to the player to decide which side to fight for. As the prince/princess of Hoshido, who was raised by Nohr royal family, you will be torn between two families you love. Whichever path you take, you will face different types of challenges.",87
Sonic the Hedgehog 2,2015-10-08,E,"Super Speed! Sonic's back and better than ever. He's a blur in blue! A blaze of action! With his new Super Spin Dash. And a new, fabulous friend, &quot;Tails&quot; the Fox. You won't believe it 'til you see it. And when you play, you won't stop. Super Play! Defy gravity in hair-raising loop-de-loops. Grab Power Sneakers and race like lightning through the mazes. All at break-neck speed! Super Power! Sonic's attitude is can-do. The mad scientist Dr. Robotnik is planning a world takeover. Sonic gets tough in the fight to save his friends and squash Robotnik for good!",87
OutRun,2015-03-12,E,"The re-mastered version includes all of Out Run’s original content alongside two new songs, and runs at 60 frames per second which is twice the speed of the original game. 3D Out Run also features a built in Stage Select option that allows players to save and resume progress mid-game, has adjustable difficulty settings, and includes unlockable car customization options that allow you to equip parts to improve your car. Additionally, players are able to choose from a number of real-life arcade cabinets wherein everything from the appearance to the environmental sounds of the specific cabinet.",87
Monster Hunter 4 Ultimate,2015-02-13,T,"Take off on an epic journey, traversing a vast world hunting larger than life beasts as you look for the source of a mysterious virus. Travel with a caravan of fellow hunters and merchants as you make your way across multiple locations, each with its own unique look and feel.",86
Picross 3D: Round 2,2016-09-01,E,"A fresh new layer of paintand strategy!

Chip away at a three-dimensional block puzzle to reveal the object hidden within. Only this time, blocks can be painted with two colors of paint to mold detailed shapes. Enjoy more than 300 puzzles at the Cafe or even tap compatible amiibo figures (sold separately) to solve 10 more puzzles hiding secret Nintendo characters!

In the Cafe, the more puzzles you complete, the more that open up to play. Accomplish certain objectives, like getting a high ranking on 30 puzzles, and youll earn even more. You can choose between easy, medium, and hard difficulty levels for each one, but no matter the complexity, youll always be rewarded with the hidden object. Some sets of puzzles offer additional tasks, from Timed Challenges to One-Chance Challenges. With this many brainteasing activities, there are always new risks to take and hidden objects to find!

-Solve over 300 3D Picross puzzles using two colors of paint
-Complete a variety of objectives to unlock even more puzzles
-Scan compatible amiibo figures to unlock additional Nintendo character puzzles
-Every puzzle can be completed in three difficulty levels: easy, medium, and hard
-Additional challenges include timed puzzles and one-chance puzzles",86
Crashmo,2012-11-22,E,"Also known as ""Fallblox"" in the UK/EU. Players can embrace the laws of gravity and challenge themselves with a whole new kind of action-puzzle play in this exciting sequel to the critically acclaimed Pushmo. New gravity mechanics and gadgets like floating blocks, doors and move switches await, testing players' skills as they push, pull and slide each puzzle's colorful blocks in order to climb to the top. Just be careful where those blocks are moved-unsupported blocks will come crashing down. Crashmo contains lots of puzzles to test your brains, and enhanced puzzle-creation and -sharing features mean that even when all the puzzles are cleared, the fun never has to stop.",86
SteamWorld Heist,2015-12-10,E10,"A game featuring space adventures and strategic shoot-outs. Assume the role of Captain Piper and recruit a team of rag-tag robots to explore and scavenge the remains of a destroyed world. Board enemy spaceships and command your crew in a unique variety of turn-based combat, where the outcome is determined purely by your own skills.",86
Luigi's Mansion: Dark Moon,2013-03-24,E,"(Also known as ""Luigi's Mansion 2"" in the UK/EU) Luigi is back on a mission to remove a bunch of stubborn ghosts from some spooky mansions. Armed with his trusty Poltergust ghost-sucking vacuum cleaner, Mario's brother takes center stage to capture these pesky phantoms.",86
Xenoblade Chronicles,2015-04-10,T,"Xenoblade Chronicles throws you into a universe bursting with imagination. Take hold of an ancient sword that offers glimpses of the future, customise your characters extensively and discover a world where your relationships with others matter.",86
Fire Emblem Fates: Birthright,2016-02-19,T,"Two kingdoms at war – the peace-loving Hoshido and the glory-seeking Nohr. It is up to the player to decide which side to fight for. As the prince/princess of Hoshido, who was raised by Nohr royal family, you will be torn between two families you love. Whichever path you take, you will face different types of challenges.",86
Monster Hunter Generations,2016-07-15,Rating not found,"Monster Hunter Generations is the most customizable Monster Hunter experience to date, and serves as a fitting tribute to the last decade of the series with a blend of brand new areas and monsters, and returning fan-favorites that have been updated and adapted to the newest generation of gameplay. Monster Hunter Generations introduces new gameplay mechanics including Styles and Hunter Arts that can further refine a very personalized playstyle. Mount monsters from mid-air using the Aerial style or make the most out of the advantageous Hunter Arts abilities with the Striker style. Hunter Arts are visually striking, indispensable combat skills and power-ups that hunters using any style or weapon can equip. Along the hunter's journey, players must defend each of the game's four villages from new major threats—the Fated Four. With hundreds of quests in store, there are tons of challenges to tackle in a solo adventure, and also via local or online play with up to three other hunters. [Nintendo]",85
Metroid: Samus Returns,2017-09-15,E10,"A classic Metroid adventure returns, rebuilt from the ground up. Brave the hostile terrain of an alien planet teeming with vicious life forms as legendary bounty hunter Samus Aran. Her mission? Terminate the Metroid menace in this masterful reimagining of her 1991 Game Boy adventure. Samus Arans arsenal has been enhanced with new moves and abilities that are sure to help her face the deadly surprises that await. This intense, side-scrolling action platformer is a great entry point into the Metroid franchise and perfect for returning fans as well, and its available only on the Nintendo 3DS family of systems.

Features: 

*    This intense, side-scrolling action platformer has been completely remade with engaging and immersive 3D visuals and a rich, atmospheric color palette.
*    Classic Metroid II: Return of Samus gameplay is joined by a wealth of new content, including a set of brand new abilities that utilizes a mysterious energy resource called Aeion, a powerful melee counterattack, and 360-degree Free Aim Mode. 
*    There are plenty of secrets to findand if you uncover enough of them, you may even start to unravel the mystery of Planet SR388s past. 
*    Two new amiibo figures*Samus Aran and Metroidwill be released as a set alongside the game. This game is also compatible with the Zero Suit Samus and Samus amiibo from the Super Smash Bros. series. Functionality details will be revealed at a later date. 
*    While supplies last, fans will be able to purchase a special edition of the game, which includes a physical copy of the game, a sound-selection CD featuring 25 tracks from across the Metroid franchise, and a reversible title-sheet insert for the game case.",85
Dragon Quest VIII: Journey of the Cursed King,2017-01-20,T,"The world of Dragon Quest VIII is created with breakthrough 3D graphics. The world, which includes fields, towns and dungeons, allow players to move around seamlessly. The graphics are of a high-quality animation, and players can feel as if they are walking around inside the world created by Character Designer, Akira Toriyama. The battle scenes and monsters make users feel as if they were actually facing them All of the monsters and characters are transformed with 3D graphics. Battle scenes provide astrong presence of characters and monsters due to its stunning visuals. Moreover, both new andfamiliar monsters have been recreated with uniquely detailed animation. Characteristic monsters popular among fans of Dragon Quest VIII come alive with a fresh breath of life. An entirely new original score by Koichi SugiyamaKoichi Sugiyama, the composer of Dragon Quest VIII and all of the music from previous titles in the series, composed an entirely original score. A classic and elegant score, the music is also memorable and will leave people humming the tunes. The impressive score makes the journey much more adventurous and paints each scene with emotion. [Square Enix]",85
Super Street Fighter IV,2011-03-27,T,"The follow-up to Street Fighter IV further redefines the fighting game genre with classic 2D Street Fighter fighting action, a host of new and returning characters, more advanced online gameplay, new ultra combos and much more. Super Street Fighter IV features the full roster of 25 characters from Street Fighter IV such as Ryu, Ken, Crimson Viper, Abel, El Fuerte, and Rufus, while adding about eight characters new to the world of Street Fighter IV. The impressive new roster includes classic combatants from previous Street Fighter games like T. Hawk as well as all-new characters such as the mysterious and deadly female fighter, Juri. Super Street Fighter IV adds new Ultra Combos and advancements to the state of the art online matchmaking and online gameplay introduced in Street Fighter IV with numerous additional features. Super Street Fighter IV takes many of the groundbreaking features introduced in Street Fighter IV and refines everything to deliver the ultimate vision of Street Fighter to fans the world over. [Capcom]",85
Bravely Default,2014-02-07,T,[Available in the U.S. - Feb 2014] This new yet traditional offering from Square Enix captures the charm and elegant and simplicity of yesteryear's canonical RPGs. Become a Warrior of Light and journey to the land of Luxemdarc in this classic tale of personal growth and adventure.,85
Super Smash Bros. for Nintendo 3DS / Wii U,2014-10-03,E10,"Return to a world of exciting battles with Super Smash Bros. as you fight your way through a host of fan-favorite opponents. Make your way through memorable stages inspired by the most notorious classic Nintendo games. Challenge a myriad of familiar faces to battle, including Mario, Link, Samus and Pikachu, or take on new contenders, such as Mega Man, Little Mac and Palutena, the Goddess of Light from the Kid Icarus games. Leap into battle as your own personalized Mii characters. Dive into a thrilling new mode, exclusive to the Nintendo 3DS, Smash Run. Fight solo through a battlefield of enemies, and snatch up their dropped powerups before the clock runs out — and the real battle begins. Customize your fighter for when you're playing locally or online. Experience all the stunning beauty of the Super Smash Bros. world rendered in immersive 3D. Challenge family and friends locally or online, or seek out new competition from around the globe in online For Fun or For Glory matches.",85
Mario Kart 7,2011-12-04,E,"The latest installment of the Mario Kart franchise brings Mushroom Kingdom racing fun into 3D. For the first time, drivers explore new competitive kart possibilities such as soaring through the skies or plunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new levels.",85
Radiant Historia,2018-02-13,T,"In the midst of an unending war for dominance between two super-powers, Special Intelligence Agent Stocke is assigned to a routine escort mission that goes horribly awry.",85
Pokemon Ultra Sun,2017-11-17,E,"A new light shines on the Alola region.

Take on the role of a Pokemon Trainer and uncover new tales, and unravel the mystery behind the two forms reminiscent of the Legendary Pokemon. With new story additions and features this earns Pokemon Ultra Sun and Pokemon Ultra Moon the name ""Ultra!"" Another adventure is about to begin.

New Pokemon forms have been discovered in the Aloha region in Pokemon Ultra Sun and Pokemon Ultra Moon! These forms are reminiscent of the Legendary Pokemon Solgaleo, Lunala, and Necrozma, first revealed in Pokemon Sun and Pokemon Moon. Head out on an epic journey as you solve the mystery behind these fascinating Pokemon! In this expanded adventure, get ready to explore more of the Alola region, catch more amazing Pokemon, and battle more formidable foes in Pokemon Ultra Sun and Pokemon Ultra Moon!",84
Shin Megami Tensei: Devil Survivor 2 Record Breaker,2015-05-05,T,"Your days are numbered. Your character in Shin Megami Tensei: Devil Survivor 2 Record Breaker is stuck in a world that has been invaded and is on the brink of non-existence. At the same time, you and your friends have gained the ability to summon demons via your cell phone, and with it, a power to fight against fate. The countdown begins; will you be able to save the future of mankind?",84
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,2019-01-11,E,"Laugh your way through a story told from three perspectives. Search the Mushroom Kingdom for a cure as Bowser, explore his innards as the Mario Bros., and discover the untold story of Bowser Jr.’s Journey. Overcome the fury of Fawful, action-packed battles, puzzling tasks, and giant bosses in a classic action RPG—stuffed with new content! Mario and Luigi are stuck inside Bowser, forced to accomplish unusual tasks to assist their arch nemesis with hero stuff across the land. The scenes and dialogue that ensue will have you cackling like Fawful, even in battle! Time your button presses and keep up with the action: turn the system sideways, blow into the mic, or tap the touch screen. In an all-new mode, Bowser Jr. will cross paths with our unlikely allies as he recruits Ranged, Flying, and Melee troopers to fight for his cause. Strategically form teams and pit them against enemies to reign supreme in frenetic combat.",84
Etrian Odyssey IV: Legends of the Titan,2013-02-26,T,"Etrian Odyssey IV: Legends of the Titan has players board their skyship and set out into the clouds in search of treasure, glory, and the answer to Tharsis' oldest mystery.",84
Pokemon Ultra Moon,2017-11-17,E,"A new light shines on the Alola region.

Take on the role of a Pokemon Trainer and uncover new tales, and unravel the mystery behind the two forms reminiscent of the Legendary Pokemon. With new story additions and features this earns Pokemon Ultra Sun and Pokemon Ultra Moon the name ""Ultra!"" Another adventure is about to begin.

New Pokemon forms have been discovered in the Aloha region in Pokemon Ultra Sun and Pokemon Ultra Moon. These forms are reminiscent of the Legendary Pokemon Solgaleo, Lunala, and Necrozma, first revealed in Pokemon Sun and Pokemon Moon. Head out on an epic journey as you solve the mystery behind these Pokemon. In this expanded adventure, get ready to explore more of the Alola region, catch more amazing Pokemon, and battle more formidable foes in Pokemon Ultra Sun and Pokemon Ultra Moon!",84
Shin Megami Tensei IV: Apocalypse,2016-09-20,M,"The story of Shin Megami Tensei IV: Apocalypse depicts the remnants of Tokyo, ravaged by a catastrophe. Demons and humans co-exist, but in this state, the remnants of humankind are just a prize being fought over by the higher deities. One lone Hunter, the game's protagonist, meets an early demise and through a pact with a lesser god, is brought back to life in exchange for his pledge of servitude. From there, the protagonist allies with other Hunters in the ruins of post-apocalyptic Tokyo beginning a plot that crosses over with the events of the original Shin Megami Tensei IV.",84
Kid Icarus: Uprising,2012-03-23,E10,Kid Icarus: Uprising is the long-awaited franchise follow-up to the NES classic.,83
Donkey Kong Country Returns,2013-05-24,E,The latest installment of the Donkey Kong Country series returns.,83
Shin Megami Tensei IV,2013-07-16,M,"Building on the styles of ATLUS' Persona, Devil Summoner, and Devil Survivor titles, SMTIV is the first true successor to 2004's Shin Megami Tensei: Nocturne. The story of SMTIV revolves around the Samurai, the sacred protectors of the Eastern Kingdom of Mikado. As a newly appointed Samurai, players will struggle with factions that have nefarious designs on the world as they defend their home kingdom from a growing army of demons. Decisions players make throughout the course of the story will have lasting repercussions, as the fate of the world hangs in the balance.",83
Persona Q: Shadow of the Labyrinth,2014-11-25,M,"Persona Q is the inaugural Persona game for 3DS. The game takes the characters from Persona 3 and Persona 4, puts them into an all new adventure. The game is in the style of Etrian Odyssey, where teams of five will navigate dungeons in a first-person view.  New characters, enemies, the presence of Etrian Odyssey's F.O.Es will provide players with all new challenges.",83
Retro City Rampage DX,2014-02-06,T,"A parody of the open-world action genre, Retro City Rampage takes modern game mechanics and mashes them into an authentic 8-bit experience. It's one half fast paced arcade game, the other half a hilarious story mode! It's all the driving and shooting you'd expect and a whole lot more! With missions that twist pages straight from classic game experiences, you get to re-live and rewrite history in a way only a modern anti-hero could! When it comes to enemies, weapons are only the beginning! Put on your boots and jump on their heads! Toss 'em around to knock the rest down! Become truly unstoppable with awesome power-ups! Through its world, characters and missions, Retro City Rampage lampoons the entire 8-bit era from its games to the TV, movies and pop culture!",83
Pocket Card Jockey,2016-05-05,E10,"Stack cards like it's a race to the finish. And it is. In this fast-paced mash-up of solitaire and horse racing, you'll jockey your way to victory by clearing cards to energize your horse. You can even level up your noble steed through strategic positioning on the track. Can you master solitaire and horseback racing…at the same time?! After you get a dozen races under your belt, you can retire your horse—a sad moment for any jockey. However! You can relocate your horse to your very own farm and pair them with other retired horses to breed new ponies...that are completely adorable! Eventually these babies will pony up by maturing into horses that you can ride in competitions for prizes. You can then get items at Chirp's shop, such as puzzle pieces or temporary bonuses. After completing certain puzzles, your horse will gain even more stats when leveling up. That’s some next-level jockeying!",83
BYE-BYE BOXBOY!,2017-04-12,E,"Square off against the odds in BYE-BYE BOXBOY!, a 2D puzzle-platformer available exclusively from Nintendo eShop on Nintendo 3DS family systems. Join Qbby, a conundrum-solving cube, on an all-new adventure where you’ll need to box clever and ingeniously navigate your way through more than 180 brainteasing levels. [Nintendo UK]",83
Stretchmo,2015-05-14,E,"Also known as ""FullBlox"". Stretch and pull blocks to guide Mallo to the goal in seven free starter puzzles. Then expand this entry in the acclaimed Pushmo series by purchasing up to four puzzle-filled download packs on Nintendo eShop. You can even create and share your own puzzles!

Purchase and download any of the four main attractions to unlock the Stretchmo Studio level creator, which also lets you share puzzles via QR Code patterns. Mallos Playtime Plaza has 100 great puzzles for players of all skill levels! Looking for a challenge? Then come on over to Pollys Sculpture Square, where 50 animal and object puzzles await. Keep the fun going in Corins Fortress of Fun, which packs in 50 action-packed puzzles filled with special objects, like manholes and even enemiesa series first! Or head on down to Papa Bloxs NES Expo to play 50 puzzles based on characters from Nintendo classics.",83
Pokemon Omega Ruby,2014-11-21,E,"Pokemon gamers initially experienced Pokemon Ruby Version and Pokemon Sapphire Version when it launched in 2003 for the GBA. Now, a new generation of Pokemon people can experience the storyline that unfolds in Pokemon Omega Ruby and Pokemon Alpha Sapphire.",83
VVVVVV,2011-12-29,E,"There's something terrible wrong in an alternate dimension! Help Captain Viridian flip to find five crew members, 20 hard-to-reach Trinkets and save a dimension on the brink of destruction. It's a space opera in the most unique scale with a style that only VVVVVV can bring to you. Instead of jumping, control the direction of gravity by inverting your gravity and allowing Captain Viridian to flip between the floors and ceilings of the environment.

For adventurers who save the dimension, there's still hours and hours of new gameplay with all-new Player Levels. Test your mettle and see if you have what it takes to beat a collection of levels created by other famous game developers.

Inspired by classic 8-bit days gone-by and now with experience-heightening 3D, VVVVVV will challenge even the most battle-hardened old-school gamers.",83
Rhythm Heaven Megamix,2016-06-15,E,"(Also known as ""Rhythm Paradise Megamix"") Test your rhythm by chopping wood, sticking speeding viruses with forks and playing badminton while flying an airplane, all in time to catchy tunes in this deceptively challenging rhythm game. The accessible controls and catchy music, combined with the new visual feedback system, make this a great entry in the Rhythm Heaven series. Can you match the beat and reach Rhythm Heaven?

FEATURES:

-Features updated rhythm games from the Game Boy Advance, Wii and Nintendo DS Rhythm Heaven games.
-A combo of new rhythm games, fan-favorites, and U.S. debuts make this the ultimate Rhythm Heaven game
    Rhythm Heaven Megamix includes more than 70 rhythm games, the most in the series.
-Some Rhythm Heaven rhythm games found only in Japan make their North American debut with new music.
-Soundtrack created with help from legendary Japanese music producer, Tsunku&#9794;.
-Encounter others with the StreetPass feature for a chance to match their punching robot's skills in a 1-on-1 battle.
-Play with up to four players simultaneously and take on special multiplayer rhythm games to earn Flow Balls (additional systems and games required for multiplayer mode; sold separately).
-Purchase additional rhythm games by spending Flow Balls.",83
Theatrhythm Final Fantasy: Curtain Call,2014-09-16,T,"THEATRHYTHM FINAL FANTASY CURTAIN CALL expands on the original in every way with new gameplay modes, 221 songs, and over 60 playable characters. Featuring music that spans the full breadth of the storied FINAL FANTASY franchise, players tap along to the memorable beats and harmonies as the adorable, stylized characters battle and quest through their worlds.",83
Pokemon Alpha Sapphire,2014-11-21,E,"Pokemon players first enjoyed Pokemon Ruby Version and Pokemon Sapphire Version when it launched in 2003 for the Game Boy Advance. Now, a whole new generation of Pokemon fans will experience the storyline that unfolds in Pokemon Omega Ruby and Pokemon Alpha Sapphire.",82
Cave Story 3D,2011-11-08,E10,"Originally released as a PC game and later for WiiWare/DSiWare, Cave Story is a side scrolling 2D action game.",82
Resident Evil: Revelations,2012-02-07,M,Resident Evil: Revelations tells the story of what happens between Resident Evil 4 and Resident Evil 5 on the Nintendo 3DS.,82
Professor Layton and the Miracle Mask,2012-10-28,E10,"Professor Layton's first adventure on the Nintendo 3DS system takes him to the colorful city of Monte d'Or, where he must stop a mysterious man from wreaking havoc with the powerful Mask of Chaos.",82
Etrian Odyssey 2 Untold: The Fafnir Knight,2015-08-04,T,"The next entry of the Etrian Odyssey Untold series is essentially two games in one - the first, a Nintendo 3DS update to Etrian Odyssey 2: Heroes of Laggard (released on Nintendo DS) with new dungeon layouts, new graphics, and system improvements from the recent Etrian Odyssey Untold. The second is the Untold portion - a brand new story mode with a fixed party, voiced dialogue, and animated cut scenes that follows the bittersweet tale of the Fafnir Knight and Princess Arianna. Like Persona Q, the Untold portion of the game has a strong focus on characters and their interactions as the story about the Fafnir Knight and Princess Arianna unfolds as they adventure forth into the ruins of Ginnungagap and the Yggdrasil Labyrinth with the hero Flavio and the two mysterious adventurers, Bertrand and Chloe.",82
Shantae and the Pirate's Curse,2014-10-23,E10,"Embark on a brand new adventure which teams Shantae with her arch nemesis, Risky Boots. When a curse falls upon Sequin Land, Risky Boots and Shantae must join forces to battle unimaginable evil. Shantae must give up her job as Scuttle Towns &quot;Guardian Genie&quot; and become a pirate if she hopes to get her magic back and save the day. As a pirate, Shantae gains new weapons and tools to advance her quest and power through monsters.",82
Skylanders: Spyro's Adventure,2011-10-16,E10,"The small purple dragon returns, bringing with him new friends in this peripheral-based adventure.",82
Gunman Clive,2013-01-03,E10,"In the year of 18XX, the west is overrun by thugs and outlaws. 

A group of bandits have kidnapped Mayor Johnsons daughter and are spreading havoc across the land. Only Gunman Clive can bring order to the west and save the girl! 

Jump and shoot your way across diverse and challenging levels and fight massive bosses. Gunman Clive is an old-school sidescrolling platform game set in the old west with full 3D graphics and a unique artstyle. Bring out your inner cowboy and get ready for some real gunslinger action.",82
Art of Balance,2012-06-07,E,"[WiiWare]  Grab your Wii Remote controller and build a balanced stack in this physics-based puzzler, featuring 100 levels that challenge not only your skills but also your imagination. The game is easy to pick up and hard to put away. Play alone or invite a friend to grab a second Wii Remote controller and drop in at any point for co-op play. There's even a dedicated two-player split-screen ""versus"" mode for extra fun. [Nintendo]",82
SteamWorld Dig,2013-08-08,E10,"The clock has stopped around the turn of the 19th century, and humankind has prematurely blown itself to bits. The remaining scraps are huddling in caves beneath the surface, and steam-powered robots have taken over the Wild West.",82
