title,release_date,rating,description,metascore
Carcassonne (2010),2010-06-04,Rating not found,"Introductory Price! Free iPad update coming later this year.

Carcassonne on your iPhone and iPod touch. Play the original award winning board game with friends, family, or other board game enthusiasts over the Internet.

Build a medieval landscape, tile by tile, claim landmarks with your followers and score points. As a winner of the prestigious &#34;Spiel des Jahres&#34; award in 2001, the game allows for a plethora of play styles and strategies. If you like social gaming or board games you will love Carcassonne!

Carcassonne is brought to you by three guys that care a lot about software and board games and have official support by the game&#39;s publisher. We hope you have hours of fun playing. If you are having fun (or if there is a problem!) - let us know about it.


FEATURES

&bull; Official Carcassonne game with original artwork
&bull; 8 different AI players
&bull; Internet multiplayer with Push Notifications
&bull; Local network play with Bluetooth and Wi-Fi
&bull; Unique Solitaire mode
&bull; Available in English and German
&bull; Online and offline ranking
&bull; Comprehensive in-game manual
&bull; Tutorials with voice acting
&bull; Compete for the best score in Solitaire Game of the Week
&bull; Chat function for Internet and local network games
&bull; Invite friends to play in-game or via email


FREQUENTLY ASKED QUESTIONS

What about the iPad?

We are working hard to pour as much love into the iPad as we did on the phone. It&#39;s coming, please be patient. If you buy now, the universal version will be a free update. When it&#39;s ready, the price for the universal app will rise to $9.99.


What about Expansions?

The app includes the base tile set, but we are working on expan&shy;sions as in-app purchases.",93
Crashlands,2016-01-21,Rating not found,"Crashlands is a story-driven crafting ARPG set in an outlandish world of hidden magic and high technology. Fight and tame alien beasts, craft resources into menacing weaponry, befriend the locals, and go toe-to-chin with a world-domineering maniac.",93
Hearthstone: Heroes of Warcraft,2014-04-16,T,Hearthstone is a free-to-play digital strategy card game where you can choose one of nine epic Warcraft heroes to play as.,93
Cut the Rope,2010-10-05,Rating not found,"A mysterious package has arrived, and the creature inside has only one request&hellip;CANDY! Help get the candy to Om Nom, the adorable monster, in this highly innovative and addictive puzzle game. Combining outstanding physics, devilishly tricky levels, and bright colorful visuals, Cut the Rope is one of the most original and fun-filled games on the App Store.

I WANT CANDY!
Cut the Rope combines realistic physics with simple, yet accurate and precise touch controls. Cut the ropes by simply swiping your finger across them and collect the stars by touching them with the candy, but it&rsquo;s not always simple. Think before you slice and be sure to avoid the enemies and obstacles. Every level is different and getting that candy to Om Nom won&rsquo;t be easy!

IT&rsquo;S KNOT GONNA BE A BREEZE
In Cut the Rope you don&rsquo;t just need to feed Om Nom, in order to get maximum points you will also need to collect 3 golden stars in each stage. Some are easy, some are deviously difficult; you&rsquo;re going to have to use your head to get them all-but be quick, some of these stars don&rsquo;t hang around forever! Dodge jagged spikes that smash your candy to bits, and look out for sneaky spiders intend on having On Nom&rsquo;s treat all for themselves! 

STAR PLAYER
Use a variety of special tools in your effort to get Om Nom his candy. Blow candy around in bubbles using special air pumps, catapult your candy across the screen to get to those hard to reach stars, use hidden ropes and special pulleys in your effort to get every star there is! 

THINK OUTSIDE THE BOX, INSIDE THE BOX
Easy to learn and intuitive to play, Cut the Rope is hard to put down. As you progress, Om Nom will jump from one box to another, with more levels to get through. With each new box contains new and even more challenging stars and obstacles, can you make it to the end?

Crystal Leaderboards and Achievements: Players can see how they compare to rope cutters throughout the world via online leaderboards and achievements through Crystal!
Cut the Rope also supports Game Center.",93
Punch Quest,2012-10-25,Rating not found,"Punch Quest is an arcade-style fighting game, entirely controlled by taps with your left and right thumbs.Jab, uppercut, slam, and otherwise pummel your way through dungeons full of monsters, branching path choices, rare events, and fragile pottery.Features:- Unlock and equip many special abilities and Supermoves.- Ride a dinosaur that shoots lasers out of its mouth.- Character customization that gets shown off on our friend scoreboards.- Punch an egg that turns you into a magical gnome.- Do quests to earn really fancy hats.- Combo system where you launch enemies into each other from across the map.Punch Quest is a collaboration between Rocketcat Games (Hook Champ, Mage Gauntlet) and Madgarden (Saucelifter, Sword of Fargoal).",93
Sonic CD,2011-12-15,E,Sonic CD bridges the gap between his oldest adventures and his new digital exploits.,93
The Executive,2015-07-02,Rating not found,"Flame kick werewolves, perform thrilling acrobatic stunts, and run a trillion dollar mining company in Riverman Media’s combat-action masterpiece!",93
A Good Snowman Is Hard To Build,2015-12-09,Rating not found,A puzzle game about being a monster and crafting snowmen.,93
Plants vs. Zombies,2010-02-15,Rating not found,"Plants vs. Zombies&trade;

Stem a zombie attack on your iPhone!

Get ready to soil your plants in this brand-new version of the hit PopCap game! A mob of fun-loving zombies is about to invade your home, and your only defense is an arsenal of 49 zombie-zapping plants. Use peashooters, wall-nuts, cherry bombs and more to slow down, confuse, weaken and mulchify 26 types of zombies before they can reach your front door. 

Each zombie has its own special skills, so you&rsquo;ll need to think fast and plant faster to combat them all. But be careful how you use your limited supply of greens and seeds&hellip; as you battle the fun-dead, obstacles like a setting sun, creeping fog and a swimming pool add to the challenging fun. Get ready to soil your plants!

- Conquer all 50 levels of Adventure mode &mdash; through day, night and fog, in a swimming pool and on the rooftop
- Battle 26 types of zombies including pole-vaulters, snorkelers and &ldquo;Zomboni&rdquo; drivers
- Earn 49 powerful perennials and collect coins to buy upgrades, power-ups and more
- Open the Almanac to see all the plants and zombies, plus amusing &ldquo;facts&rdquo; and quotes
- Collect 13 iPhone-exclusive PvZ achievements
- Replay levels in the all-new Quick Play arena
- All the fun of the hit PC/Mac game &mdash; adapted for fun-dead fun on your iPhone 
- Hilarious graphics, great soundtrack and a bonus music video",92
XCOM: Enemy Within,2014-11-13,Rating not found,"XCOM: Enemy Within is the expansion to the 2012 strategy game XCOM: Enemy Unknown.  Enemy Within adds an array of new abilities, upgrades and weapons to combat new enemy and alien threats. This expansion pack also introduces new maps, new tactical and strategic gameplay, and new multiplayer content providing a fresh new gameplay experience.",92
"Papers, Please",2014-12-12,Rating not found,"The communist state of Arstotzka has just ended a 6-year war with neighboring Kolechia and reclaimed its rightful half of the border town, Grestin. Your job as immigration inspector is to control the flow of people entering the Arstotzkan side of Grestin from Kolechia. Among the throngs of immigrants and visitors looking for work are hidden smugglers, spies, and terrorists. Using only the documents provided by travelers and the Ministry of Admission's primitive inspect, search, and fingerprint systems you must decide who can enter Arstotzka and who will be turned away or arrested.",92
Beat Sneak Bandit,2012-02-16,Rating not found,"Every level is a rhythmical puzzle loop that repeats itself. All actions in the game is performed to the beat - automatic doors open and close to the beat, security lights turn on and off rhythmically and guard patrol routes are choreographed like dance routines!

Conduct massive rescue operations with a helping hand from snipers, artillery crews, orbital bombardments, and more. Experience the tactical richness of fully-destructible environments and procedurally-generated campaigns.

It takes both cunning and rhythmical timing to solve the puzzles. Listen and watch the rhythms to learn the patterns, then tap to the beat to sneak and figure out how to get every clock on the level by timing your steps correctly. But be careful - if your taps are off beat, clocks will self-destroy!",92
Threes!,2014-02-05,Rating not found,Explore our little game,92
Papa Sangre II,2013-10-31,Rating not found,"Papa Sangre II is a survival horror game told entirely through sound. It starts at your inevitable end. You are dead, and must hunt for memories from the deceased to get back to the other side. Trapped in the peculiar afterlife of Papa Sangre, your guide is the voice of Sean Bean (Lord of the Rings, Game of Thrones). Death for you is just the beginning.",92
Alto's Adventure,2015-02-19,Rating not found,"Above the placid ivory snow lies a sleepy mountain village, brimming with the promise of adventure.",92
Prune,2015-07-23,Rating not found,"With a swipe of a finger, grow and shape your tree into the sunlight while avoiding the dangers of a hostile world. Bring life to a forgotten landscape, and uncover a story hidden deep beneath the soil.",92
Chaos Rings,2010-04-20,Rating not found,"-----
Two weeks only! To commemorate the release of CHAOS RINGS for iPad, all Square Enix games are on sale!
-----

From the makers of FINAL FANTASY and FINAL FANTASY II comes a brand new RPG masterpiece for the iPhone and iPod touch!!

CHAOS RINGS takes full advantage of the iPhone and iPod touch&rsquo;s capabilities. Using a classic game system that any RPG fan will enjoy, it presents an epic tale consisting of four different scenarios, all brought to you with gorgeous sound and unbelievably smooth 3D graphics.

The story revolves around a tournament where combatants fight for their lives: the Ark Arena. Upon choosing a pair of characters, one male and one female, you will then have to fight against the other pairs. Each pair has their own story, and the truth behind the Ark Arena will not be revealed until each story is completed.


Game Features;
-Amazingly smooth 3D graphics

-Gorgeous sound that takes full advantage of the iPhone and iPod touch&rsquo;s powerful hardware

-A deep story with unique twists for every pair and multiple endings

-Traditional game and battle systems polished to perfection

-Hours upon hours of gameplay, complete with hidden bosses, secret weapons, and more


Media reviews;
http://www.nytimes.com/2010/04/24/arts/television/24chaos.html
- The New York Times

Chaos Rings is the only title I will be playing for quite some time, outside of my normal review requirements.
- 148Apps

The turn-based fighting is gratifying and never got old, and the story and character development remains immersive even in short play sessions.
- Touch Arcade

The iPhone finally has its own triple-A Square Enix RPG that actually reaches the heights of a Final Fantasy or Chrono Trigger.
- Slide to Play

The story, and characters found within Chaos Rings are the most interesting and intriguing I have come across for the iPhone, and perhaps I have to go back to Final Fantasy VII to find it&rsquo;s equal.
- TouchGen",92
DEVICE 6,2013-10-17,Rating not found,"A surreal thriller in which the written word is your map, as well as your narrator.",92
The Banner Saga,2014-10-02,Rating not found,Live through an epic role-playing Viking saga where your strategic choices directly affect your personal journey. Make allies as you travel with your caravan across this stunning yet harsh landscape. Carefully choose those who will help fight a new threat that jeopardizes an entire civilization.,92
Mikey Shorts,2012-08-23,Rating not found,"RUN, JUMP, and SLIDE through the land to help Mikey Shorts rescue the people! Collect coins to buy fun disguises along the way!

FEATURES:

• 72 different levels across 2 game modes
• 6 unique environments
• Choose from over 100 disguises to wear
• Finish a level fast to earn up to 3 stars
• Golden Shorts are hidden in all Story levels
• Race against a ghost of your best score
• Split times at gates show +/- your best score
• Earn achievements both online and offline
• Easy access to Game Center scores
• Quick retry button for restarting a level
• Ability to customize controls
• View various game stats
• New content planned with updates

Universal app for iPhone, iPod touch &amp; iPad!",92
Reckless Racing 2,2012-02-02,Rating not found,"Strap down and prepare for the ride of your life... Reckless Racing is back with more!
Including a selection of 18 highly detailed cars, ranging from small dirt buggies to fast supercars, and 24 routes in a variety of flavors make this a racer for all tastes - both dirt and tarmac.

Compete in the Career mode to earn money for new cars and car upgrades. Have a quick race in the Arcade mode with 40 pre-defined challenges. Compete against your friends on the leaderboards in Single Event mode - including Race, Hot Lap and Elimination events.

Tune your car in the garage to match your driving style with a vast selection of parts and upgrades. Whether you are a reckless power slider or a slick race driver, make your car the way YOU want it.

* Probably the best power slides in the world
* Tune and tweak the performance, handling, tires, rims and colors of your cars
* Shader based game engine with normal maps, reflections, specularity, shadows, particles and more
* Improved and optimized shaders for iPad 2 and iPhone 4S
* Online leaderboards with downloadable ghost cars
* Online multiplayer over the Internet
* 17 characters, including your favorites from Reckless Racing 1
* 5 control layouts with customizable button positions
* Optional assists, such as race lines, mini map, chase camera and more

**************
Requires:
iPhone 3GS, iPhone 4 or iPhone 4S
iPad or iPad 2
iPod Touch 3 (16GB +) or iPod Touch 4
**************",91
Dark Nebula - Episode Two,2010-08-05,Rating not found,"IMPORTANT: If you should experience any trouble running this game, simply restart your device and then run the game again.

The highly anticipated sequel to Dark Nebula is finally here, and it&rsquo;s twice as long! 
 
The best way to sum this game up is that it&#39;s like a labyrinth game but on steroids. Just tilt the device to move your character through the levels while avoiding traps, opening doors, bouncing, sliding and not falling off. 

Designed by game industry veteran Anders Hejdenberg, lead designer of many world class games, including Battlefield 2: Modern Combat.

* Over 25 completely new enemies and obstacles.
* 19 action-packed levels that span across six different environments, from lush jungles to barren wastelands.
* Completely new combat system that enables you to fight enemies.
* Cinematic musical score.
* Global leaderboards and facebook integration.",91
Space Invaders Infinity Gene,2009-07-27,Rating not found,"----------------------------------
Winner of the Gold Award at Pocket Gamer!!
----------------------------------

The more you play, the more the game evolves!!!
Play original stages with your favorite music!!!

That legendary shooter, &#34;Space Invaders&#34; has evolved once again with an unprecedented new system!
The game starts off looking like the classic &#34;Space Invaders&#34;. But the more you play, the more the game &#34;evolves&#34;. Unlock new stages and new system features for a whole new shooting game experience!
Build your own evolutionary tree!

What&#39;s more, using the new features in iPhone OS 3.0, you can play original stages with the music in your iPhone or iPod touch!
Needless to say, these original stages will evolve as well!

The ultimate game with infinite gameplay!!!

----------------------------------
The game that&#39;s taken the world by storm!!
----------------------------------
&#34;Space Invaders Infinite Gene is an amazing effort by Taito to bring a fresh and modern version of Space Invaders to the iPhone. 
The loads of unlockables, varied gameplay and music-generated levels should give this game a long shelf life on your iPhone. If it&#39;s not obvious by now, we highly recommend buying this game.&#34;
- Touch Arcade

&#34;Infinity Gene allows a new generation of gamers to revel in its gameplay, fulfilling the promise of Space Invaders Infinity Gene&#39;s genetic legacy in a very real and wonderfully entertaining way.&#34;
- Pocket Gamer

&#34;Infinity Gene is a lengthy playthrough with tons of unlockable content, and you&rsquo;ll love every second of it. Even in its most difficult moments, Infinity Gene is a joy to play, and you&rsquo;ll want to keep coming back to earn higher scores and to rise further in the evolutionary ranks, even if it&rsquo;s at the expense of needed sleep.&#34;
- FingerGaming
----------------------------------

Language?
English
Fran&ccedil;ais
Italiano
Deutsch
Espa&ntilde;ol
???",91
Ticket to Ride (2012),2011-05-18,Rating not found,"THE BEST-SELLING BOARD GAME NOW PLAYABLE ON THE IPAD*** This week only - Three for $3 Launch Special - All 3 expansions 99&cent; each! ***Elegantly simple&hellip; 3 minutes to learn&hellip; tension building at every turn &ndash; definitely NOT your Father's train game!*** Winner of over 20 International Game Awards, including the prestigious German Spiel des Jahres****** Over 23,000,000 games played Online already &ndash; Don&rsquo;t wait to climb aboard this fabulous train ride! ***&quot;This has to be one of the most addicting little games since Bejeweled.&rdquo; -Bruce Geryk, Computer Gaming WorldBy the makers of Small World for iPad, winner of the Pocket Gamer Awards 2011 for Best iPad Strategy/Simulation Game of the Year!The best Online adaptation yet of Days of Wonder&rsquo;s best-selling train game, Ticket to Ride features:- Alan R. Moon&rsquo;s official Ticket to Ride maps with original artwork- Game Center and Days of Wonder Online support for Online Play against other iPad, Mac and PC gamers-An unparalleled online player community with tens of thousands of live opponents willing and ready to play 24/7!- Solo play against up to 4 AI players- Additional maps of Europe, Switzerland and USA 1910 available as in-game purchases- Terrific iPad video tutorial with voice acting for quick and easy learning- Detailed, interactive turn-by-turn, in-game tutorial- Contextual in-game Conductor&rsquo;s Notes (web-based rules) to help you master all the maps- Grand Central Station, a fully-animated and colorful experience to discover the world of Ticket to Ride- Online and offline Hall of Fame",91
Ragdoll Blaster 2,2010-03-01,Rating not found,"ON SALE FOR A LIMITED TIME ONLY!!!  The Ragdolls are back and ready for more physics puzzle action!  Ragdoll Blaster 2 is the much anticipated follow-up to Backflip Studios&rsquo; critically and commercially acclaimed Ragdoll Blaster.  The simple rules are the same, fire a ragdoll with a touch to hit the target and solve the puzzle . . . but in this new version, art, puzzles, physics, sound and overall gameplay have been dramatically expanded and improved.  Over 150 levels will keep you entertained and challenged for days.  We have enlisted some of the top game designers in the industry to bring you simply the best physics puzzle game in the app store.  Please enjoy.

-Incredibly simple yet addictive
-Action packed
-Single tap to aim and fire
-Flying, talking ragdolls
-More real physics
-All new mechanics such as gravity effects, teleporters, and much more
-Plus+ integration
-Awards
-Submit and compare scores online per room
-Saves game progress
-Over 150 levels of ragdoll fun

*Note to Users*
If your scores have been removed just log back into Plus+ and they will be restored.

Backflip Studios has had over 20,000,000 installs of their games to date.  Please help us continue to improve upon our products by leaving feedback and user reviews.  Keeping users entertained, engaged and happy is the key to our continued success.  Thank you for playing our games, this is truly a labor of love.

Try out our other games:  Paper Toss, Ragdoll Blaster, Paper Toss: World Tour, and Harbor Havoc 3D.

Follow us on twitter:  @backflipstudios",91
The Great Jitters: Pudding Panic,2011-06-07,Rating not found,"Pudding, don&rsquo;t panic! A nervous little pudding is trapped on a ghost train in a haunted house. Help him escape with his quivers intact! Puzzle your way to the exit and scare back the monsters with funny weapons and traps!*?*Special Introduction Offer*?*Weird witches, rattling skeletons and wandering skulls make the vanilla sauce freeze in your veins! Your only chance: Scare the monsters before they scare you! Defend yourself with crazy traps and funny weapons! Manipulate the rail system to build the ideal route and escape the dark labyrinth! Do you have enough courage for the powerful supermonsters waiting for you in the dark? Enjoy the first ghost train game ever developed in real-time 3D!Explore 48 suspenseful levels with many playing variations! Are you clever and quick enough to solve the puzzles and to trap your enemies? Play this addictive, tongue-in-the-cheek puzzle action game and find out!FEATURES? hours of unique gameplay? 48 levels in 4 different worlds packed with crazy monsters, funny weapons and scary surprises? broad gameplay variety: Solve puzzles, play against the clock, unravel labyrinths or win treacherous races? earn achievements and solve tricky challenges? beautiful 3D environments? hilarious animations, music and sounds",91
Asphalt 8: Airborne,2013-08-22,Rating not found,"The best iOS arcade racing game series reaches a new turning point! Perform dynamic, high-speed aerial stunts in an intense driving experience powered by a brand-new physics engine!",91
